exam_id	name	exam_year	uci
EXM_MU_6JOa_1507_000071	한규(韓珪)	1507	G002+AKS-KHF_12D55CADDCFFFFU9999X0
EXM_MU_6JOa_1507_000072	유효정(柳孝汀)	1507	G002+AKS-KHF_13C720D6A8C815U9999X0
EXM_MU_6JOa_1507_000073	송사상(宋嗣商)	1507	G002+AKS-KHF_13C1A1C0ACC0C1U9999X0
EXM_MU_6JOa_1513_000074	주순(朱順)	1513	G002+AKS-KHF_12C8FCC21CFFFFU9999X0
EXM_MU_6JOa_1513_000075	안종탄(安從坦)	1513	G002+AKS-KHF_13C548C885D0C4B1490X0
EXM_MU_6JOa_1513_000076	우안국(禹安國)	1513	G002+AKS-KHF_13C6B0C548AD6DU9999X0
EXM_MU_6JOa_1513_000077	이극공(李克恭)	1513	G002+AKS-KHF_13C774ADF9ACF5U9999X0
EXM_MU_6JOa_1513_000078	안수금(安秀嶔)	1513	G002+AKS-KHF_13C548C218AE08B1488X0
EXM_MU_6JOa_1513_000079	정기(鄭沂)	1513	G002+AKS-KHF_12C815AE30FFFFU9999X0
EXM_MU_6JOa_1513_000080	황기찬(黃耆贊)	1513	G002+AKS-KHF_13D669AE30CC2CU9999X0
EXM_MU_6JOa_1513_000081	노보세(盧輔世)	1513	G002+AKS-KHF_13B178BCF4C138U9999X0
EXM_MU_6JOa_1513_000082	권팽년(權彭年)	1513	G002+AKS-KHF_13AD8CD33DB144U9999X0
EXM_MU_6JOa_1513_000083	정희홍(鄭希弘)	1513	G002+AKS-KHF_13C815D76CD64DU9999X0
EXM_MU_6JOa_1513_000084	홍처경(洪處慶)	1513	G002+AKS-KHF_13D64DCC98ACBDU9999X0
EXM_MU_6JOa_1513_000085	권우량(權友諒)	1513	G002+AKS-KHF_13AD8CC6B0B7C9U9999X0
EXM_MU_6JOa_1513_000086	이성희(李成禧)	1513	G002+AKS-KHF_13C774C131D76CU9999X0
EXM_MU_6JOa_1513_000087	한기(韓琦)	1513	G002+AKS-KHF_12D55CAE30FFFFU9999X0
EXM_MU_6JOa_1513_000088	구윤신(具允愼)	1513	G002+AKS-KHF_13AD6CC724C2E0U9999X0
EXM_MU_6JOa_1513_000089	전형(全炯)	1513	G002+AKS-KHF_12C804D615FFFFU9999X1
EXM_MU_6JOa_1513_000090	설공보(薛公輔)	1513	G002+AKS-KHF_13C124ACF5BCF4U9999X0
EXM_MU_6JOa_1513_000091	권작(權綽)	1513	G002+AKS-KHF_12AD8CC791FFFFU9999X0
EXM_MU_6JOa_1513_000092	최맹호(崔孟浩)	1513	G002+AKS-KHF_13CD5CB9F9D638U9999X0
EXM_MU_6JOa_1513_000093	이억(李億)	1513	G002+AKS-KHF_12C774C5B5FFFFU9999X0
EXM_MU_6JOa_1513_000094	나문걸(羅文傑)	1513	G002+AKS-KHF_13B098BB38AC78U9999X0
EXM_MU_6JOa_1513_000095	진극번(陳克蕃)	1513	G002+AKS-KHF_13C9C4ADF9BC88U9999X0
EXM_MU_6JOa_1513_000096	김정언(金廷彦)	1513	G002+AKS-KHF_13AE40C815C5B8U9999X2
EXM_MU_6JOa_1513_000097	김한필(金漢弼)	1513	G002+AKS-KHF_13AE40D55CD544U9999X0
EXM_MU_6JOa_1513_000098	김숙(金淑)	1513	G002+AKS-KHF_12AE40C219FFFFU9999X3
EXM_MU_6JOa_1513_000099	박만수(朴萬壽)	1513	G002+AKS-KHF_13BC15B9CCC218U9999X0
EXM_MU_6JOa_1513_000100	김윤종(金胤宗)	1513	G002+AKS-KHF_13AE40C724C885U9999X0
EXM_MU_6JOa_1513_000101	김희(金熙)	1513	G002+AKS-KHF_12AE40D76CFFFFU9999X1
EXM_MU_6JOa_1519_150001	원적(元績)	1519	G002+AKS-KHF_12C6D0C801FFFFU9999X0
EXM_MU_6JOa_1519_150002	민간(閔簡)	1519	G002+AKS-KHF_12BBFCAC04FFFFU9999X0
EXM_MU_6JOa_1519_150003	성세량(成世良)	1519	G002+AKS-KHF_13C131C138B7C9U9999X0
EXM_MU_6JOa_1519_150004	신종(申鍾)	1519	G002+AKS-KHF_12C2E0C885FFFFU9999X0
EXM_MU_6JOa_1519_150005	이원손(李元孫)	1519	G002+AKS-KHF_13C774C6D0C190U9999X1
EXM_MU_6JOa_1519_150006	신조(申操)	1519	G002+AKS-KHF_12C2E0C870FFFFU9999X1
EXM_MU_6JOa_1519_150007	김집(金緝)	1519	G002+AKS-KHF_12AE40C9D1FFFFU9999X0
EXM_MU_6JOa_1519_150008	고세영(高世英)	1519	G002+AKS-KHF_13ACE0C138C601U9999X1
EXM_MU_6JOa_1519_150009	최렬(崔冽)	1519	G002+AKS-KHF_12CD5CB82CFFFFU9999X1
EXM_MU_6JOa_1519_150010	김응현(金應賢)	1519	G002+AKS-KHF_13AE40C751D604U9999X0
EXM_MU_6JOa_1519_150011	변의(邊儀)	1519	G002+AKS-KHF_12BCC0C758FFFFU9999X0
EXM_MU_6JOa_1519_150012	김우(金雨)	1519	G002+AKS-KHF_12AE40C6B0FFFFU9999X1
EXM_MU_6JOa_1519_150013	김언순(金彦順)	1519	G002+AKS-KHF_13AE40C5B8C21CU9999X0
EXM_MU_6JOa_1519_150014	이자양(李自陽)	1519	G002+AKS-KHF_13C774C790C591U9999X0
EXM_MU_6JOa_1519_150015	김문서(金文瑞)	1519	G002+AKS-KHF_13AE40BB38C11CU9999X0
EXM_MU_6JOa_1519_150016	양즙(梁濈)	1519	G002+AKS-KHF_12C591C999FFFFU9999X1
EXM_MU_6JOa_1519_150017	안백돈(安伯墩)	1519	G002+AKS-KHF_13C548BC31B3C8U9999X0
EXM_MU_6JOa_1519_150018	정희문(鄭希文)	1519	G002+AKS-KHF_13C815D76CBB38U9999X0
EXM_MU_6JOa_1519_150019	윤담(尹倓)	1519	G002+AKS-KHF_12C724B2F4FFFFU9999X0
EXM_MU_6JOa_1519_150020	권유경(權有慶)	1519	G002+AKS-KHF_13AD8CC720ACBDU9999X0
EXM_MU_6JOa_1519_150021	김탁(金鐸)	1519	G002+AKS-KHF_12AE40D0C1FFFFU9999X5
EXM_MU_6JOa_1519_150022	정숭(鄭崇)	1519	G002+AKS-KHF_12C815C22DFFFFU9999X1
EXM_MU_6JOa_1519_150023	권당(權鐺)	1519	G002+AKS-KHF_12AD8CB2F9FFFFU9999X0
EXM_MU_6JOa_1519_150024	박사필(朴士弼)	1519	G002+AKS-KHF_13BC15C0ACD544U9999X0
EXM_MU_6JOa_1519_150025	박숭조(朴崇祖)	1519	G002+AKS-KHF_13BC15C22DC870U9999X0
EXM_MU_6JOa_1519_150026	이문근(李文根)	1519	G002+AKS-KHF_13C774BB38ADFCU9999X0
EXM_MU_6JOa_1519_150027	박유림(朴有林)	1519	G002+AKS-KHF_13BC15C720B9BCU9999X0
EXM_MU_6JOa_1519_150028	이영(李瑛)	1519	G002+AKS-KHF_12C774C601FFFFU9999X3
EXM_MU_6JOa_1519_000102	정린(鄭璘)	1519	G002+AKS-KHF_12C815B9B0FFFFU9999X0
EXM_MU_6JOa_1519_000103	홍사종(洪嗣宗)	1519	G002+AKS-KHF_13D64DC0ACC885U9999X0
EXM_MU_6JOa_1519_000104	김윤진(金允珍)	1519	G002+AKS-KHF_13AE40C724C9C4U9999X0
EXM_MU_6JOa_1519_000105	강위(姜渭)	1519	G002+AKS-KHF_12AC15C704FFFFU9999X1
EXM_MU_6JOa_1519_000106	이수억(李壽億)	1519	G002+AKS-KHF_13C774C218C5B5U9999X1
EXM_MU_6JOa_1519_000107	오빈(吳濱)	1519	G002+AKS-KHF_12C624BE48FFFFU9999X1
EXM_MU_6JOa_1519_000108	이인(李仁)	1519	G002+AKS-KHF_12C774C778FFFFU9999X1
EXM_MU_6JOa_1519_000109	이세분(李世蕡)	1519	G002+AKS-KHF_13C774C138BD84U9999X0
EXM_MU_6JOa_1519_000110	김윤영(金潤瑩)	1519	G002+AKS-KHF_13AE40C724C601U9999X0
EXM_MU_6JOa_1519_000111	김의형(金義亨)	1519	G002+AKS-KHF_13AE40C758D615U9999X1
EXM_MU_6JOa_1519_000112	한철수(韓鐵壽)	1519	G002+AKS-KHF_13D55CCCA0C218U9999X1
EXM_MU_6JOa_1519_000113	노공좌(盧公佐)	1519	G002+AKS-KHF_13B178ACF5C88CU9999X0
EXM_MU_6JOa_1519_000114	이지운(李之芸)	1519	G002+AKS-KHF_13C774C9C0C6B4U9999X0
EXM_MU_6JOa_1519_000115	유경종(柳敬宗)	1519	G002+AKS-KHF_13C720ACBDC885U9999X0
EXM_MU_6JOa_1519_000116	신파(申玻)	1519	G002+AKS-KHF_12C2E0D30CFFFFU9999X0
EXM_MU_6JOa_1519_000117	김사효(金士孝)	1519	G002+AKS-KHF_13AE40C0ACD6A8U9999X0
EXM_MU_6JOa_1519_000118	이창정(李昌貞)	1519	G002+AKS-KHF_13C774CC3DC815U9999X0
