munjip_id	문집	文集	성명	姓名	birthyear	deathyear	ancestralseat	choronym
ITKC_MI_0575A	초원유고	椒園遺藁	이충익	李忠翊	1744	1816	全州	全州 李
ITKC_MI_0576A	무명자집	無名子集	윤기	尹愭	1741	1826	坡平	坡平 尹
ITKC_MI_0577A	청장관전서	靑莊館全書	이덕무	李德懋	1741	1793	全州	全州 李
ITKC_MI_0578A	해석유고	海石遺稿	김재찬	金載瓚	1746	1827	延安	延安 金
ITKC_MI_0579A	영재집	泠齋集	유득공	柳得恭	1748	1807	文化	文化 柳
ITKC_MI_0580A	공백당집	拱白堂集	황덕일	黃德壹	1748	1800	昌原	昌原 黃
ITKC_MI_0581A	하려집	下廬集	황덕길	黃德吉	1750	1827	昌原	昌原 黃
ITKC_MI_0582A	명고전집	明臯全集	서형수	徐瀅修	1749	1824	達城	達城 徐
ITKC_MI_0583A	정유각집	貞蕤閣集	박제가	朴齊家	1750	1805	密陽	密陽 朴
ITKC_MI_0584A	홍재전서	弘齋全書	정조	正祖	1752	1800	全州	全州 正
ITKC_MI_0585A	극원유고	屐園遺稿	이만수	李晩秀	1752	1820	延安	延安 李
ITKC_MI_0586A	사명자시집	四名子詩集	차좌일	車佐一	1753	1809	延安	延安 車
ITKC_MI_0587A	후계집	後溪集	이이순	李頤淳	1754	1832	眞寶	眞寶 李
ITKC_MI_0588A	죽석관유집	竹石館遺集	서영보	徐榮輔	1759	1816	達城	達城 徐
ITKC_MI_0589A	척재집	惕齋集	이서구	李書九	1754	1825	全州	全州 李
ITKC_MI_0590A	이이엄집	而已广集	장혼	張混	1759	1828	結城	結城 張
ITKC_MI_0591A	강재집	剛齋集	송치규	宋穉圭	1759	1838	恩津	恩津 宋
ITKC_MI_0592A	추재집	秋齋集	조수삼	趙秀三	1762	1849	漢陽	漢陽 趙
ITKC_MI_0593A	금릉집	金陵集	남공철	南公轍	1760	1840	宜寧	宜寧 南
ITKC_MI_0594A	연경재전집	硏經齋全集	성해응	成海應	1760	1839	昌寧	昌寧 成
ITKC_MI_0595A	석천유고	石泉遺稿	신작	申綽	1760	1828	平山	平山 申
ITKC_MI_0596A	노주집	老洲集	오희상	吳熙常	1763	1833	海州	海州 吳
ITKC_MI_0597A	여유당전서	與猶堂全書	정약용	丁若鏞	1762	1836	羅州	羅州 丁
ITKC_MI_0598A	석재고	碩齋稿	윤행임	尹行恁	1762	1801	南原	南原 尹
ITKC_MI_0599A	풍석전집	楓石全集	서유구	徐有榘	1764	1845	達城	達城 徐
ITKC_MI_0600A	풍고집	楓皐集	김조순	金祖淳	1765	1832	安東	安東 金
ITKC_MI_0601A	담정유고	藫庭遺藁	김려	金鑢	1766	1821	延安	延安 金
ITKC_MI_0602A	두실존고	斗室存稿	심상규	沈象奎	1766	1838	靑松	靑松 沈
ITKC_MI_0603A	대연유고	岱淵遺藁	이면백	李勉伯	1767	1830	全州	全州 李
ITKC_MI_0604A	낙하생집	洛下生集	이학규	李學逵	1770	1835	平昌	平昌 李
ITKC_MI_0605A	경수당전고	警修堂全藁	신위	申緯	1769	1845	平山	平山 申
ITKC_MI_0606A	존재집	存齋集	박윤묵	朴允默	1771	1849	密陽	密陽 朴
ITKC_MI_0607A	연천집	淵泉集	홍석주	洪奭周	1774	1842	豐山	豐山 洪
ITKC_MI_0608A	대산집	臺山集	김매순	金邁淳	1776	1840	安東	安東 金
ITKC_MI_0609A	매산집	梅山集	홍직필	洪直弼	1776	1852	南陽	南陽 洪
ITKC_MI_0610A	정재집	定齋集	유치명	柳致明	1777	1861	全州	全州 柳
ITKC_MI_0611A	운석유고	雲石遺稿	조인영	趙寅永	1782	1850	豐壤	豐壤 趙
ITKC_MI_0612A	과재집	果齋集	성근묵	成近默	1784	1852	昌寧	昌寧 成
ITKC_MI_0613A	경산집	經山集	정원용	鄭元容	1783	1873	東萊	東萊 鄭
ITKC_MI_0614A	완당전집	阮堂全集	김정희	金正喜	1786	1856	慶州	慶州 金
ITKC_MI_0615A	성재집	成齋集	조병현	趙秉鉉	1791	1849	豐壤	豐壤 趙
ITKC_MI_0616A	사기집	沙磯集	이시원	李是遠	1789	1866	全州	全州 李
ITKC_MI_0617A	오서집	梧墅集	박영원	朴永元	1791	1854	高靈	高靈 朴
ITKC_MI_0618A	소재집	歗齋集	변종운	卞鍾運	1790	1866	密陽	密陽 卞
ITKC_MI_0619A	금곡집	錦谷集	송내희	宋來熙	1791	1867	恩津	恩津 宋
ITKC_MI_0620A	동번집	東樊集	이만용	李晩用	1792	1863	全州	全州 李
ITKC_MI_0621A	화서집	華西集	이항로	李恒老	1792	1868	碧珍	碧珍 李
ITKC_MI_0622A	침계유고	梣溪遺稿	윤정현	尹定鉉	1793	1874	南原	南原 尹
ITKC_MI_0623A	연파시초	蓮坡詩鈔	김진수	金進洙	1797	1865	慶州	慶州 金
ITKC_MI_0624A	해옹고	海翁藁	홍한주	洪翰周	1798	1868	豐山	豐山 洪
ITKC_MI_0625A	심암유고	心庵遺稿	조두순	趙斗淳	1796	1870	楊州	楊州 趙
ITKC_MI_0626A	성재집	性齋集	허전	許傳	1797	1886	陽川	陽川 許
ITKC_MI_0627A	담인집	澹人集	신좌모	申佐模	1799	1877	高靈	高靈 申
ITKC_MI_0628A	노사집	蘆沙集	기정진	奇正鎭	1798	1879	幸州	幸州 奇
ITKC_MI_0629A	숙재집	肅齋集	조병덕	趙秉悳	1800	1870	楊州	楊州 趙
ITKC_MI_0630A	봉서집	鳳棲集	유신환	兪莘煥	1801	1859	杞溪	杞溪 兪
ITKC_MI_0631A	은송당집	恩誦堂集	이상적	李尙迪	1803	1865	牛峯	牛峯 李
ITKC_MI_0632A	환재집	瓛齋集	박규수	朴珪壽	1807	1876	潘南	潘南 朴
ITKC_MI_0633A	하원시초	夏園詩鈔	정지윤	鄭芝潤	1808	1858	蓬山	蓬山 鄭
ITKC_MI_0634A	수종재집	守宗齋集	송달수	宋達洙	1808	1858	恩津	恩津 宋
ITKC_MI_0635A	계당집	溪堂集	유주목	柳疇睦	1813	1872	豐山	豐山 柳
ITKC_MI_0636A	고산집	鼓山集	임헌회	任憲晦	1811	1876	豐川	豐川 任
ITKC_MI_0637A	가오고략	嘉梧藁略	이유원	李裕元	1814	1888	慶州	慶州 李
ITKC_MI_0638A	사미헌집	四未軒集	장복추	張福樞	1815	1900	仁同	仁同 張
ITKC_MI_0639A	규재유고	圭齋遺藁	남병철	南秉哲	1817	1863	宜寧	宜寧 南
ITKC_MI_0640A	한주집	寒洲集	이진상	李震相	1818	1886	星山	星山 李
ITKC_MI_0641A	고환당수초	古歡堂收艸	강위	姜瑋	1820	1884	晉州	晉州 姜
ITKC_MI_0642A	중암집	重菴集	김평묵	金平默	1819	1891	淸風	淸風 金
ITKC_MI_0643A	서산집	西山集	김흥락	金興洛	1827	1899	義城	義城 金
ITKC_MI_0644A	하정집	荷亭集	김영수	金永壽	1829	1899	光山	光山 金
ITKC_MI_0645A	미산집	眉山集	한장석	韓章錫	1832	1894	淸州	淸州 韓
ITKC_MI_0646A	성재집	省齋集	유중교	柳重敎	1832	1893	高興	高興 柳
ITKC_MI_0647A	면암집	勉菴集	최익현	崔益鉉	1833	1906	慶州	慶州 崔
ITKC_MI_0648A	후산집	后山集	허유	許愈	1833	1904	金海	金海 許
ITKC_MI_0649A	방산집	舫山集	허훈	許薰	1836	1907	金海	金海 許
ITKC_MI_0650A	운양집	雲養集	김윤식	金允植	1835	1922	淸風	淸風 金
ITKC_MI_0651A	연재집	淵齋集	송병선	宋秉璿	1836	1905	恩津	恩津 宋
ITKC_MI_0652A	만구집	晩求集	이종기	李種杞	1837	1902	全義	全義 李
ITKC_MI_0653A	간재집	艮齋集	전우	田愚	1841	1922	潭陽	潭陽 田
ITKC_MI_0654A	의암집	毅菴集	유인석	柳麟錫	1842	1915	高興	高興 柳
ITKC_MI_0655A	면우집	俛宇集	곽종석	郭鍾錫	1846	1919	玄風	玄風 郭
ITKC_MI_0656A	송사집	松沙集	기우만	奇宇萬	1846	1916	幸州	幸州 奇
ITKC_MI_0657A	이해학유서	李海鶴遺書	이기	李沂	1848	1909	固城	固城 李
ITKC_MI_0658A	소호당집	韶濩堂集	김택영	金澤榮	1850	1927	花開	花開 金
ITKC_MI_0659A	양원유집	陽園遺集	신기선	申箕善	1851	1909	平山	平山 申
ITKC_MI_0660A	매천집	梅泉集	황현	黃玹	1855	1910	長水	長水 黃
ITKC_MI_0661A	명미당집	明美堂集	이건창	李建昌	1852	1898	全州	全州 李
ITKC_MI_0662A	수당유집	修堂遺集	이남규	李南珪	1855	1907	韓山	韓山 李
ITKC_MI_0663A	암서집	巖棲集	조긍섭	曺兢燮	1873	1933	昌寧	昌寧 曺
ITKC_MI_0664A	죽헌유집	竹軒遺集	나계종	羅繼從	1339	1415	羅州	羅州 羅
ITKC_MI_0665A	매헌집	梅軒集	권우	權遇	1363	1419	安東	安東 權
ITKC_MI_0666A	무송헌집	撫松軒集	김담	金淡	1416	1464	禮安	禮安 金
ITKC_MI_0667A	물재집	勿齋集	손순효	孫舜孝	1427	1497	平海	平海 孫
ITKC_MI_0668A	지지당시집	止止堂詩集	김맹성	金孟性	1437	1487	海平	海平 金
ITKC_MI_0669A	풍월정집	風月亭集	이정	李婷	1454	1488	全州	全州 李
ITKC_MI_0670A	창계집	滄溪集	문경동	文敬仝	1457	1521	甘泉	甘泉 文
ITKC_MI_0671A	관포시집	灌圃詩集	어득강	魚得江	1470	1550	咸從	咸從 魚
ITKC_MI_0672A	괴은유고	乖隱遺稿	정구	鄭球	1490		東萊	東萊 鄭
ITKC_MI_0673A	운암일고	雲巖逸稿	김연	金緣	1487	1544	光州	光州 金
ITKC_MI_0674A	용암집	龍巖集	박운	朴雲	1493	1562	密陽	密陽 朴
ITKC_MI_0675A	야계집	倻溪集	송희규	宋希奎	1494	1558	冶爐	冶爐 宋
ITKC_MI_0676A	독암유고	獨庵遺稿	조종경	趙宗敬	1495	1535	豐壤	豐壤 趙
ITKC_MI_0677A	회산집	檜山集	정환	丁煥	1497	1540	昌原	昌原 丁
ITKC_MI_0678A	무하옹집	無何翁集	이원손	李元孫	1498	1554	全義	全義 李
ITKC_MI_0679A	숭덕재유고	崇德齋遺稿	이윤경	李潤慶	1498	1562	廣州	廣州 李
ITKC_MI_0680A	구암집	久庵集	김취문	金就文	1509	1570	善山	善山 金
ITKC_MI_0681A	송파일고	松坡逸稿	박전	朴全	1514	1558	務安	務安 朴
ITKC_MI_0682A	급고유고	汲古遺稿	이홍남	李洪男	1515	1572	廣州	廣州 李
ITKC_MI_0683A	후조당집	後彫堂集	김부필	金富弼	1516	1577	光山	光山 金
ITKC_MI_0684A	구촌집	龜村集	유경심	柳景深	1516	1571	豐山	豐山 柳
ITKC_MI_0685A	청련집	靑蓮集	이후백	李後白	1520	1578	延安	延安 李
ITKC_MI_0686A	매헌집	梅軒集	금보	琴輔	1521	1584	奉化	奉化 琴
ITKC_MI_0687A	춘당집	春塘集	오수영	吳守盈	1521	1606	高敞	高敞 吳
ITKC_MI_0688A	기봉집	岐峯集	백광홍	白光弘	1522	1556	海美	海美 白
ITKC_MI_0689A	개암집	開巖集	김우굉	金宇宏	1524	1590	義城	義城 金
ITKC_MI_0690A	지산집	芝山集	김팔원	金八元	1524	1569	江陵	江陵 金
ITKC_MI_0691A	송당집	松塘集	유홍	兪泓	1524	1594	杞溪	杞溪 兪
ITKC_MI_0692A	만헌집	晩軒集	정염	丁焰	1524	1609	昌原	昌原 丁
ITKC_MI_0693A	동상집	東湘集	허진동	許震童	1525	1610	泰仁	泰仁 許
ITKC_MI_0694A	오봉집	鰲峯集	김제민	金齊閔	1527	1599	義城	義城 金
ITKC_MI_0695A	성재집	惺齋集	금난수	琴蘭秀	1530	1604	奉化	奉化 琴
ITKC_MI_0696A	동은고	峒隱稿	이의건	李義健	1533	1621	全州	全州 李
ITKC_MI_0697A	임연재집	臨淵齋集	배삼익	裵三益	1534	1588	興海	興海 裵
ITKC_MI_0698A	상유집	桑楡集	유사규	柳思規	1534	1607	晉州	晉州 柳
ITKC_MI_0699A	선양정집	善養亭集	정희맹	丁希孟	1536	1596	靈光	靈光 丁
ITKC_MI_0700A	송담집	松潭集	송남수	宋柟壽	1537	1626	恩津	恩津 宋
ITKC_MI_0701A	회곡집	晦谷集	권춘란	權春蘭	1539	1617	安東	安東 權
ITKC_MI_0702A	죽유집	竹牖集	오운	吳澐	1540	1617	高敞	高敞 吳
ITKC_MI_0703A	송암유고	松菴遺稿	김면	金沔	1541	1593	高靈	高靈 金
ITKC_MI_0704A	남창잡고	南窓雜藁	김현성	金玄成	1542	1621	金海	金海 金
ITKC_MI_0705A	만죽헌집	萬竹軒集	서익	徐益	1542	1587	扶餘	扶餘 徐
ITKC_MI_0706A	명관유고집	冥觀遺稿集	윤안성	尹安性	1542	1615	坡平	坡平 尹
ITKC_MI_0707A	남천집	南川集	권두문	權斗文	1543	1617	安東	安東 權
ITKC_MI_0708A	안촌집	安村集	배응경	裵應褧	1544	1602	星州	星州 裵
ITKC_MI_0709A	식암집	息庵集	황섬	黃暹	1544	1616	昌原	昌原 黃
ITKC_MI_0710A	북애집	北厓集	김기	金圻	1547	1603	光山	光山 金
ITKC_MI_0711A	사촌집	沙村集	장경세	張經世	1547	1615	興德	興德 張
ITKC_MI_0712A	서포집	西浦集	곽열	郭說	1548	1630	淸州	淸州 郭
ITKC_MI_0713A	대암집	大菴集	박성	朴惺	1549	1606	密陽	密陽 朴
ITKC_MI_0714A	계음집	溪陰集	조팽년	趙彭年	1549	1612	漢陽	漢陽 趙
ITKC_MI_0715A	모당집	慕堂集	홍이상	洪履祥	1549	1615	豐山	豐山 洪
ITKC_MI_0716A	하의유고	荷衣遺稿	홍적	洪迪	1549	1591	南陽	南陽 洪
ITKC_MI_0717A	낙재집	樂齋集	서사원	徐思遠	1550	1615	達城	達城 徐
ITKC_MI_0718A	동호집	東湖集	문덕교	文德敎	1551	1611	開寧	開寧 文
ITKC_MI_0719A	독석집	獨石集	황혁	黃赫	1551	1612	長水	長水 黃
ITKC_MI_0720A	송소집	松巢集	권우	權宇	1552	1590	安東	安東 權
ITKC_MI_0721A	청륙집	靑陸集	김덕겸	金德謙	1552	1633	商山	商山 金
ITKC_MI_0722A	감호집	鑑湖集	여대로	呂大老	1552	1619	星山	星山 呂
ITKC_MI_0723A	유연당집	悠然堂集	김대현	金大賢	1553	1602	豐山	豐山 金
ITKC_MI_0724A	모당집	慕堂集	손처눌	孫處訥	1553	1634	一直	一直 孫
ITKC_MI_0725A	만퇴헌유고	晩退軒遺稿	신응구	申應榘	1553	1623	高靈	高靈 申
ITKC_MI_0726A	서계집	西溪集	이득윤	李得胤	1553	1630	慶州	慶州 李
ITKC_MI_0727A	화곡집	禾谷集	정사호	鄭賜湖	1553	1616	光州	光州 鄭
ITKC_MI_0728A	모계집	茅谿集	문위	文緯	1554	1631	南平	南平 文
ITKC_MI_0729A	감수재집	感樹齋集	박여량	朴汝樑	1554	1611	三陟	三陟 朴
ITKC_MI_0730A	근시재집	近始齋集	김해	金垓	1555	1593	光州	光州 金
ITKC_MI_0731A	역양집	嶧陽集	문경호	文景虎	1556	1619	南平	南平 文
ITKC_MI_0732A	표옹유고	瓢翁遺稿	송영구	宋英耈	1556	1620	鎭川	鎭川 宋
ITKC_MI_0733A	취사집	炊沙集	이여빈	李汝馪	1556	1631	羽溪	羽溪 李
ITKC_MI_0734A	가휴집	可畦集	조익	趙翊	1556	1613	豐壤	豐壤 趙
ITKC_MI_0735A	해월집	海月集	황여일	黃汝一	1556	1622	平海	平海 黃
ITKC_MI_0736A	수북정집	水北亭集	김흥국	金興國	1557	1623	順天	順天 金
ITKC_MI_0737A	월간집	月澗集	이전	李㙉	1558	1648	興陽	興陽 李
ITKC_MI_0738A	매창집	梅窓集	정사신	鄭士信	1558	1619	淸州	淸州 鄭
ITKC_MI_0739A	문월당집	問月堂集	오극성	吳克成	1559	1617	咸陽	咸陽 吳
ITKC_MI_0740A	풍암집	楓巖集	김종필	金終弼			淸風	淸風 金
ITKC_MI_0741A	용계유고	龍溪遺稿	김지남	金止男	1559	1631	光山	光山 金
ITKC_MI_0742A	석계집	石溪集	민욱	閔昱	1559	1625	驪興	驪興 閔
ITKC_MI_0743A	오한집	聱漢集	손기양	孫起陽	1559	1617	密陽	密陽 孫
ITKC_MI_0744A	귤옥졸고	橘屋拙稿	윤광계	尹光啓	1559	1619	海南	海南 尹
ITKC_MI_0745A	명고집	鳴皐集	임전	任錪	1559	1611	豐川	豐川 任
ITKC_MI_0746A	서담집	西潭集	홍위	洪瑋	1559	1624	南陽	南陽 洪
ITKC_MI_0747A	일옹집	逸翁集	최희량	崔希亮	1560	1651	水原	水原 崔
ITKC_MI_0748A	동리집	東籬集	김윤안	金允安	1560	1622	順天	順天 金
ITKC_MI_0749A	소릉집	少陵集	이상의	李尙毅	1560	1624	驪興	驪興 李
ITKC_MI_0750A	죽헌집	竹軒集	최항경	崔恒慶	1560	1638	永川	永川 崔
ITKC_MI_0751A	이재집	頤齋集	조우인	曺友仁	1561	1625	昌寧	昌寧 曺
ITKC_MI_0752A	성옹유고	醒翁遺稿	김덕함	金德諴	1562	1636	尙州	尙州 金
ITKC_MI_0753A	오봉집	梧峯集	신지제	申之悌	1562	1624	鵝洲	鵝洲 申
ITKC_MI_0754A	구봉집	九峯集	김수인	金守訒	1563	1626	廣州	廣州 金
ITKC_MI_0755A	사촌집	沙村集	안덕린	安德麟	1563	1609	順興	順興 安
ITKC_MI_0756A	월봉집	月峯集	고인계	高仁繼	1564	1647	開城	開城 高
ITKC_MI_0757A	낙애유고	洛涯遺稿	김안절	金安節	1564	1632	尙州	尙州 金
ITKC_MI_0758A	양서집	瀼西集	이광윤	李光胤	1564	1637	慶州	慶州 李
ITKC_MI_0759A	희암유고	希菴遺稿	현덕승	玄德升	1564	1627	星州	星州 玄
ITKC_MI_0760A	사호집	思湖集	오장	吳長	1565	1617	咸陽	咸陽 吳
ITKC_MI_0761A	동호집	東湖集	이서	李𥳕	1566	1651	光州	光州 李
ITKC_MI_0762A	죽창집	竹窓集	강주	姜籒	1566	1650	晉州	晉州 姜
ITKC_MI_0763A	구전집	苟全集	김중청	金中淸	1566	1629	安東	安東 金
ITKC_MI_0764A	능허집	凌虛集	박민	朴敏	1566	1630	泰安	泰安 朴
ITKC_MI_0765A	간정집	艮庭集	이유홍	李惟弘	1566	1619	全州	全州 李
ITKC_MI_0766A	학송집	鶴松集	전유형	全有亨	1566	1624	平康	平康 全
ITKC_MI_0767A	고주집	孤舟集	정운희	丁運熙	1566	1635	靈光	靈光 丁
ITKC_MI_0768A	낙서집	洛西集	장만	張晩	1566	1629	仁同	仁同 張
ITKC_MI_0769A	둔봉집	遯峯集	김녕	金寧	1567	1650	善山	善山 金
ITKC_MI_0770A	습정집	習靜集	송방조	宋邦祚	1567	1618	恩津	恩津 宋
ITKC_MI_0771A	동계집	東溪集	조형도	趙亨道	1567	1637	咸安	咸安 趙
ITKC_MI_0772A	단곡집	丹谷集	곽진	郭𡺽	1568	1633	玄風	玄風 郭
ITKC_MI_0773A	설정집	雪汀集	이흘	李忔	1568	1630	慶州	慶州 李
ITKC_MI_0774A	호봉집	壺峯集	이돈	李燉	1568	1624	眞寶	眞寶 李
ITKC_MI_0775A	완정집	浣亭集	이언영	李彦英	1568	1639	碧珍	碧珍 李
ITKC_MI_0776A	양포유고	楊浦遺藁	최전	崔澱	1568	1589	海州	海州 崔
ITKC_MI_0777A	죽창유고	竹窓遺稿	구용	具容	1569	1601	綾城	綾城 具
ITKC_MI_0778A	장곡집	藏谷集	권태일	權泰一	1569	1631	安東	安東 權
ITKC_MI_0779A	석담집	石潭集	이윤우	李潤雨	1569	1634	廣州	廣州 李
ITKC_MI_0780A	송오집	松塢集	정전	鄭佺	1569	1639	淸州	淸州 鄭
ITKC_MI_0781A	운학집	雲壑集	조평	趙平	1569	1647	咸安	咸安 趙
ITKC_MI_0782A	모하당집	慕夏堂集	김충선	金忠善	1571	1642	友鹿	友鹿 金
ITKC_MI_0783A	양직집	養直集	도성유	都聖兪	1571	1649	星州	星州 都
ITKC_MI_0784A	관포집	灌圃集	박홍미	朴弘美	1571	1642	慶州	慶州 朴
ITKC_MI_0785A	송죽당집	松竹堂集	정문익	鄭文翼	1571	1639	草溪	草溪 鄭
ITKC_MI_0786A	청풍자집	淸風子集	정윤목	鄭允穆	1571	1629	淸州	淸州 鄭
ITKC_MI_0787A	국담집	菊潭集	박수춘	朴壽春	1572	1652	密陽	密陽 朴
ITKC_MI_0788A	잠와유고	潛窩遺稿	이명준	李命俊	1572	1630	全義	全義 李
ITKC_MI_0789A	등암집	藤庵集	배상룡	裵尙龍	1574	1655	星州	星州 裵
ITKC_MI_0790A	추담집	秋潭集	김우급	金友伋	1574	1643	光山	光山 金
ITKC_MI_0791A	동계집	東溪集	권도	權濤	1575	1644	安東	安東 權
ITKC_MI_0792A	만오집	晩悟集	신달도	申達道	1576	1631	鵝洲	鵝洲 申
ITKC_MI_0793A	쌍봉집	雙峯集	정극후	鄭克後	1577	1658	迎日	迎日 鄭
ITKC_MI_0794A	죽로집	竹老集	신활	申活	1576	1643	平山	平山 申
ITKC_MI_0795A	망와집	忘窩集	김영조	金榮祖	1577	1648	豐山	豐山 金
ITKC_MI_0796A	석문집	石門集	정영방	鄭榮邦	1577	1650	東萊	東萊 鄭
ITKC_MI_0797A	월봉집	月峯集	고부천	高傅川	1578	1636	長興	長興 高
ITKC_MI_0798A	죽소집	竹所集	김광욱	金光煜	1580	1656	安東	安東 金
ITKC_MI_0799A	수암집	修巖集	유진	柳袗	1582	1635	豐山	豐山 柳
ITKC_MI_0800A	하음집	河陰集	신즙	申楫	1580	1639	寧海	寧海 申
ITKC_MI_0801A	추산집	秋山集	박홍중	朴弘中	1582	1646	慶州	慶州 朴
ITKC_MI_0802A	금암집	琴巖集	송몽인	宋夢寅	1582	1612	恩津	恩津 宋
ITKC_MI_0803A	현주집	玄洲集	윤신지	尹新之	1582	1657	海平	海平 尹
ITKC_MI_0804A	시암집	時庵集	조상우	趙相禹	1582	1657	楊州	楊州 趙
ITKC_MI_0805A	무민당집	无悶堂集	박인	朴絪	1583	1640	高靈	高靈 朴
ITKC_MI_0806A	백담유집	白潭遺集	조우신	趙又新	1583	1650	漢陽	漢陽 趙
ITKC_MI_0807A	죽유시집	竹牖詩集	구영	具瑩	1584	1663	綾城	綾城 具
ITKC_MI_0808A	수북유고	水北遺稿	김광현	金光炫	1584	1647	安東	安東 金
ITKC_MI_0809A	남간집선	南磵集選	나해봉	羅海鳳	1584	1638	羅州	羅州 羅
ITKC_MI_0810A	청하집	靑霞集	권극중	權克中	1585	1659	安東	安東 權
ITKC_MI_0811A	태천집	苔川集	김지수	金地粹	1585	1639	義城	義城 金
ITKC_MI_0812A	천묵유고	天默遺稿	이상형	李尙馨	1585	1645	全州	全州 李
ITKC_MI_0813A	백석유고	白石遺稿	유즙	柳楫	1585	1651	文化	文化 柳
ITKC_MI_0814A	임곡집	林谷集	임진부	林眞怤	1586	1657	恩津	恩津 林
ITKC_MI_0815A	구곡시고	龜谷詩稿	최기남	崔奇男	1586		川寧	川寧 崔
ITKC_MI_0816A	화포유고	花浦遺稿	홍익한	洪翼漢	1586	1637	南陽	南陽 洪
ITKC_MI_0817A	무주일고	無住逸稿	홍호	洪鎬	1586	1646	缶溪	缶溪 洪
ITKC_MI_0818A	현암유고	玄巖遺稿	최유연	崔有淵	1587	1656	海州	海州 崔
ITKC_MI_0819A	둔헌집	遯軒集	이홍유	李弘有	1588	1671	慶州	慶州 李
ITKC_MI_0820A	묵수당집	嘿守堂集	최유해	崔有海	1588	1641	海州	海州 崔
ITKC_MI_0821A	둔계유편	遯溪遺編	허후	許厚	1588	1661	陽川	陽川 許
ITKC_MI_0822A	조은집	釣隱集	한몽삼	韓夢參	1589	1662	淸州	淸州 韓
ITKC_MI_0823A	나재집	懶齋集	신열도	申悅道	1589	1659	鵝洲	鵝洲 申
ITKC_MI_0824A	우교당유고	于郊堂遺稿	구치용	具致用	1590	1666	綾城	綾城 具
ITKC_MI_0825A	석계집	石溪集	이시명	李時明	1590	1674	載寧	載寧 李
ITKC_MI_0826A	설정시집	雪汀詩集	조문수	曺文秀	1590	1647	昌寧	昌寧 曺
ITKC_MI_0827A	한사집	寒沙集	강대수	姜大遂	1591	1658	晉州	晉州 姜
ITKC_MI_0828A	분서집	汾西集	박미	朴瀰	1592	1645	潘南	潘南 朴
ITKC_MI_0829A	소은유고	素隱遺稿	신천익	愼天翊	1592	1661	居昌	居昌 愼
ITKC_MI_0830A	만사고	晩沙稿	심지원	沈之源	1593	1662	靑松	靑松 沈
ITKC_MI_0831A	청봉집	晴峯集	심동구	沈東龜	1594	1660	靑松	靑松 沈
ITKC_MI_0832A	석병집	石屛集	이회보	李回寶	1594	1669	眞寶	眞寶 李
ITKC_MI_0833A	수은유집	睡隱遺集	이홍조	李弘祚	1595	1660	韓山	韓山 李
ITKC_MI_0834A	소전집	少痊集	김덕승	金德承	1595	1658	金海	金海 金
ITKC_MI_0835A	계서일고	溪西逸稿	성이성	成以性	1595	1664	昌寧	昌寧 成
ITKC_MI_0836A	야곡집	冶谷集	조극선	趙克善	1595	1658	漢陽	漢陽 趙
ITKC_MI_0837A	두곡집	杜谷集	홍우정	洪宇定	1595	1656	南陽	南陽 洪
ITKC_MI_0838A	창주집	滄洲集	심지한	沈之漢	1596	1657	靑松	靑松 沈
ITKC_MI_0839A	야당유고	野塘遺稿	김남중	金南重	1596	1663	慶州	慶州 金
ITKC_MI_0840A	양곡유고	亮谷遺稿	이의길	李義吉	1596	1633	咸平	咸平 李
ITKC_MI_0841A	상곡집	商谷集	강유	姜瑜	1597	1668	晉州	晉州 姜
ITKC_MI_0842A	노암집	魯庵集	김종일	金宗一	1597	1675	慶州	慶州 金
ITKC_MI_0843A	사우당집	四友堂集	송국택	宋國澤	1597	1659	恩津	恩津 宋
ITKC_MI_0844A	표은집	瓢隱集	김시온	金是榲	1598	1669	義城	義城 金
ITKC_MI_0845A	기봉집	騏峯集	이시성	李時省	1598	1668	慶州	慶州 李
ITKC_MI_0846A	졸재집	拙齋集	유원지	柳元之	1598	1674	豐山	豐山 柳
ITKC_MI_0847A	송파집	松坡集	이해창	李海昌	1599	1655	韓山	韓山 李
ITKC_MI_0848A	청천당집	聽天堂集	장응일	張應一	1599	1676	仁同	仁同 張
ITKC_MI_0849A	고송집	孤松集	신홍망	申弘望	1600	1673	鵝洲	鵝洲 申
ITKC_MI_0850A	구포집	鷗浦集	안헌징	安獻徵	1600	1674	廣州	廣州 安
ITKC_MI_0851A	금천집	琴川集	정시수	鄭時修	1601	1647	東萊	東萊 鄭
ITKC_MI_0852A	우천집	愚川集	정칙	鄭侙	1601	1663	淸州	淸州 鄭
ITKC_MI_0853A	당계집	棠溪集	김화준	金華俊	1602	1644	光山	光山 金
ITKC_MI_0854A	백졸암집	百拙庵集	유직	柳㮨	1602	1662	全州	全州 柳
ITKC_MI_0855A	서귀유고	西歸遺藁	이기발	李起浡	1602	1662	韓山	韓山 李
ITKC_MI_0856A	동촌유고	東村遺稿	유대춘	柳帶春	1543	1631	瑞山	瑞山 柳
ITKC_MI_0857A	낙촌집	洛村集	이도장	李道長	1603	1644	廣州	廣州 李
ITKC_MI_0858A	설해유고	雪海遺稿	이만영	李晩榮	1604	1672	全州	全州 李
ITKC_MI_0859A	당촌집	塘村集	황위	黃暐	1605	1654	長水	長水 黃
ITKC_MI_0860A	만주집	晩洲集	정창주	鄭昌胄	1606	1664	草溪	草溪 鄭
ITKC_MI_0861A	무하당유고	無何堂遺稿	홍주원	洪柱元	1606	1672	豐山	豐山 洪
