munjip_id	문집	文集	성명	姓名	birthyear	deathyear	ancestralseat	choronym
ITKC_MI_0287A	수은집	睡隱集	강항	姜沆	1567	1618	晉州	晉州 姜
ITKC_MI_0288A	현곡집	玄谷集	조위한	趙緯韓	1567	1649	漢陽	漢陽 趙
ITKC_MI_0289A	석루유고	石樓遺稿	이경전	李慶全	1567	1644	韓山	韓山 李
ITKC_MI_0290A	제호집	霽湖集	양경우	梁慶遇	1568	1629	南原	南原 梁
ITKC_MI_0291A	경암집	敬菴集	노경임	盧景任	1569	1620	安康	安康 盧
ITKC_MI_0292A	성소부부고	惺所覆瓿藁	허균	許筠	1569	1618	陽川	陽川 許
ITKC_MI_0293A	벽오유고	碧梧遺稿	이시발	李時發	1569	1626	慶州	慶州 李
ITKC_MI_0294A	석주집	石洲集	권필	權韠	1569	1612	安東	安東 權
ITKC_MI_0295A	동계집	桐溪集	정온	鄭蘊	1569	1641	草溪	草溪 鄭
ITKC_MI_0296A	남파상국집	南坡相國集	심열	沈悅	1569	1646	靑松	靑松 沈
ITKC_MI_0297A	만회집	晚悔集	권득기	權得己	1570	1622	安東	安東 權
ITKC_MI_0298A	경정집	敬亭集	이민성	李民宬	1570	1629	永川	永川 李
ITKC_MI_0299A	청음집	淸陰集	김상헌	金尙憲	1570	1652	安東	安東 金
ITKC_MI_0300A	동악집	東岳集	이안눌	李安訥	1571	1637	德水	德水 李
ITKC_MI_0301A	북저집	北渚集	김류	金瑬	1571	1648	順天	順天 金
ITKC_MI_0302A	구원집	九畹集	이춘원	李春元	1571	1634	咸平	咸平 李
ITKC_MI_0303A	현주집	玄洲集	조찬한	趙纘韓	1572	1631	漢陽	漢陽 趙
ITKC_MI_0304A	학곡집	鶴谷集	홍서봉	洪瑞鳳	1572	1645	南陽	南陽 洪
ITKC_MI_0305A	학호집	鶴湖集	김봉조	金奉祖	1572	1630	豐山	豐山 金
ITKC_MI_0306A	잠야집	潛冶集	박지계	朴知誡	1573	1635	咸陽	咸陽 朴
ITKC_MI_0307A	은봉전서	隱峯全書	안방준	安邦俊	1573	1654	竹山	竹山 安
ITKC_MI_0308A	학천집	鶴泉集	성여학	成汝學	1557		昌寧	昌寧 成
ITKC_MI_0309A	자암집	紫巖集	이민환	李民寏	1573	1649	永川	永川 李
ITKC_MI_0310A	해봉집	海峯集	홍명원	洪命元	1573	1623	南陽	南陽 洪
ITKC_MI_0311A	신독재유고	愼獨齋遺稿	김집	金集	1574	1656	光山	光山 金
ITKC_MI_0312A	다산집	茶山集	목대흠	睦大欽	1575	1638	泗川	泗川 睦
ITKC_MI_0313A	죽음집	竹陰集	조희일	趙希逸	1575	1638	林川	林川 趙
ITKC_MI_0314A	만운집	晚雲集	정충신	鄭忠信	1575	1636	光州	光州 鄭
ITKC_MI_0315A	소암집	疎菴集	임숙영	任叔英	1576	1623	豐川	豐川 任
ITKC_MI_0316A	화당집	化堂集	신민일	申敏一	1576	1650	平山	平山 申
ITKC_MI_0317A	청사집	晴沙集	고용후	高用厚	1577	1652	長興	長興 高
ITKC_MI_0318A	계암집	溪巖集	김령	金坽	1577	1641	光山	光山 金
ITKC_MI_0319A	휴옹집	休翁集	심광세	沈光世	1577	1624	靑松	靑松 沈
ITKC_MI_0320A	후천집	朽淺集	황종해	黃宗海	1579	1642	懷德	懷德 黃
ITKC_MI_0321A	포저집	浦渚集	조익	趙翼	1579	1655	豐壤	豐壤 趙
ITKC_MI_0322A	잠곡유고	潛谷遺稿	김육	金堉	1580	1658	淸風	淸風 金
ITKC_MI_0323A	월당집	月塘集	강석기	姜碩期	1580	1643	衿川	衿川 姜
ITKC_MI_0324A	기암집	畸庵集	정홍명	鄭弘溟	1582	1650	延日	延日 鄭
ITKC_MI_0325A	백강집	白江集	이경여	李敬輿	1585	1657	全州	全州 李
ITKC_MI_0326A	택당집	澤堂集	이식	李植	1584	1647	德水	德水 李
ITKC_MI_0327A	간송집	澗松集	조임도	趙任道	1585	1664	咸安	咸安 趙
ITKC_MI_0328A	지천집	遲川集	최명길	崔鳴吉	1586	1647	全州	全州 崔
ITKC_MI_0329A	용주유고	龍洲遺稿	조경	趙絅	1586	1669	漢陽	漢陽 趙
ITKC_MI_0330A	죽남당고	竹南堂稿	오준	吳竣	1587	1666	同福	同福 吳
ITKC_MI_0331A	학사집	鶴沙集	김응조	金應祖	1587	1667	豐山	豐山 金
ITKC_MI_0332A	고산유고	孤山遺稿	윤선도	尹善道	1587	1671	海南	海南 尹
ITKC_MI_0333A	계곡집	谿谷集	장유	張維	1587	1638	德水	德水 張
ITKC_MI_0334A	돈암전서	遯菴全書	선우협	鮮于浹	1588	1653	太原	太原 鮮
ITKC_MI_0335A	낙전당집	樂全堂集	신익성	申翊聖	1588	1644	平山	平山 申
ITKC_MI_0336A	현곡집	玄谷集	정백창	鄭百昌	1588	1635	晉州	晉州 鄭
ITKC_MI_0337A	동주집	東州集	이민구	李敏求	1589	1670	全州	全州 李
ITKC_MI_0338A	행명재시집	涬溟齋詩集	윤순지	尹順之	1591	1666	海平	海平 尹
ITKC_MI_0339A	천파집	天坡集	오숙	吳䎘	1592	1634	海州	海州 吳
ITKC_MI_0340A	동명집	東溟集	김세렴	金世濂	1593	1646	善山	善山 金
ITKC_MI_0341A	백헌집	白軒集	이경석	李景奭	1595	1671	全州	全州 李
ITKC_MI_0342A	겸재집	謙齋集	하홍도	河弘度	1593	1666	晉州	晉州 河
ITKC_MI_0343A	백주집	白洲集	이명한	李明漢	1595	1645	延安	延安 李
ITKC_MI_0344A	기언	記言	허목	許穆	1595	1682	陽川	陽川 許
ITKC_MI_0345A	백원집	百源集	신석번	申碩蕃	1596	1675	平山	平山 申
ITKC_MI_0346A	동토집	童土集	윤순거	尹舜擧	1596	1668	坡平	坡平 尹
ITKC_MI_0347A	송애집	松崖集	김경여	金慶餘	1596	1653	慶州	慶州 金
ITKC_MI_0348A	경와집	敬窩集	김휴	金烋	1597	1638	義城	義城 金
ITKC_MI_0349A	동명집	東溟集	정두경	鄭斗卿	1597	1673	溫陽	溫陽 鄭
ITKC_MI_0350A	가주집	家州集	이상질	李尙質	1597	1635	全州	全州 李
ITKC_MI_0351A	태계집	台溪集	하진	河溍	1597	1658	晉州	晉州 河
ITKC_MI_0352A	현주집	玄洲集	이소한	李昭漢	1598	1645	延安	延安 李
ITKC_MI_0353A	호주집	湖洲集	채유후	蔡裕後	1599	1660	平康	平康 蔡
ITKC_MI_0354A	포옹집	抱翁集	정양	鄭瀁	1600	1668	迎日	迎日 鄭
ITKC_MI_0355A	용서집	龍西集	윤원거	尹元擧	1601	1672	坡平	坡平 尹
ITKC_MI_0356A	학주전집	鶴洲全集	김홍욱	金弘郁	1602	1654	慶州	慶州 金
ITKC_MI_0357A	양파유고	陽坡遺稿	정태화	鄭太和	1602	1673	東萊	東萊 鄭
ITKC_MI_0358A	설봉유고	雪峯遺稿	강백년	姜栢年	1603	1681	晉州	晉州 姜
ITKC_MI_0359A	만랑집	漫浪集	황호	黃㦿	1604	1656	昌原	昌原 黃
ITKC_MI_0360A	백곡집	柏谷集	김득신	金得臣	1604	1684	安東	安東 金
ITKC_MI_0361A	탄옹집	炭翁集	권시	權諰	1604	1672	安東	安東 權
ITKC_MI_0362A	동강유집	東江遺集	신익전	申翊全	1605	1660	平山	平山 申
ITKC_MI_0363A	석호유고	石湖遺稿	윤문거	尹文擧	1606	1672	坡平	坡平 尹
ITKC_MI_0364A	낙정집	樂静集	조석윤	趙錫胤	1606	1655	白川	白川 趙
ITKC_MI_0365A	남파집	南坡集	홍우원	洪宇遠	1605	1687	南陽	南陽 洪
ITKC_MI_0366A	동춘당집	同春堂集	송준길	宋浚吉	1606	1672	恩津	恩津 宋
ITKC_MI_0367A	송자대전	宋子大全	송시열	宋時烈	1607	1689	恩津	恩津 宋
ITKC_MI_0368A	시남집	市南集	유계	兪棨	1607	1664	杞溪	杞溪 兪
ITKC_MI_0369A	초려집	草廬集	이유태	李惟泰	1607	1684	慶州	慶州 李
ITKC_MI_0370A	충열공유고	忠烈公遺稿	오달제	吳達濟	1609	1637	海州	海州 吳
ITKC_MI_0371A	송곡집	松谷集	조복양	趙復陽	1609	1671	豐壤	豐壤 趙
ITKC_MI_0372A	창주유고	滄洲遺稿	김익희	金益熙	1610	1656	光州	光州 金
ITKC_MI_0373A	노서유고	魯西遺稿	윤선거	尹宣擧	1610	1669	坡平	坡平 尹
ITKC_MI_0374A	구당집	久堂集	박장원	朴長遠	1612	1671	高靈	高靈 朴
ITKC_MI_0375A	육곡유고	六谷遺稿	서필원	徐必遠	1613	1671	夫餘	夫餘 徐
ITKC_MI_0376A	규창유고	葵窓遺稿	이건	李健	1614	1662	全州	全州 李
ITKC_MI_0377A	귀계유고	歸溪遺稿	김좌명	金佐明	1616	1671	淸風	淸風 金
ITKC_MI_0378A	야당유고	野堂遺稿	유혁연	柳赫然	1616	1680	晉州	晉州 柳
ITKC_MI_0379A	동리집	東里集	이은상	李殷相	1617	1678	延安	延安 李
ITKC_MI_0380A	백호집	白湖集	윤휴	尹鑴	1617	1680	南原	南原 尹
ITKC_MI_0381A	존재집	存齋集	이휘일	李徽逸	1619	1672	載寧	載寧 李
ITKC_MI_0382A	타우유고	打愚遺稿	이상	李翔	1620	1690	牛峯	牛峯 李
ITKC_MI_0383A	목재집	木齋集	홍여하	洪汝河	1620	1674	缶溪	缶溪 洪
ITKC_MI_0384A	청계집	淸溪集	홍위	洪葳	1620	1660	南陽	南陽 洪
ITKC_MI_0385A	곡운집	谷雲集	김수증	金壽增	1624	1701	安東	安東 金
ITKC_MI_0386A	외재집	畏齋集	이단하	李端夏	1625	1689	德水	德水 李
ITKC_MI_0387A	고산집	孤山集	이유장	李惟樟	1625	1701	禮安	禮安 李
ITKC_MI_0388A	우담집	愚潭集	정시한	丁時翰	1625	1707	羅州	羅州 丁
ITKC_MI_0389A	퇴우당집	退憂堂集	김수흥	金壽興	1626	1690	安東	安東 金
ITKC_MI_0390A	월주집	月洲集	소두산	蘇斗山	1627	1693	晉州	晉州 蘇
ITKC_MI_0391A	갈암집	葛庵集	이현일	李玄逸	1627	1704	載寧	載寧 李
ITKC_MI_0392A	노봉집	老峯集	민정중	閔鼎重	1628	1692	驪興	驪興 閔
ITKC_MI_0393A	분애유고	汾厓遺稿	신정	申晸	1628	1687	平山	平山 申
ITKC_MI_0394A	정관재집	靜觀齋集	이단상	李端相	1628	1669	延安	延安 李
ITKC_MI_0395A	호곡집	壺谷集	남용익	南龍翼	1628	1692	宜寧	宜寧 南
ITKC_MI_0396A	약천집	藥泉集	남구만	南九萬	1629	1711	宜寧	宜寧 南
ITKC_MI_0397A	문곡집	文谷集	김수항	金壽恒	1629	1689	安東	安東 金
ITKC_MI_0398A	서계집	西溪集	박세당	朴世堂	1629	1703	潘南	潘南 朴
ITKC_MI_0399A	우헌집	寓軒集	박상현	朴尙玄	1629	1693	順天	順天 朴
ITKC_MI_0400A	명재유고	明齋遺稿	윤증	尹拯	1629	1714	坡平	坡平 尹
ITKC_MI_0401A	문정공유고	文貞公遺稿	민유중	閔維重	1630	1687	驪興	驪興 閔
ITKC_MI_0402A	제월당집	霽月堂集	송규렴	宋奎濂	1630	1709	恩津	恩津 宋
ITKC_MI_0403A	항재집	恒齋集	이숭일	李嵩逸	1631	1698	載寧	載寧 李
ITKC_MI_0404A	남계집	南溪集	박세채	朴世采	1631	1695	潘南	潘南 朴
ITKC_MI_0405A	수촌집	水村集	오시수	吳始壽	1632	1681	同福	同福 吳
ITKC_MI_0406A	농은유고	農隱遺稿	윤추	尹推	1632	1707	坡平	坡平 尹
ITKC_MI_0407A	지호집	芝湖集	이선	李選	1631	1692	全州	全州 李
ITKC_MI_0408A	서하집	西河集	이민서	李敏敍	1633	1688	全州	全州 李
ITKC_MI_0409A	서석집	瑞石集	김만기	金萬基	1633	1687	光山	光山 金
ITKC_MI_0410A	식암유고	息庵遺稿	김석주	金錫胄	1634	1684	淸風	淸風 金
ITKC_MI_0411A	성재유고	醒齋遺稿	신익상	申翼相	1634	1697	高靈	高靈 申
ITKC_MI_0412A	우사집	雩沙集	이세백	李世白	1635	1703	龍仁	龍仁 李
ITKC_MI_0413A	우헌집	寓軒集	유세명	柳世鳴	1636	1690	豐山	豐山 柳
ITKC_MI_0414A	졸수재집	拙修齋集	조성기	趙聖期	1638	1689	林川	林川 趙
ITKC_MI_0415A	우재집	迂齋集	조지겸	趙持謙	1639	1685	豐壤	豐壤 趙
ITKC_MI_0416A	서포집	西浦集	김만중	金萬重	1637	1692	光山	光山 金
ITKC_MI_0417A	염헌집	恬軒集	임상원	任相元	1638	1697	豐川	豐川 任
ITKC_MI_0418A	수촌집	水村集	임방	任埅	1640	1724	豐川	豐川 任
ITKC_MI_0419A	직재집	直齋集	이기홍	李箕洪	1641	1708	全州	全州 李
ITKC_MI_0420A	한수재집	寒水齋集	권상하	權尙夏	1641	1721	安東	安東 權
ITKC_MI_0421A	학암집	鶴庵集	최신	崔愼	1642	1708	會寧	會寧 崔
ITKC_MI_0422A	하당집	荷塘集	권두인	權斗寅	1643	1719	安東	安東 權
ITKC_MI_0423A	서파집	西坡集	오도일	吳道一	1645	1703	海州	海州 吳
ITKC_MI_0424A	수곡집	睡谷集	이여	李畬	1645	1718	德水	德水 李
ITKC_MI_0425A	명곡집	明谷集	최석정	崔錫鼎	1646	1715	全州	全州 崔
ITKC_MI_0426A	후재집	厚齋集	김간	金榦	1646	1732	淸風	淸風 金
ITKC_MI_0427A	유재집	游齋集	이현석	李玄錫	1647	1703	全州	全州 李
ITKC_MI_0428A	장암집	丈巖集	정호	鄭澔	1648	1736	延日	延日 鄭
ITKC_MI_0429A	몽와집	夢窩集	김창집	金昌集	1648	1722	安東	安東 金
ITKC_MI_0430A	일암집	一庵集	신몽삼	辛夢參	1648	1711	靈山	靈山 辛
ITKC_MI_0431A	갑봉유고	甲峰遺稿	김우항	金宇杭	1649	1723	金海	金海 金
ITKC_MI_0432A	창계집	滄溪集	임영	林泳	1649	1696	羅州	羅州 林
ITKC_MI_0433A	하곡집	霞谷集	정제두	鄭齊斗	1649	1736	延日	延日 鄭
ITKC_MI_0434A	간재집	艮齋集	최규서	崔奎瑞	1650	1735	海州	海州 崔
ITKC_MI_0435A	농암집	農巖集	김창협	金昌協	1651	1708	安東	安東 金
ITKC_MI_0436A	만정당집	晚靜堂集	서종태	徐宗泰	1652	1719	達城	達城 徐
ITKC_MI_0437A	약헌집	約軒集	송징은	宋徵殷	1652	1720	礪山	礪山 宋
ITKC_MI_0438A	병와집	甁窩集	이형상	李衡祥	1653	1733	全州	全州 李
ITKC_MI_0439A	삼연집	三淵集	김창흡	金昌翕	1653	1722	安東	安東 金
ITKC_MI_0440A	유하집	柳下集	홍세태	洪世泰	1653	1725	南陽	南陽 洪
ITKC_MI_0441A	정재집	定齋集	박태보	朴泰輔	1654	1689	潘南	潘南 朴
ITKC_MI_0442A	경연당집	景淵堂集	이현조	李玄祚	1654	1710	全州	全州 李
ITKC_MI_0443A	창설재집	蒼雪齋集	권두경	權斗經	1654	1725	安東	安東 權
ITKC_MI_0444A	손와유고	損窩遺稿	최석항	崔錫恒	1654	1724	全州	全州 崔
ITKC_MI_0445A	지촌집	芝村集	이희조	李喜朝	1655	1724	延安	延安 李
ITKC_MI_0446A	손재집	遜齋集	박광일	朴光一	1655	1723	順天	順天 朴
ITKC_MI_0447A	옥오재집	玉吾齋集	송상기	宋相琦	1657	1723	恩津	恩津 宋
ITKC_MI_0448A	회와시고	晦窩詩稿	이인엽	李寅燁	1656	1710	慶州	慶州 李
ITKC_MI_0449A	소재집	疎齋集	이이명	李頤命	1658	1722	全州	全州 李
ITKC_MI_0450A	밀암집	密菴集	이재	李栽	1657	1730	載寧	載寧 李
ITKC_MI_0451A	죽천집	竹泉集	김진규	金鎭圭	1658	1716	光山	光山 金
ITKC_MI_0452A	노가재집	老稼齋集	김창업	金昌業	1658	1721	安東	安東 金
ITKC_MI_0453A	옥천집	玉川集	조덕린	趙德鄰	1658	1737	漢陽	漢陽 趙
ITKC_MI_0454A	명암집	鳴巖集	이해조	李海朝	1660	1711	延安	延安 李
ITKC_MI_0455A	이우당집	二憂堂集	조태채	趙泰采	1660	1722	楊州	楊州 趙
ITKC_MI_0456A	수곡집	壽谷集	김주신	金柱臣	1661	1721	慶州	慶州 金
ITKC_MI_0457A	포음집	圃陰集	김창즙	金昌緝	1662	1713	安東	安東 金
ITKC_MI_0458A	병산집	屛山集	이관명	李觀命	1661	1733	全州	全州 李
ITKC_MI_0459A	한포재집	寒圃齋集	이건명	李健命	1663	1722	全州	全州 李
ITKC_MI_0460A	식산집	息山集	이만부	李萬敷	1664	1732	延安	延安 李
ITKC_MI_0461A	송암집	松巖集	이재형	李載亨	1665	1741	全州	全州 李
ITKC_MI_0462A	덕촌집	德村集	양득중	梁得中	1665	1742	濟州	濟州 梁
ITKC_MI_0463A	돈와유고	遯窩遺稿	임수간	任守幹	1665	1721	豐川	豐川 任
ITKC_MI_0464A	도곡집	陶谷集	이의현	李宜顯	1669	1745	龍仁	龍仁 李
ITKC_MI_0465A	희암집	希菴集	채팽윤	蔡彭胤	1669	1731	平康	平康 蔡
ITKC_MI_0466A	곤륜집	昆侖集	최창대	崔昌大	1669	1720	全州	全州 崔
ITKC_MI_0467A	기원집	杞園集	어유봉	魚有鳳	1672	1744	咸從	咸從 魚
ITKC_MI_0468A	북헌집	北軒集	김춘택	金春澤	1670	1717	光山	光山 金
ITKC_MI_0469A	극재집	克齋集	신익황	申益愰	1672	1722	平山	平山 申
ITKC_MI_0470A	도운유집	陶雲遺集	이진망	李眞望	1672	1737	全州	全州 李
ITKC_MI_0471A	서당사재	西堂私載	이덕수	李德壽	1673	1744	全義	全義 李
ITKC_MI_0472A	내재집	耐齋集	홍태유	洪泰猷	1672	1715	南陽	南陽 洪
ITKC_MI_0473A	눌은집	訥隱集	이광정	李光庭	1674	1756	原州	原州 李
ITKC_MI_0474A	병곡집	屛谷集	권구	權榘	1672	1749	安東	安東 權
ITKC_MI_0475A	경암유고	敬庵遺稿	윤동수	尹東洙	1674	1739	坡平	坡平 尹
ITKC_MI_0476A	겸재집	謙齋集	조태억	趙泰億	1675	1728	楊州	楊州 趙
ITKC_MI_0477A	외암유고	巍巖遺稿	이간	李柬	1677	1727	禮安	禮安 李
ITKC_MI_0478A	관봉유고	冠峯遺稿	현상벽	玄尙璧	1673	1731	延州	延州 玄
ITKC_MI_0479A	두타초	頭陀草	이하곤	李夏坤	1677	1724	慶州	慶州 李
ITKC_MI_0480A	백일헌유집	白日軒遺集	이삼	李森	1677	1735	咸平	咸平 李
ITKC_MI_0481A	백하집	白下集	윤순	尹淳	1680	1741	海平	海平 尹
ITKC_MI_0482A	학암집	鶴巖集	조문명	趙文命	1680	1732	豐壤	豐壤 趙
ITKC_MI_0483A	치헌집	癡軒集	김덕오	金德五	1680	1748	遂安	遂安 金
ITKC_MI_0484A	포암집	圃巖集	윤봉조	尹鳳朝	1680	1761	坡平	坡平 尹
ITKC_MI_0485A	도암집	陶菴集	이재	李縡	1680	1746	牛峯	牛峯 李
ITKC_MI_0486A	여호집	黎湖集	박필주	朴弼周	1680	1748	潘南	潘南 朴
ITKC_MI_0487A	서암집	恕菴集	신정하	申靖夏	1681	1716	平山	平山 申
ITKC_MI_0488A	완암집	浣巖集	정내교	鄭來僑	1681	1759	昌寧	昌寧 鄭
ITKC_MI_0489A	성호전집	星湖全集	이익	李瀷	1681	1763	驪州	驪州 李
ITKC_MI_0490A	청천집	靑泉集	신유한	申維翰	1681	1752	寧海	寧海 申
ITKC_MI_0491A	남당집	南塘集	한원진	韓元震	1682	1751	淸州	淸州 韓
ITKC_MI_0492A	관복암시고	觀復菴詩稿	김숭겸	金崇謙	1682	1700	安東	安東 金
ITKC_MI_0493A	숭악집	崧岳集	임창택	林昌澤	1682	1723	谷城	谷城 林
ITKC_MI_0494A	병계집	屛溪集	윤봉구	尹鳳九	1683	1767	坡平	坡平 尹
ITKC_MI_0495A	봉암집	鳳巖集	채지홍	蔡之洪	1683	1741	仁川	仁川 蔡
ITKC_MI_0496A	노촌집	老村集	임상덕	林象德	1683	1719	羅州	羅州 林
ITKC_MI_0497A	제산집	霽山集	김성탁	金聖鐸	1684	1747	義城	義城 金
ITKC_MI_0498A	저촌유고	樗村遺稿	심육	沈錥	1685	1753	靑松	靑松 沈
ITKC_MI_0499A	일암유고	一庵遺稿	윤동원	尹東源	1685	1741	坡平	坡平 尹
ITKC_MI_0500A	화곡집	華谷集	황택후	黃宅厚	1687	1737	昌原	昌原 黃
ITKC_MI_0501A	강좌집	江左集	권만	權萬	1688	1749	安東	安東 權
ITKC_MI_0502A	몽예집	夢囈集	남극관	南克寬	1689	1714	宜寧	宜寧 南
ITKC_MI_0503A	관양집	冠陽集	이광덕	李匡德	1690	1748	全州	全州 李
ITKC_MI_0504A	입재유고	立齋遺稿	강재항	姜再恒	1689	1756	晉州	晉州 姜
ITKC_MI_0505A	약산만고	藥山漫稿	오광운	吳光運	1689	1745	同福	同福 吳
ITKC_MI_0506A	회헌집	悔軒集	조관빈	趙觀彬	1691	1757	楊州	楊州 趙
ITKC_MI_0507A	귀록집	歸鹿集	조현명	趙顯命	1691	1752	豐壤	豐壤 趙
ITKC_MI_0508A	지수재집	知守齋集	유척기	兪拓基	1691	1767	杞溪	杞溪 兪
ITKC_MI_0509A	오천집	梧川集	이종성	李宗城	1692	1759	慶州	慶州 李
ITKC_MI_0510A	동계집	東谿集	조귀명	趙龜命	1693	1737	豐壤	豐壤 趙
ITKC_MI_0511A	정암집	貞菴集	민우수	閔遇洙	1694	1756	驪興	驪興 閔
ITKC_MI_0512A	직암집	直菴集	신경	申暻	1696	1766	平山	平山 申
ITKC_MI_0513A	뇌연집	雷淵集	남유용	南有容	1698	1773	宜寧	宜寧 南
ITKC_MI_0514A	진암집	晉菴集	이천보	李天輔	1698	1761	延安	延安 李
ITKC_MI_0515A	월곡집	月谷集	오원	吳瑗	1700	1740	海州	海州 吳
ITKC_MI_0516A	춘주유고	春洲遺稿	김도수	金道洙	1699	1733	淸風	淸風 金
ITKC_MI_0517A	계구암집	戒懼菴集	윤형로	尹衡老	1702	1782	坡平	坡平 尹
ITKC_MI_0518A	삼산집	三山集	유정원	柳正源	1702	1761	全州	全州 柳
ITKC_MI_0519A	미호집	渼湖集	김원행	金元行	1702	1772	安東	安東 金
ITKC_MI_0520A	손재집	損齋集	조재호	趙載浩	1702	1762	豐壤	豐壤 趙
ITKC_MI_0521A	역천집	櫟泉集	송명흠	宋明欽	1705	1768	恩津	恩津 宋
ITKC_MI_0522A	원교집	圓嶠集	이광사	李匡師	1705	1777	全州	全州 李
ITKC_MI_0523A	백불암집	百弗菴集	최흥원	崔興遠	1705	1786	慶州	慶州 崔
ITKC_MI_0524A	구사당집	九思堂集	김낙행	金樂行	1708	1766	義城	義城 金
ITKC_MI_0525A	탄만집	𢾡𢿜集	이용휴	李用休	1708	1782	驪州	驪州 李
ITKC_MI_0526A	소곡유고	素谷遺稿	윤광소	尹光紹	1708	1786	坡平	坡平 尹
ITKC_MI_0527A	강한집	江漢集	황경원	黃景源	1709	1787	長水	長水 黃
ITKC_MI_0528A	운평집	雲坪集	송능상	宋能相	1710	1758	恩津	恩津 宋
ITKC_MI_0529A	한정당집	閒靜堂集	송문흠	宋文欽	1710	1752	恩津	恩津 宋
ITKC_MI_0530A	능호집	凌壺集	이인상	李麟祥	1710	1760	全州	全州 李
ITKC_MI_0531A	대산집	大山集	이상정	李象靖	1711	1781	韓山	韓山 李
ITKC_MI_0532A	녹문집	鹿門集	임성주	任聖周	1711	1788	豐川	豐川 任
ITKC_MI_0533A	과암집	果菴集	송덕상	宋德相	1710	1783	恩津	恩津 宋
ITKC_MI_0534A	순암집	順菴集	안정복	安鼎福	1712	1791	廣州	廣州 安
ITKC_MI_0535A	재간집	在澗集	임희성	任希聖	1712	1783	豐川	豐川 任
ITKC_MI_0536A	여암유고	旅菴遺稿	신경준	申景濬	1712	1781	高靈	高靈 申
ITKC_MI_0537A	석북집	石北集	신광수	申光洙	1712	1775	高靈	高靈 申
ITKC_MI_0538A	소산집	小山集	이광정	李光靖	1714	1789	韓山	韓山 李
ITKC_MI_0539A	풍서집	豐墅集	이민보	李敏輔	1717	1799	延安	延安 李
ITKC_MI_0540A	보만재집	保晚齋集	서명응	徐命膺	1716	1787	達城	達城 徐
ITKC_MI_0541A	삽교집	霅橋集	안석경	安錫儆	1718	1774	順興	順興 安
ITKC_MI_0542A	간옹집	艮翁集	이헌경	李獻慶	1719	1791	全州	全州 李
ITKC_MI_0543A	번암집	樊巖集	채제공	蔡濟恭	1720	1799	平康	平康 蔡
ITKC_MI_0544A	쌍계유고	雙溪遺稿	이복원	李福源	1719	1792	延安	延安 李
ITKC_MI_0545A	이참봉집	李參奉集	이광려	李匡呂	1720	1783	全州	全州 李
ITKC_MI_0546A	본암집	本庵集	김종후	金鍾厚	1721	1780	淸風	淸風 金
ITKC_MI_0547A	노애집	蘆厓集	유도원	柳道源	1721	1791	全州	全州 柳
ITKC_MI_0548A	삼산재집	三山齋集	김이안	金履安	1722	1791	安東	安東 金
ITKC_MI_0549A	해좌집	海左集	정범조	丁範祖	1723	1801	羅州	羅州 丁
ITKC_MI_0550A	죽하집	竹下集	김익	金熤	1723	1790	延安	延安 金
ITKC_MI_0551A	이계집	耳溪集	홍양호	洪良浩	1724	1802	豐山	豐山 洪
ITKC_MI_0552A	순암집	醇庵集	오재순	吳載純	1727	1792	海州	海州 吳
ITKC_MI_0553A	존재집	存齋集	위백규	魏伯珪	1727	1798	長興	長興 魏
ITKC_MI_0554A	성담집	性潭集	송환기	宋煥箕	1728	1807	恩津	恩津 宋
ITKC_MI_0555A	하서집	荷棲集	조경	趙璥	1727	1787	豐壤	豐壤 趙
ITKC_MI_0556A	몽오집	夢梧集	김종수	金鍾秀	1728	1799	淸風	淸風 金
ITKC_MI_0557A	이재유고	頤齋遺藁	황윤석	黃胤錫	1729	1791	平海	平海 黃
ITKC_MI_0558A	연석	燕石	유언호	兪彥鎬	1730	1796	杞溪	杞溪 兪
ITKC_MI_0559A	수산집	修山集	이종휘	李種徽	1731	1797	全州	全州 李
ITKC_MI_0560A	담헌서	湛軒書	홍대용	洪大容	1731	1783	南陽	南陽 洪
ITKC_MI_0561A	청성집	靑城集	성대중	成大中	1732	1809	昌寧	昌寧 成
ITKC_MI_0562A	자저	自著	유한준	兪漢雋	1732	1811	杞溪	杞溪 兪
ITKC_MI_0563A	근재집	近齋集	박윤원	朴胤源	1734	1799	潘南	潘南 朴
ITKC_MI_0564A	능허관만고	凌虛關漫稿	장헌세자	莊憲世子	1735	1762	全州	全州 莊
ITKC_MI_0565A	완구유집	宛丘遺集	신대우	申大羽	1735	1809	平山	平山 申
ITKC_MI_0566A	묵헌집	默軒集	이만운	李萬運	1736	1820	廣州	廣州 李
ITKC_MI_0567A	만각재집	晚覺齋集	이동급	李東汲	1738	1811	廣州	廣州 李
ITKC_MI_0568A	연암집	燕巖集	박지원	朴趾源	1737	1805	潘南	潘南 朴
ITKC_MI_0569A	신재집	信齋集	이영익	李令翊	1738	1780	全州	全州 李
ITKC_MI_0570A	송목관신여고	松穆館燼餘稿	이언진	李彥瑱	1740	1766	江陽	江陽 李
ITKC_MI_0571A	입재집	立齋集	정종로	鄭宗魯	1738	1816	晉州	晉州 鄭
ITKC_MI_0572A	금석집	錦石集	박준원	朴準源	1739	1807	潘南	潘南 朴
ITKC_MI_0573A	과재유고	過齋遺稿	김정묵	金正默	1739	1799	光山	光山 金
ITKC_MI_0574A	금대시문초	錦帶詩文鈔	이가환	李家煥	1742	1801	驪州	驪州 李
