ljo_kin_id	assoc_exam_type	성명	name	surname	ancestral_seat	choronym	assoc_exam_year	ljo_2017_id	length
PMu_1584_000809_A1	MU	김충갑	金忠甲	金	安東[舊]	安東[舊] 金	1584	PMn_1546_003180	7
PMu_1584_000809_G1	MU	김시회	金時晦	金	安東[舊]	安東[舊] 金	1584	PMn_1567_003676	7
PMu_1584_000809_G2	MU	김시람	金時灠	金	安東[舊]	安東[舊] 金	1584		7
PMu_1584_000810_A1	MU	정승복	鄭承復	鄭	慶州	慶州 鄭	1584		4
PMu_1584_000810_G1	MU	정사익	鄭思翊	鄭	慶州	慶州 鄭	1584		4
PMu_1584_000811_A1	MU	최경성	崔景星	崔	耽津	耽津 崔	1584		4
PMu_1584_000812_A1	MU	이대	李岱	李	仁川	仁川 李	1584		4
PMu_1584_000812_G1	MU	이여혼	李汝渾	李	仁川	仁川 李	1584		4
PMu_1584_000813_A1	MU	이헌침	李獻忱	李	慶州	慶州 李	1584		4
PMu_1584_000814_A1	MU	이태형	李泰亨	李	固城	固城 李	1584		4
PMu_1584_000815_A1	MU	정사림	鄭士霖	鄭	羅州	羅州 鄭	1584		4
PMu_1584_000815_G1	MU	정인국	鄭仁國	鄭	羅州	羅州 鄭	1584		4
PMu_1584_000815_G2	MU	정신국	鄭信國	鄭	羅州	羅州 鄭	1584		4
PMu_1584_000816_A1	MU	이지번	李智蕃	李	延安	延安 李	1584		4
PMu_1584_000817_A1	MU	오세창	吳世昌	吳	海州	海州 吳	1584		4
PMu_1584_000818_A1	MU	고사렴	高士廉	高	濟州	濟州 高	1584		4
PMu_1584_000819_A1	MU	고서운	高瑞雲	高	濟州	濟州 高	1584		4
PMu_1584_000819_G1	MU	고정민	高定民	高	濟州	濟州 高	1584		4
PMu_1584_000820_A1	MU	이희분	李希芬	李	全州	全州 李	1584		4
PMu_1584_000820_G1	MU	이완	李琬	李	全州	全州 李	1584		4
PMu_1584_000821_A1	MU	양우경	梁禹卿	梁	南原	南原 梁	1584		4
PMu_1584_000822_A1	MU	이호약	李好約	李	廣州	廣州 李	1584		4
PMu_1584_000823_A1	MU	박응임	朴應任	朴	密陽	密陽 朴	1584		4
PMu_1584_000824_A1	MU	김욱	金昱	金	安山	安山 金	1584		4
PMu_1584_000825_A1	MU	기의	奇薿	奇	幸州	幸州 奇	1584		4
PMu_1584_000825_G1	MU	기성헌	奇誠獻	奇	幸州	幸州 奇	1584		4
PMu_1584_000826_A1	MU	조광국	趙廣國	趙	漢陽	漢陽 趙	1584		4
PMu_1584_000826_G1	MU	조례	趙澧	趙	漢陽	漢陽 趙	1584		4
PMu_1584_000826_G2	MU	조급	趙汲	趙	漢陽	漢陽 趙	1584		4
PMu_1584_000827_A1	MU	송흥록	宋興祿	宋	礪山	礪山 宋	1584		4
PMu_1584_000827_G1	MU	송질	宋質	宋	礪山	礪山 宋	1584		4
PMu_1584_000828_A1	MU	김이추	金以秋	金	山陽	山陽 金	1584		4
PMu_1584_000829_A1	MU	왕훈	王勳	王	開城	開城 王	1584		4
PMu_1584_000829_G1	MU	왕유경	王有慶	王	開城	開城 王	1584		4
PMu_1584_000829_G2	MU	왕인경	王仁慶	王	開城	開城 王	1584		4
PMu_1584_000830_A1	MU	현옥형	玄玉衡	玄	昌原	昌原 玄	1584		4
PMu_1584_000830_G1	MU	현응숙	玄應淑	玄	昌原	昌原 玄	1584		4
PMu_1584_000830_G2	MU	현응국	玄應國	玄	昌原	昌原 玄	1584		4
PMu_1584_000831_A1	MU	박무	朴譕	朴	順天	順天 朴	1584		4
PMu_1584_000832_A1	MU	도수성	都守誠	都	星州	星州 都	1584		4
PMu_1584_000832_G1	MU	도신국	都藎國	都	星州	星州 都	1584	PMu_1584_000937	4
PMu_1584_000833_A1	MU	강집	康諿	康	信川	信川 康	1584		4
PMu_1584_000834_A1	MU	송숙	宋淑	宋	晉州	晉州 宋	1584		4
PMu_1584_000835_A1	MU	우응태	禹應台	禹	丹陽	丹陽 禹	1584		4
PMu_1584_000836_A1	MU	김경붕	金景鵬	金	延安	延安 金	1584		4
PMu_1584_000837_A1	MU	신복수	申福壽	申	高興	高興 申	1584		4
PMu_1584_000838_A1	MU	곽희선	郭希善	郭	海美	海美 郭	1584		4
PMu_1584_000839_A1	MU	김한봉	金漢奉	金	咸昌	咸昌 金	1584		4
PMu_1584_000840_A1	MU	김억명	金億命	金	靈光	靈光 金	1584		4
PMu_1584_000841_A1	MU	양진	梁璡	梁	濟州	濟州 梁	1584		4
PMu_1584_000841_G1	MU	양응택	梁應澤	梁	濟州	濟州 梁	1584		4
PMu_1584_000842_A1	MU	김창	金昶	金	梁山	梁山 金	1584		4
PMu_1584_000842_G1	MU	김응봉	金應鳳	金	梁山	梁山 金	1584		4
PMu_1584_000842_G2	MU	김응구	金應龜	金	梁山	梁山 金	1584		4
PMu_1584_000843_A1	MU	한원	韓源	韓	平山	平山 韓	1584		4
PMu_1584_000843_G1	MU	한종유	韓宗兪	韓	平山	平山 韓	1584		4
PMu_1584_000843_G2	MU	한종두	韓宗斗	韓	平山	平山 韓	1584		4
PMu_1584_000843_G3	MU	한종선	韓宗善	韓	平山	平山 韓	1584		4
PMu_1584_000844_A1	MU	박두	朴﨣	朴	咸陽	咸陽 朴	1584		4
PMu_1584_000845_A1	MU	정붕	鄭鵬	鄭	盈德	盈德 鄭	1584		4
PMu_1584_000845_G1	MU	정경국	鄭慶國	鄭	盈德	盈德 鄭	1584		4
PMu_1584_000846_A1	MU	이선필	李仙筆	李	驪州	驪州 李	1584		4
PMu_1584_000846_G1	MU	이건	李鍵	李	驪州	驪州 李	1584		4
PMu_1584_000847_A1	MU	박명상	朴命祥	朴	密陽	密陽 朴	1584		4
PMu_1584_000847_G1	MU	박식	朴植	朴	密陽	密陽 朴	1584		4
PMu_1584_000848_A1	MU	이원약	李元約	李	全州	全州 李	1584		4
PMu_1584_000849_A1	MU	박언선	朴彦琁	朴	寧海	寧海 朴	1584		4
PMu_1584_000849_G1	MU	박령	朴岺	朴	寧海	寧海 朴	1584		4
PMu_1584_000850_A1	MU	임호	林虎	林	恩津	恩津 林	1584		4
PMu_1584_000851_A1	MU	최원	崔源	崔	耽津	耽津 崔	1584		4
PMu_1584_000852_A1	MU	김광준	金光俊	金	道康	道康 金	1584		4
PMu_1584_000852_G1	MU	김건	金健	金	道康	道康 金	1584		4
PMu_1584_000853_A1	MU	김희고	金希古	金	廣州	廣州 金	1584		4
PMu_1584_000854_A1	MU	박린	朴麟	朴	密陽	密陽 朴	1584		4
PMu_1584_000854_G1	MU	박응신	朴應新	朴	密陽	密陽 朴	1584		4
PMu_1584_000855_A1	MU	송순의	宋純義	宋	南陽	南陽 宋	1584		4
PMu_1584_000856_A1	MU	고우	高瑀	高	濟州	濟州 高	1584		4
PMu_1584_000857_A1	MU	민순	閔筍	閔	驪興	驪興 閔	1584		4
PMu_1584_000857_G1	MU	민홍도	閔弘道	閔	驪興	驪興 閔	1584		4
PMu_1584_000857_G2	MU	민안도	閔安道	閔	驪興	驪興 閔	1584		4
PMu_1584_000857_G3	MU	민수도	閔守道	閔	驪興	驪興 閔	1584		4
PMu_1584_000858_A1	MU	조희렴	趙希廉	趙	平壤	平壤 趙	1584		4
PMu_1584_000858_G1	MU	조상	趙翔	趙	平壤	平壤 趙	1584		4
PMu_1584_000858_G2	MU	조령	趙翎	趙	平壤	平壤 趙	1584		4
PMu_1584_000859_A1	MU	노대현	盧大賢	盧	交河	交河 盧	1584		4
PMu_1584_000860_A1	MU	나진손	羅晉孫	羅	羅州	羅州 羅	1584		4
PMu_1584_000860_G1	MU	나영호	羅英豪	羅	羅州	羅州 羅	1584		4
PMu_1584_000860_G2	MU	나영무	羅英武	羅	羅州	羅州 羅	1584		4
PMu_1584_000860_G3	MU	나영의	羅英義	羅	羅州	羅州 羅	1584		4
PMu_1584_000861_A1	MU	유경신	柳敬信	柳	文化	文化 柳	1584		4
PMu_1584_000862_A1	MU	기대복	奇大復	奇	幸州	幸州 奇	1584		4
PMu_1584_000862_G1	MU	기의	奇薿	奇	幸州	幸州 奇	1584		4
PMu_1584_000862_G2	MU	기령	奇苓	奇	幸州	幸州 奇	1584		4
PMu_1584_000863_A1	MU	박희번	朴希蕃	朴	新昌	新昌 朴	1584		4
PMu_1584_000864_A1	MU	송림	宋琳	宋	礪山	礪山 宋	1584		4
PMu_1584_000864_G1	MU	송천주	宋天柱	宋	礪山	礪山 宋	1584		4
PMu_1584_000864_G2	MU	송승곽	宋承郭	宋	礪山	礪山 宋	1584		4
PMu_1584_000864_G3	MU	송천량	宋天樑	宋	礪山	礪山 宋	1584		4
PMu_1584_000865_A1	MU	임효순	林孝舜	林	鎭川	鎭川 林	1584		4
PMu_1584_000865_G1	MU	임회	林檜	林	鎭川	鎭川 林	1584		4
PMu_1584_000865_G2	MU	임백	林栢	林	鎭川	鎭川 林	1584		4
PMu_1584_000865_G3	MU	임억	林檍	林	鎭川	鎭川 林	1584		4
PMu_1584_000866_A1	MU	신명달	申明達	申	高靈	高靈 申	1584		4
PMu_1584_000866_G1	MU	신광해	申光海	申	高靈	高靈 申	1584		4
PMu_1584_000867_A1	MU	이안인	李安仁	李	仁川	仁川 李	1584		4
PMu_1584_000868_A1	MU	변극치	邊克治	邊	原州	原州 邊	1584		4
PMu_1584_000869_A1	MU	박홍권	朴弘權	朴	蔚山	蔚山 朴	1584		4
PMu_1584_000870_A1	MU	김대유	金大有	金	廣州	廣州 金	1584		4
PMu_1584_000871_A1	MU	우순필	禹舜弼	禹	丹陽	丹陽 禹	1584		4
PMu_1584_000872_A1	MU	손련	孫璉	孫	密陽	密陽 孫	1584		4
PMu_1584_000873_A1	MU	채언걸	蔡彦傑	蔡	固城	固城 蔡	1584		4
PMu_1584_000874_A1	MU	황삼락	黃三樂	黃	懷德	懷德 黃	1584		4
PMu_1584_000875_A1	MU	최응운	崔應雲	崔	黃州	黃州 崔	1584		4
PMu_1584_000876_A1	MU	변담	邊淡	邊	原州	原州 邊	1584		4
PMu_1584_000876_G1	MU	변계종	邊繼宗	邊	原州	原州 邊	1584		4
PMu_1584_000877_A1	MU	소전	蘇銓	蘇	晉州	晉州 蘇	1584		4
PMu_1584_000878_A1	MU	송지의	宋之義	宋	礪山	礪山 宋	1584		4
PMu_1584_000879_A1	MU	허완	許完	許	陽川	陽川 許	1584		4
PMu_1584_000880_A1	MU	조암	趙巖	趙	忠州	忠州 趙	1584		4
PMu_1584_000881_A1	MU	이의문	李義文	李	廣州	廣州 李	1584		4
PMu_1584_000881_G1	MU	이안종	李安宗	李	廣州	廣州 李	1584		4
PMu_1584_000881_G2	MU	이만종	李萬宗	李	廣州	廣州 李	1584		4
PMu_1584_000881_G3	MU	이은종	李殷宗	李	廣州	廣州 李	1584		4
PMu_1584_000882_A1	MU	채택	蔡澤	蔡	平康	平康 蔡	1584		4
PMu_1584_000883_A1	MU	공기서	孔麒瑞	孔	曲阜	曲阜 孔	1584		4
PMu_1584_000883_G1	MU	공순	孔恂	孔	曲阜	曲阜 孔	1584		4
PMu_1584_000884_A1	MU	이희례	李希禮	李	全州	全州 李	1584		4
PMu_1584_000884_G1	MU	이충	李冲	李	全州	全州 李	1584	PMu_1583_000595	4
PMu_1584_000885_A1	MU	김응개	金應愷	金	抱川	抱川 金	1584		4
PMu_1584_000886_A1	MU	이의문	李義文	李	慶州	慶州 李	1584		4
PMu_1584_000886_G1	MU	이안종	李安宗	李	慶州	慶州 李	1584		4
PMu_1584_000887_A1	MU	오인덕	吳仁德	吳	羅州	羅州 吳	1584		4
PMu_1584_000888_A1	MU	유지택	柳之澤	柳	文化	文化 柳	1584		4
PMu_1584_000889_A1	MU	이양	李良	李	全州	全州 李	1584		4
PMu_1584_000889_G1	MU	이의수	李義壽	李	全州	全州 李	1584		4
PMu_1584_000890_A1	MU	박인수	朴麟壽	朴	密陽	密陽 朴	1584		4
PMu_1584_000891_A1	MU	김논동	金論仝	金	三陟	三陟 金	1584		4
PMu_1584_000891_G1	MU	김기문	金起文	金	三陟	三陟 金	1584		4
PMu_1584_000891_G2	MU	김기인	金起仁	金	三陟	三陟 金	1584		4
PMu_1584_000892_A1	MU	안언규	安彦奎	安	順興	順興 安	1584		4
PMu_1584_000892_G1	MU	안사도	安師道	安	順興	順興 安	1584	PMu_1583_000761	4
PMu_1584_000893_A1	MU	신여환	申汝懽	申	平山	平山 申	1584		4
PMu_1584_000894_A1	MU	박세공	朴世恭	朴	臨淮	臨淮 朴	1584		4
PMu_1584_000895_A1	MU	신윤정	申允貞	申	寧越	寧越 申	1584		4
PMu_1584_000895_G1	MU	신숭무	申崇茂	申	寧越	寧越 申	1584		4
PMu_1584_000896_A1	MU	신필한	申弼翰	申	平山	平山 申	1584		4
PMu_1584_000896_G1	MU	신진	申震	申	平山	平山 申	1584		4
PMu_1584_000897_A1	MU	박종룡	朴從龍	朴	密陽	密陽 朴	1584		4
PMu_1584_000898_A1	MU	권광	權框	權	安東	安東 權	1584		4
PMu_1584_000899_A1	MU	양함	梁艦	梁	南原	南原 梁	1584		4
PMu_1584_000900_A1	MU	이활	李活	李	靑海	靑海 李	1584		4
PMu_1584_000901_A1	MU	안인수	安麟壽	安	竹山[舊]	竹山[舊] 安	1584		7
PMu_1584_000901_G1	MU	안적	安迪	安	竹山[舊]	竹山[舊] 安	1584		7
PMu_1584_000902_A1	MU	양경림	楊景琳	楊	淸州	淸州 楊	1584		4
PMu_1584_000902_G1	MU	양봉서	楊鳳瑞	楊	淸州	淸州 楊	1584		4
PMu_1584_000902_G2	MU	양난서	楊鸞瑞	楊	淸州	淸州 楊	1584		4
PMu_1584_000903_A1	MU	최진양	崔震陽	崔	通川	通川 崔	1584		4
PMu_1584_000904_A1	MU	최암	崔巖	崔	興海	興海 崔	1584		4
PMu_1584_000905_A1	MU	조정	趙鼎	趙	豊壤	豊壤 趙	1584		4
PMu_1584_000906_A1	MU	임진	林晉	林	羅州	羅州 林	1584		4
PMu_1584_000906_G1	MU	임제선	林悌愃	林	羅州	羅州 林	1584		4
PMu_1584_000907_A1	MU	이몽상	李夢祥	李	載寧	載寧 李	1584	PMu_1560_025001	4
PMu_1584_000908_A1	MU	민종	閔宗	閔	驪興	驪興 閔	1584		4
PMu_1584_000909_A1	MU	송희경	宋希璟	宋	洪州	洪州 宋	1584		4
PMu_1584_000909_G1	MU	송인상	宋麟祥	宋	洪州	洪州 宋	1584		4
PMu_1584_000909_G2	MU	송인서	宋麟瑞	宋	洪州	洪州 宋	1584		4
PMu_1584_000909_G3	MU	송인후	宋麟厚	宋	洪州	洪州 宋	1584		4
PMu_1584_000910_A1	MU	김응성	金應星	金	善山	善山 金	1584		4
PMu_1584_000911_A1	MU	허세훈	許世勳	許	河陽	河陽 許	1584		4
PMu_1584_000912_A1	MU	박난	朴鸞	朴	羅州	羅州 朴	1584		4
PMu_1584_000912_G1	MU	박선	朴瑄	朴	羅州	羅州 朴	1584		4
PMu_1584_000913_A1	MU	한삼덕	韓參德	韓	淸州	淸州 韓	1584		4
PMu_1584_000913_G1	MU	한부	韓溥	韓	淸州	淸州 韓	1584		4
PMu_1584_000913_G2	MU	한침	韓沈	韓	淸州	淸州 韓	1584		4
PMu_1584_000914_A1	MU	우응상	禹應祥	禹	丹陽	丹陽 禹	1584		4
PMu_1584_000915_A1	MU	윤곤	尹鯤	尹	漆原	漆原 尹	1584		4
PMu_1584_000915_G1	MU	윤경남	尹慶男	尹	漆原	漆原 尹	1584	PS1_1585_006590	4
PMu_1584_000916_A1	MU	이우	李遇	李	新平	新平 李	1584		4
PMu_1584_000916_G1	MU	이문시	李文蓍	李	新平	新平 李	1584		4
PMu_1584_000916_G2	MU	이문명	李文蓂	李	新平	新平 李	1584	PS2_1588_006862	4
PMu_1584_000917_A1	MU	이경국	李慶國	李	公州	公州 李	1584		4
PMu_1584_000917_G1	MU	이현	李鉉	李	公州	公州 李	1584		4
PMu_1584_000918_A1	MU	정희장	鄭希章	鄭	晉陽	晉陽 鄭	1584		4
PMu_1584_000918_G1	MU	정명세	鄭名世	鄭	晉陽	晉陽 鄭	1584	PS2_1570_005649	4
PMu_1584_000918_G2	MU	정명립	鄭名立	鄭	晉陽	晉陽 鄭	1584		4
PMu_1584_000919_A1	MU	고사무	高士武	高	濟州	濟州 高	1584		4
PMu_1584_000920_A1	MU	조여해	趙如楷	趙	漢陽	漢陽 趙	1584		4
PMu_1584_000920_G1	MU	조사	趙獅	趙	漢陽	漢陽 趙	1584		4
PMu_1584_000921_A1	MU	송호	宋瑚	宋	潭州	潭州 宋	1584		4
PMu_1584_000922_A1	MU	오희수	吳希壽	吳	羅州	羅州 吳	1584		4
PMu_1584_000923_A1	MU	황보륜	皇甫崙	皇甫	永川	永川 皇甫	1584		5
PMu_1584_000924_A1	MU	진극공	陳克恭	陳	羅州	羅州 陳	1584		4
PMu_1584_000924_G1	MU	진위	陳瑋	陳	羅州	羅州 陳	1584		4
PMu_1584_000925_A1	MU	권인	權認	權	安東	安東 權	1584		4
PMu_1584_000925_G1	MU	권적	權迪	權	安東	安東 權	1584		4
PMu_1584_000925_G2	MU	권괄	權适	權	安東	安東 權	1584	PS1_1579_006237	4
PMu_1584_000926_A1	MU	김용	金鎔	金	道康	道康 金	1584		4
PMu_1584_000927_A1	MU	권덕신	權德臣	權	安東	安東 權	1584		4
PMu_1584_000928_A1	MU	유충형	柳忠亨	柳	高陽	高陽 柳	1584		4
PMu_1584_000929_A1	MU	원욱수	元頊壽	元	原州	原州 元	1584		4
PMu_1584_000930_A1	MU	이희영	李熙暎	李	驪州	驪州 李	1584		4
PMu_1584_000931_A1	MU	박세홍	朴世烘	朴	竹山	竹山 朴	1584		4
PMu_1584_000932_A1	MU	김만량	金萬兩	金	安山	安山 金	1584		4
PMu_1584_000933_A1	MU	안영	安齡	安	忠州	忠州 安	1584		4
PMu_1584_000934_A1	MU	박기성	朴箕星	朴	密陽	密陽 朴	1584		4
PMu_1584_000935_A1	MU	홍찬	洪贊	洪	南原	南原 洪	1584		4
PMu_1584_000935_G1	MU	홍경원	洪敬源	洪	南原	南原 洪	1584		4
PMu_1584_000936_A1	MU	황보기	皇甫麒	皇甫	永川	永川 皇甫	1584		5
PMu_1584_000937_A1	MU	도수성	都守誠	都	星州	星州 都	1584		4
PMu_1584_000938_A1	MU	조보겸	趙寶兼	趙	楊州	楊州 趙	1584		4
PMu_1584_000938_G1	MU	조광영	趙光瑛	趙	楊州	楊州 趙	1584	PMu_1583_025119	4
PMu_1584_000939_A1	MU	홍응상	洪應祥	洪	豊山	豊山 洪	1584		4
PMu_1584_000939_G1	MU	홍윤필	洪胤弼	洪	豊山	豊山 洪	1584	PMu_1583_000669	4
PMu_1584_000940_A1	MU	장응각	張應角	張	仁同	仁同 張	1584		4
PMu_1584_000940_G1	MU	장박	張雹	張	仁同	仁同 張	1584		4
PMu_1584_000941_A1	MU	장세춘	張世春	張	知禮	知禮 張	1584		4
PMu_1584_000942_A1	MU	김감	金<imghj href="KC04427"/>	金	光山	光山 金	1584		4
PMu_1584_000943_A1	MU	고훈	高勳	高	濟州	濟州 高	1584		4
PMu_1584_000943_G1	MU	고몽상	高夢祥	高	濟州	濟州 高	1584		4
PMu_1584_000944_A1	MU	민이종	閔利宗	閔	驪興	驪興 閔	1584		4
PMu_1584_000944_G1	MU	민곤수	閔坤壽	閔	驪興	驪興 閔	1584		4
PMu_1584_000945_A1	MU	김웅걸	金雄桀	金	安老	安老 金	1584		4
PMu_1584_000945_G1	MU	김윤	金潤	金	安老	安老 金	1584		4
PMu_1584_000946_A1	MU	이수알	李秀斡	李	全州	全州 李	1584		4
PMu_1584_000946_G1	MU	이사빈	李士彬	李	全州	全州 李	1584		4
PMu_1584_000947_A1	MU	정희간	丁熙侃	丁	羅州	羅州 丁	1584		4
PMu_1584_000948_A1	MU	배윤장	裵允璋	裵	和順	和順 裵	1584		4
PMu_1584_000949_A1	MU	김경복	金景福	金	順天	順天 金	1584		4
PMu_1584_000950_A1	MU	김옹	金雍	金	延安	延安 金	1584		4
PMu_1584_000951_A1	MU	김충국	金忠國	金	富有	富有 金	1584		4
PMu_1584_000952_A1	MU	양세정	梁世汀	梁	大丘	大丘 梁	1584		4
PMu_1584_000952_G1	MU	양인준	梁仁俊	梁	大丘	大丘 梁	1584		4
PMu_1584_000952_G2	MU	양의준	梁義俊	梁	大丘	大丘 梁	1584		4
PMu_1584_000953_A1	MU	박인원	朴仁元	朴	咸陽	咸陽 朴	1584		4
PMu_1584_000954_A1	MU	정언	鄭彦	鄭	東萊	東萊 鄭	1584		4
PMu_1584_000954_G1	MU	정대춘	鄭大椿	鄭	東萊	東萊 鄭	1584		4
PMu_1584_000954_G2	MU	정대남	鄭大楠	鄭	東萊	東萊 鄭	1584		4
PMu_1584_000955_A1	MU	황순	黃珣	黃	豊德	豊德 黃	1584		4
PMu_1584_000955_G1	MU	황득추	黃得秋	黃	豊德	豊德 黃	1584		4
PMu_1584_000955_G2	MU	황유추	黃有秋	黃	豊德	豊德 黃	1584	PMu_1577_155006	4
PMu_1584_000956_A1	MU	박원효	朴元孝	朴	珍原	珍原 朴	1584		4
PMu_1584_000957_A1	MU	양덕윤	梁德潤	梁	南原	南原 梁	1584		4
PMu_1584_000958_A1	MU	노언길	盧彦吉	盧	交河	交河 盧	1584		4
PMu_1584_000959_A1	MU	민황	閔滉	閔	驪興	驪興 閔	1584	PS2_1555_004496	4
PMu_1584_000960_A1	MU	양포	梁浦	梁	南原	南原 梁	1584		4
PMu_1584_000961_A1	MU	이인형	李仁衡	李	全州	全州 李	1584		4
PMu_1584_000961_G1	MU	이응시	李應時	李	全州	全州 李	1584		4
PMu_1584_000962_A1	MU	박숭근	朴崇根	朴	密陽	密陽 朴	1584		4
PMu_1584_000963_A1	MU	여문망	呂文望	呂	咸陽	咸陽 呂	1584		4
PMu_1584_000964_A1	MU	고천리	高千里	高	大元	大元 高	1584		4
PMu_1584_000964_G1	MU	고헌	高巘	高	大元	大元 高	1584		4
PMu_1584_000965_A1	MU	이순효	李順孝	李	全義	全義 李	1584		4
PMu_1584_000966_A1	MU	윤제	尹濟	尹	坡平	坡平 尹	1584		4
PMu_1584_000966_G1	MU	윤운룡	尹雲龍	尹	坡平	坡平 尹	1584		4
PMu_1584_000967_A1	MU	이성재	李成材	李	碧珍	碧珍 李	1584		4
PMu_1584_000968_A1	MU	박인수	朴仁壽	朴	靈巖	靈巖 朴	1584		4
PMu_1584_000968_G1	MU	박성의	朴成義	朴	靈巖	靈巖 朴	1584		4
PMu_1584_000969_A1	MU	송기수	宋期壽	宋	鎭川	鎭川 宋	1584		4
PMu_1584_000969_G1	MU	송철남	宋哲男	宋	鎭川	鎭川 宋	1584		4
PMu_1584_000969_G2	MU	송백남	宋百男	宋	鎭川	鎭川 宋	1584		4
PMu_1584_000970_A1	MU	이세호	李世豪	李	原州[舊]	原州[舊] 李	1584		7
PMu_1584_000970_G1	MU	이척	李滌	李	原州[舊]	原州[舊] 李	1584		7
PMu_1584_000971_A1	MU	민천생	閔天生	閔	驪興	驪興 閔	1584		4
PMu_1584_000972_A1	MU	곽팽	郭彭	郭	玄風	玄風 郭	1584		4
PMu_1584_000973_A1	MU	송순의	宋純義	宋	南陽	南陽 宋	1584		4
PMu_1584_000973_G1	MU	송응벽	宋應璧	宋	南陽	南陽 宋	1584	PMu_1584_000855	4
PMu_1584_000973_G2	MU	송응민	宋應珉	宋	南陽	南陽 宋	1584		4
PMu_1584_000974_A1	MU	김위	金瑋	金	扶寧	扶寧 金	1584		4
PMu_1584_000975_A1	MU	이팽영	李彭永	李	丹陽	丹陽 李	1584		4
PMu_1584_000976_A1	MU	이기	李琦	李	古阜	古阜 李	1584		4
PMu_1584_000977_A1	MU	오수국	吳守國	吳	海州	海州 吳	1584		4
PMu_1584_000977_G1	MU	오흔	吳訢	吳	海州	海州 吳	1584		4
PMu_1584_000978_A1	MU	진희준	秦希俊	秦	永川	永川 秦	1584		4
PMu_1584_000978_G1	MU	진응일	秦應日	秦	永川	永川 秦	1584		4
PMu_1584_000978_G2	MU	진응복	秦應福	秦	永川	永川 秦	1584		4
PMu_1584_000979_A1	MU	남지명	南知命	南	宜寧	宜寧 南	1584		4
PMu_1584_000979_G1	MU	남경인	南景仁	南	宜寧	宜寧 南	1584		4
PMu_1584_000979_G2	MU	남경의	南景義	南	宜寧	宜寧 南	1584		4
PMu_1584_000979_G3	MU	남경례	南景禮	南	宜寧	宜寧 南	1584	PMu_1583_000427	4
PMu_1584_000979_G4	MU	남경충	南景忠	南	宜寧	宜寧 南	1584		4
PMu_1584_000979_G5	MU	남경신	南景信	南	宜寧	宜寧 南	1584		4
PMu_1584_000979_G6	MU	남경덕	南景德	南	宜寧	宜寧 南	1584		4
PMu_1584_000979_G7	MU	남경중	南景仲	南	宜寧	宜寧 南	1584		4
PMu_1584_000980_A1	MU	조감	趙勘	趙	眞寶	眞寶 趙	1584		4
PMu_1584_000981_A1	MU	장한상	張漢相	張	沃溝	沃溝 張	1584		4
PMu_1584_000982_A1	MU	박문현	朴文賢	朴	密陽	密陽 朴	1584		4
PMu_1584_000982_G1	MU	박위	朴偉	朴	密陽	密陽 朴	1584		4
PMu_1584_000982_G2	MU	박간	朴侃	朴	密陽	密陽 朴	1584		4
PMu_1584_000983_A1	MU	김국진	金國晉	金	竹山	竹山 金	1584		4
PMu_1584_000983_G1	MU	김수	金壽	金	竹山	竹山 金	1584		4
PMu_1584_000984_A1	MU	고수봉	高壽鳳	高	信川	信川 高	1584		4
PMu_1584_000984_G1	MU	고인경	高仁敬	高	信川	信川 高	1584		4
PMu_1584_000985_A1	MU	이사종	李嗣宗	李	陽城	陽城 李	1584		4
PMu_1584_000986_A1	MU	김소	金紹	金	固城	固城 金	1584		4
PMu_1584_000987_A1	MU	변충서	邊忠瑞	邊	原州	原州 邊	1584		4
PMu_1584_000988_A1	MU	김공	金珙	金	長興	長興 金	1584		4
PMu_1584_000988_G1	MU	김대용	金大鎔	金	長興	長興 金	1584		4
PMu_1584_000988_G2	MU	김대련	金大鍊	金	長興	長興 金	1584		4
PMu_1584_000989_A1	MU	이효순	李孝舜	李	臨河	臨河 李	1584		4
PMu_1584_000989_G1	MU	이덕인	李德仁	李	臨河	臨河 李	1584		4
PMu_1584_000989_G2	MU	이덕의	李德義	李	臨河	臨河 李	1584		4
PMu_1584_000989_G3	MU	이덕례	李德禮	李	臨河	臨河 李	1584		4
PMu_1584_000990_A1	MU	오세필	吳世弼	吳	興陽	興陽 吳	1584		4
PMu_1584_000991_A1	MU	유방	柳坊	柳	晉州[移]	晉州[移] 柳	1584		7
PMu_1584_000992_A1	MU	전숙례	田淑禮	田	長鬐	長鬐 田	1584		4
PMu_1584_000993_A1	MU	이언동	李彦諌	李	陽城	陽城 李	1584		4
PMu_1584_000994_A1	MU	이윤억	李胤億	李	定山	定山 李	1584		4
PMu_1584_000995_A1	MU	이성춘	李成春	李	金城	金城 李	1584		4
PMu_1584_000996_A1	MU	임걸	林傑	林	兆陽	兆陽 林	1584		4
PMu_1584_000996_G1	MU	임종원	林宗元	林	兆陽	兆陽 林	1584		4
PMu_1584_000996_G2	MU	임종형	林宗亨	林	兆陽	兆陽 林	1584		4
PMu_1584_000997_A1	MU	신경의	申景毅	申	平山	平山 申	1584		4
PMu_1584_000998_A1	MU	임명	任鳴	任	豊川	豊川 任	1584		4
PMu_1584_000999_A1	MU	최윤화	崔潤華	崔	廣州	廣州 崔	1584		4
PMu_1584_000999_G1	MU	최응룡	崔應龍	崔	廣州	廣州 崔	1584		4
PMu_1584_001000_A1	MU	이명상	李命常	李	安城	安城 李	1584		4
PMu_1584_001001_A1	MU	최인	崔仁	崔	慶州	慶州 崔	1584		4
