ljo_kin_id	assoc_exam_type	성명	name	surname	ancestral_seat	choronym	assoc_exam_year	ljo_2017_id	length
PCm_0960_000004_A1	KM	서필	徐弼	徐	利川	利川 徐	960		4
PCm_0960_000004_B1	KM	서신일	徐神逸	徐	利川	利川 徐	960		4
PCm_0964_000006_A1	KM	김준	金峻	金	光山	光山 金	964		4
PCm_0964_000006_B1	KM	김길	金吉	金	光山	光山 金	964		4
PCm_0964_000006_C1	KM	김식	金軾	金	光山	光山 金	964		4
PCm_0972_000009_D1	KM	이염악	李廉岳	李			972		0
PCm_0979_000015_A1	KM	원극유	元克猷	元	原州	原州 元	979		4
PCm_0983_000018_A1	KM	강궁진	姜弓珍	姜	衿川	衿川 姜	983		4
PCm_0991_000025_A1	KM	최광원	崔光元	崔	慶州	慶州 崔	991		4
PCm_0991_000025_B1	KM	최언위	崔彦撝	崔	慶州	慶州 崔	991		4
PCm_0994_000027_A1	KM	최량	崔亮	崔	慶州	慶州 崔	994	PCm_9999_000012	4
PCm_0996_000031_A1	KM	서희	徐熙	徐	利川	利川 徐	996	PCm_0960_000004	4
PCm_0996_000031_B1	KM	서필	徐弼	徐	利川	利川 徐	996		4
PCm_0996_000031_C1	KM	서신일	徐神逸	徐	利川	利川 徐	996		4
PCm_0997_000039_A1	KM	허현	許玄	許	陽川	陽川 許	997	PCm_9999_000016	4
PCm_0997_000039_B1	KM	허선문	許宣文	許	陽川	陽川 許	997		4
PCm_1005_000044_A1	KM	최온	崔溫	崔	海州	海州 崔	1005		4
PCm_1024_000065_A1	KM	이한	李翰	李	仁川	仁川 李	1024		4
PCm_1024_000065_B1	KM	이허겸	李許謙	李	仁川	仁川 李	1024		4
PCm_1030_000068_A1	KM	최충	崔冲	崔	海州	海州 崔	1030	PCm_1005_000044	4
PCm_1030_000068_B1	KM	최온	崔溫	崔	海州	海州 崔	1030		4
PCm_1035_000080_A1	KM	홍현	洪顯	洪	南陽[唐]	南陽[唐] 洪	1035		7
PCm_1035_000080_B1	KM	홍의	洪毅	洪	南陽[唐]	南陽[唐] 洪	1035		7
PCm_1035_000080_C1	KM	홍동주	洪東周	洪	南陽[唐]	南陽[唐] 洪	1035		7
PCm_1035_000080_D1	KM	홍섭	洪渉	洪			1035		0
PCm_1035_000082_A1	KM	최응규	최응규	崔	耽津	耽津 崔	1035		4
PCm_1035_000083_A1	KM	최항	崔沆	崔	慶州	慶州 崔	1035	PCm_0991_000025	4
PCm_1035_000083_B1	KM	최광원	崔光遠	崔	慶州	慶州 崔	1035		4
PCm_1035_000083_C1	KM	최언위	崔彦撝	崔	慶州	慶州 崔	1035		4
PCm_1046_000093_A1	KM	고말로	高末老	高	濟州	濟州 高	1046		4
PCm_1046_000093_B1	KM	고자견	高自堅	高	濟州	濟州 高	1046		4
PCm_1051_000102_A1	KM	최원립	崔爰立	崔	東州	東州 崔	1051		4
PCm_1051_000102_B1	KM	최은숙	崔殷叔	崔	東州	東州 崔	1051		4
PCm_1051_000102_C1	KM	최준옹	崔俊邕	崔	東州	東州 崔	1051		4
PCm_1051_000105_A1	KM	박충후	朴忠厚	朴	竹山	竹山 朴	1051		4
PCm_1051_000105_B1	KM	박종	朴琮	朴	竹山	竹山 朴	1051		4
PCm_1054_000110_A1	KM	최유선	崔惟善	崔	海州	海州 崔	1054	PCm_1030_000068	4
PCm_1054_000110_B1	KM	최충	崔冲	崔	海州	海州 崔	1054	PCm_1005_000044	4
PCm_1054_000110_C1	KM	최온	崔溫	崔	海州	海州 崔	1054		4
PCm_1063_000116_A1	KM	최유길	崔惟吉	崔	海州	海州 崔	1063		4
PCm_1063_000116_B1	KM	최충	崔冲	崔	海州	海州 崔	1063	PCm_1005_000044	4
PCm_1063_000116_C1	KM	최온	崔溫	崔	海州	海州 崔	1063		4
PCm_1070_000121_F1	KM	이제정	李齊頲	李			1070		0
PCm_1072_000123_F1	KM	고익공	高益恭	高			1072		0
PCm_1074_000125_D1	KM	김은열	金殷說	金			1074		0
PCm_1074_000125_F1	KM	이성간	李成幹	李			1074		0
PCm_1078_000128_A1	KM	조선정	趙先正	趙	白川	白川 趙	1078		4
PCm_1078_000128_B1	KM	조양유	趙良裕	趙	白川	白川 趙	1078		4
PCm_1083_000132_A1	KM	이의	李顗	李	仁川	仁川 李	1083		4
PCm_1083_000132_B1	KM	이자연	李子淵	李	仁川	仁川 李	1083	PCm_1024_000065	4
PCm_1083_000132_C1	KM	이한	李翰	李	仁川	仁川 李	1083		4
PCm_1083_000133_A1	KM	곽상	郭尙	郭	淸州	淸州 郭	1083		4
PCm_1084_000163_A1	KM	최사제	崔思齊	崔	海州	海州 崔	1084	PCm_1054_000110	4
PCm_1084_000163_B1	KM	최유선	崔惟善	崔	海州	海州 崔	1084	PCm_1030_000068	4
PCm_1084_000163_C1	KM	최충	崔冲	崔	海州	海州 崔	1084	PCm_1005_000044	4
PCm_1085_000165_A1	KM	김상기	金上琦	金	江陵	江陵 金	1085	PCm_9999_000146	4
PCm_1085_000165_B1	KM	김양	金陽	金	江陵	江陵 金	1085		4
PCm_1085_000165_C1	KM	김징우	金徵祐	金	江陵	江陵 金	1085		4
PCm_1085_000165_F1	KM	이호	李顥	李	仁川	仁川 李	1085		4
PCm_1086_000166_A1	KM	박인량	朴寅亮	朴	竹山	竹山 朴	1086	PCm_1051_000105	4
PCm_1086_000166_B1	KM	박충후	朴忠厚	朴	竹山	竹山 朴	1086		4
PCm_1086_000166_C1	KM	박종	朴琮	朴	竹山	竹山 朴	1086		4
PCm_1086_000167_D1	KM	최유선	崔惟善	崔	海州	海州 崔	1086	PCm_1030_000068	4
PCm_1086_000167_F1	KM	김보위	金寶威	金			1086		0
PCm_1088_000168_A1	KM	김근	金覲	金	慶州	慶州 金	1088		4
PCm_1088_000169_D1	KM	유열	庾說	庾			1088		0
PCm_1094_000173_A1	KM	정근	鄭僅	鄭	金浦	金浦 鄭	1094		4
PCm_1094_000173_D1	KM	김행경	金行瓊	金			1094	PCm_9999_000074	0
PCm_1094_000173_F1	KM	최석	崔奭	崔	東州	東州 崔	1094		4
PCm_1096_000189_A1	KM	김근	金覲	金	慶州	慶州 金	1096		4
PCm_1097_000191_A1	KM	김근	金覲	金	慶州	慶州 金	1097		4
PCm_1097_000191_F1	KM	최홍사	崔弘嗣	崔			1097	PCm_9999_000148	0
PCm_1100_000194_D1	KM	백가적	白可績	白			1100		0
PCm_1102_000196_A1	KM	정목	鄭穆	鄭	東萊	東萊 鄭	1102	PCm_1072_000123	4
PCm_1102_000196_B1	KM	정문도	鄭文道	鄭	東萊	東萊 鄭	1102		4
PCm_1102_000196_C1	KM	정지원	鄭之遠	鄭	東萊	東萊 鄭	1102		4
PCm_1102_000196_D1	KM	고익공	高益恭	高			1102		0
PCm_1102_000196_F1	KM	왕국모	王國髦	王			1102		0
PCm_1102_000197_F1	KM	왕하	王嘏	王			1102		0
PCm_1104_000200_D1	KM	이인효	李因孝	李			1104		0
PCm_1104_000200_F1	KM	김상우	金商佑	金			1104	PCm_9999_000184	0
PCm_1104_000201_D1	KM	김상빈	金尙賓	金			1104		0
PCm_1104_000201_F1	KM	유자유	柳子維	柳			1104		0
PCm_1106_000214_A1	KM	박인량	朴寅亮	朴	竹山	竹山 朴	1106	PCm_1051_000105	4
PCm_1106_000214_B1	KM	박충후	朴忠厚	朴	竹山	竹山 朴	1106		4
PCm_1106_000214_C1	KM	박종	朴琮	朴	竹山	竹山 朴	1106		4
PCm_1106_000214_F1	KM	왕순	王𣸩	王			1106		0
PCm_1107_000220_A1	KM	고유	高維	高	濟州	濟州 高	1107	PCm_1046_000093	4
PCm_1107_000220_B1	KM	고말로	高末老	高	濟州	濟州 高	1107		4
PCm_1107_000220_C1	KM	고자견	高自堅	高	濟州	濟州 高	1107		4
PCm_1107_000221_D1	KM	김준양	金俊陽	金			1107		0
PCm_1107_000221_F1	KM	김대경	金代卿	金			1107		0
PCm_1107_000221_F2	KM	최도	崔渡	崔			1107		0
PCm_1108_000228_F1	KM	최사추	崔思諏	崔	海州	海州 崔	1108	PCm_1063_000116	4
PCm_1112_000231_A1	KM	최석	崔奭	崔	東州	東州 崔	1112		4
PCm_1112_000231_B1	KM	최원립	崔爰立	崔	東州	東州 崔	1112		4
PCm_1112_000231_C1	KM	최은숙	崔殷叔	崔	東州	東州 崔	1112		4
PCm_1112_000231_D1	KM	안덕보	安德保	安			1112		0
PCm_1112_000231_F1	KM	이환	李還	李			1112		0
PCm_1112_000231_F2	KM	정항	鄭沆	鄭	東萊	東萊 鄭	1112	PCm_1102_000196	4
PCm_1112_000232_F1	KM	한안인	韓安仁	韓			1112	PCm_9999_000203	0
PCm_1112_000233_F1	KM	김여택	金麗澤	金			1112		0
PCm_1114_000235_D1	KM	민령	閔寧	閔			1114		0
PCm_1114_000235_F1	KM	김고	金沽	金			1114		0
PCm_1114_000236_F1	KM	이의	李顗	李			1114		0
PCm_1114_000237_A1	KM	윤관	尹瓘	尹	坡平	坡平 尹	1114	PCm_1074_000125	4
PCm_1114_000237_B1	KM	윤집형	尹執衡	尹	坡平	坡平 尹	1114		4
PCm_1114_000237_C1	KM	윤금강	尹金剛	尹	坡平	坡平 尹	1114		4
PCm_1114_000237_D1	KM	이성간	李成幹	李	仁川	仁川 李	1114		4
PCm_1114_000237_F1	KM	김약온	金若溫	金			1114	PCm_9999_000179	0
PCm_1114_000238_A1	KM	허재	許載	許	陽川	陽川 許	1114		4
PCm_1114_000238_B1	KM	허정	許正	許	陽川	陽川 許	1114		4
PCm_1114_000238_C1	KM	허원	許元	許	陽川	陽川 許	1114	PCm_0997_000039	4
PCm_1114_000238_D1	KM	이견수	李堅壽	李			1114		0
PCm_1114_000238_F1	KM	조중장	趙仲璋	趙			1114		0
PCm_1114_000239_F1	KM	유문지	劉文志	劉			1114		0
PCm_1114_000239_F2	KM	서억	徐億	徐			1114		0
PCm_1116_000241_A1	KM	배신질	裵臣秩	裵	星山	星山 裵	1116		4
PCm_1118_000243_A1	KM	김순차	金舜次	金	玉果	玉果 金	1118		4
PCm_1118_000243_B1	KM	김진	金瑨	金	玉果	玉果 金	1118		4
PCm_1120_000244_A1	KM	이공수	李公壽	李	仁川	仁川 李	1120	PCm_1086_000167	4
PCm_1120_000244_B1	KM	이예	李預	李	仁川	仁川 李	1120		4
PCm_1120_000244_C1	KM	이자상	李子祥	李	仁川	仁川 李	1120		4
PCm_1120_000246_D1	KM	이호	李顥	李			1120		0
PCm_1120_000246_F1	KM	이공수	李公壽	李			1120	PCm_1086_000167	0
PCm_1123_000266_F1	KM	고종재	高宗載	高			1123		0
PCm_1124_000268_D1	KM	이자례	李資禮	李			1124		0
PCm_1124_000268_F1	KM	이언림	李彦林	李			1124		0
PCm_1125_000272_D1	KM	김태개	金台凱	金			1125		0
PCm_1125_000272_F1	KM	배관	裵寬	裵			1125		0
PCm_1128_000275_D1	KM	김선영	金善英	金			1128		0
PCm_1128_000275_F1	KM	황보정	皇甫靖	皇			1128		0
PCm_1128_000276_D1	KM	김상기	金上琦	金			1128	PCm_9999_000146	0
PCm_1128_000276_F1	KM	김의원	金義元	金			1128		0
PCm_1130_000278_D1	KM	유자유	柳子維	柳			1130		0
PCm_1130_000278_F1	KM	장섭후	張葉侯	張			1130		0
PCm_1132_000280_D1	KM	김약온	金若溫	金			1132	PCm_9999_000179	0
PCm_1132_000280_F1	KM	한유충	韓惟忠	韓			1132	PCm_1104_000200	0
PCm_1134_000283_D1	KM	이사반	李思絆	李			1134		0
PCm_1134_000283_F1	KM	왕여	王輿	王			1134		0
PCm_1138_000286_A1	KM	민의	閔懿	閔	驪興	驪興 閔	1138		4
PCm_1138_000286_B1	KM	민세형	閔世衡	閔	驪興	驪興 閔	1138		4
PCm_1138_000286_C1	KM	민칭도	閔稱道	閔	驪興	驪興 閔	1138		4
PCm_1140_000290_A1	KM	최약	崔瀹	崔	海州	海州 崔	1140	PCm_9999_000248	4
PCm_1140_000290_B1	KM	최사제	崔思齊	崔	海州	海州 崔	1140	PCm_1054_000110	4
PCm_1140_000290_C1	KM	최유선	崔惟善	崔	海州	海州 崔	1140	PCm_1030_000068	4
PCm_1140_000290_D1	KM	이의	李顗	李	仁川	仁川 李	1140		4
PCm_1140_000290_F1	KM	권적	權適	權			1140	PCm_1112_000233	0
PCm_1142_000292_D1	KM	전덕	全德	全			1142		0
PCm_1142_000293_D1	KM	왕현	王鉉	王			1142		0
PCm_1144_000294_A1	KM	김부식	金富軾	金	慶州	慶州 金	1144	PCm_1096_000189	4
PCm_1144_000294_B1	KM	김근	金覲	金	慶州	慶州 金	1144		4
PCm_1144_000296_D1	KM	김약온	金若溫	金			1144	PCm_9999_000179	0
PCm_1144_000296_F1	KM	문공유	文公裕	文			1144	PCm_1112_000232	0
PCm_1144_000298_D1	KM	왕준	王濬	王			1144		0
PCm_1147_000341_D1	KM	김약온	金若溫	金			1147	PCm_9999_000179	0
PCm_1147_000341_F1	KM	김단	金端	金			1147		0
PCm_1153_000348_F1	KM	최윤위	崔允瑋	崔			1153		0
PCm_1158_000352_A1	KM	허순	許純	許	陽川	陽川 許	1158	PCm_1114_000238	4
PCm_1158_000352_B1	KM	허재	許載	許	陽川	陽川 許	1158		4
PCm_1158_000352_C1	KM	허정	許正	許	陽川	陽川 許	1158		4
PCm_1158_000352_D1	KM	조중장	趙仲璋	趙			1158		0
PCm_1158_000352_F1	KM	정지원	鄭知源	鄭			1158		0
PCm_1158_000353_A1	KM	문공유	文公裕	文	南平	南平 文	1158	PCm_1112_000232	4
PCm_1158_000353_B1	KM	문익	文翼	文	南平	南平 文	1158		4
PCm_1158_000353_C1	KM	문탁	文倬	文	南平	南平 文	1158		4
PCm_1158_000353_D1	KM	한안인	韓安仁	韓			1158	PCm_9999_000203	0
PCm_1158_000353_F1	KM	이시민	李時敏	李			1158		0
PCm_1160_000355_F1	KM	손각	孫珏	孫			1160		0
PCm_1160_000356_A1	KM	조시언	趙時彦	趙	橫城	橫城 趙	1160		4
PCm_1160_000356_B1	KM	조정신	趙正臣	趙	橫城	橫城 趙	1160		4
PCm_1160_000356_C1	KM	조조	趙祚	趙	橫城	橫城 趙	1160		4
PCm_1160_000356_D1	KM	문공원	文公元	文			1160		0
PCm_1160_000356_F1	KM	윤자고	尹子固	尹			1160	PCm_1144_000296	0
PCm_1160_000356_F2	KM	홍지유	洪至柔	洪	南陽[唐]	南陽[唐] 洪	1160		7
PCm_1160_000357_D1	KM	정항	鄭沆	鄭			1160		0
PCm_1160_000358_D1	KM	한유충	韓惟忠	韓			1160	PCm_1104_000200	0
PCm_1163_000360_A1	KM	이양식	李陽植	李	羽溪	羽溪 李	1163		4
PCm_1163_000361_A1	KM	채신징	蔡愼徵	蔡	仁川	仁川 蔡	1163		4
PCm_1163_000361_B1	KM	채선무	蔡先茂	蔡	仁川	仁川 蔡	1163		4
PCm_1164_000363_D1	KM	박현인	朴玄仁	朴			1164		0
PCm_1164_000363_F1	KM	이양서	李陽舒	李			1164		0
PCm_1168_000368_F1	KM	박순고	朴純古	朴			1168		0
PCm_1173_000396_A1	KM	최관	崔灌	崔	海州	海州 崔	1173		4
PCm_1173_000396_B1	KM	최사제	崔思齊	崔	海州	海州 崔	1173	PCm_1054_000110	4
PCm_1173_000396_C1	KM	최유선	崔惟善	崔	海州	海州 崔	1173	PCm_1030_000068	4
PCm_1173_000396_F1	KM	최선	崔詵	崔			1173	PCm_1160_000357	0
PCm_1176_000400_A1	KM	허이섭	許利涉	許	陽川	陽川 許	1176		4
PCm_1176_000400_B1	KM	허순	許純	許	陽川	陽川 許	1176	PCm_1114_000238	4
PCm_1176_000400_C1	KM	허재	許載	許	陽川	陽川 許	1176		4
PCm_1176_000400_D1	KM	정지원	鄭知源	鄭			1176		0
PCm_1176_000400_F1	KM	이유실	李惟實	李			1176		0
PCm_1176_000401_A1	KM	윤덕첨	尹德瞻	尹	南原	南原 尹	1176		4
PCm_1176_000401_B1	KM	윤언인	尹彦仁	尹	南原	南原 尹	1176		4
PCm_1176_000401_C1	KM	윤관	尹瓘	尹	南原	南原 尹	1176	PCm_1074_000125	4
PCm_1176_000401_F1	KM	유공권	柳公權	柳			1176	PCm_1160_000355	0
PCm_1177_000403_A1	KM	민영모	閔令謨	閔	驪興	驪興 閔	1177	PCm_1138_000286	4
PCm_1177_000403_B1	KM	민의	閔懿	閔	驪興	驪興 閔	1177		4
PCm_1177_000403_C1	KM	민세형	閔世衡	閔	驪興	驪興 閔	1177		4
PCm_1178_000405_F1	KM	임경식	林景軾	林			1178		0
PCm_1180_000406_C1	KM	이오	李䫨	李	仁川	仁川 李	1180		4
PCm_1182_000410_F1	KM	진중기	秦仲基	秦			1182		0
PCm_1184_000413_A1	KM	조영인	趙永仁	趙	橫城	橫城 趙	1184	PCm_1160_000356	4
PCm_1184_000413_B1	KM	조시언	趙時彦	趙	橫城	橫城 趙	1184		4
PCm_1184_000413_C1	KM	조정신	趙正臣	趙	橫城	橫城 趙	1184		4
PCm_1184_000413_D1	KM	홍지유	洪至柔	洪	南陽[唐]	南陽[唐] 洪	1184		7
PCm_1188_000416_A1	KM	이지명	李知命	李	韓山	韓山 李	1188	PCm_1144_000300	4
PCm_1188_000417_A1	KM	이상돈	李尙敦	李			1188		0
PCm_1190_000419_A1	KM	조영인	趙永仁	趙	橫城	橫城 趙	1190	PCm_1160_000356	4
PCm_1190_000419_B1	KM	조시언	趙時彦	趙	橫城	橫城 趙	1190		4
PCm_1190_000419_C1	KM	조정신	趙正臣	趙	橫城	橫城 趙	1190		4
PCm_1190_000419_D1	KM	홍지유	洪至柔	洪	南陽[唐]	南陽[唐] 洪	1190		7
PCm_1190_000420_A1	KM	이윤수	李允綏	李	驪州	驪州 李	1190		4
PCm_1192_000431_B1	KM	최유	崔濡	崔	江陵	江陵 崔	1192	PCm_1090_000171	4
PCm_1194_000432_A1	KM	김돈중	金敦中	金	慶州	慶州 金	1194	PCm_1144_000294	4
PCm_1194_000432_B1	KM	김부식	金富軾	金	慶州	慶州 金	1194	PCm_1096_000189	4
PCm_1194_000432_C1	KM	김근	金覲	金	慶州	慶州 金	1194		4
PCm_1194_000433_A1	KM	김영고	金永固	金	慶州	慶州 金	1194		4
PCm_1194_000433_B1	KM	김수지	金壽之	金	慶州	慶州 金	1194		4
PCm_1194_000433_C1	KM	김후덕	金候德	金	慶州	慶州 金	1194		4
PCm_1194_000434_B1	KM	오○○	吳○○	吳	海州	海州 吳	1194		4
PCm_1194_000434_C1	KM	오○○	吳○○	吳	海州	海州 吳	1194		4
PCm_1194_000434_F1	KM	안필공	安弼公	安			1194		0
PCm_1194_000434_F2	KM	김의광	金義光	金			1194		0
PCm_1194_000434_F3	KM	신유보	申惟甫	申			1194		0
PCm_1198_000466_A1	KM	최선	崔詵	崔	東州	東州 崔	1198	PCm_1160_000357	4
PCm_1198_000466_B1	KM	최유청	崔惟淸	崔	東州	東州 崔	1198	PCm_1112_000231	4
PCm_1198_000466_C1	KM	최석	崔奭	崔	東州	東州 崔	1198		4
PCm_1198_000466_F1	KM	민공규	閔公珪	閔	驪興	驪興 閔	1198	PCm_1177_000403	4
PCm_1198_000467_A1	KM	백광신	白光臣	白	藍浦	藍浦 白	1198	PCm_9999_000460	4
PCm_1198_000467_F1	KM	임유겸	林惟謙	林			1198		0
PCm_1200_000470_A1	KM	진광현	陳光賢	陳	驪陽	驪陽 陳	1200		4
PCm_1200_000470_B1	KM	진준	陳俊	陳	驪陽	驪陽 陳	1200		4
PCm_1200_000470_C1	KM	진총후	陳寵厚	陳	驪陽	驪陽 陳	1200		4
PCm_1201_000471_A1	KM	최선	崔詵	崔	東州	東州 崔	1201	PCm_1160_000357	4
PCm_1201_000471_B1	KM	최유청	崔惟淸	崔	東州	東州 崔	1201	PCm_1112_000231	4
PCm_1201_000471_C1	KM	최석	崔奭	崔	東州	東州 崔	1201		4
PCm_1202_000473_A1	KM	임유	任濡	任	長興	長興 任	1202		4
PCm_1202_000473_B1	KM	임원후	任元厚	任	長興	長興 任	1202		4
PCm_1202_000473_C1	KM	임의	任懿	任	長興	長興 任	1202		4
PCm_1202_000474_F1	KM	허경	許京	許	陽川	陽川 許	1202		4
PCm_1204_000492_A1	KM	김작신	金作辛	金	扶寧	扶寧 金	1204		4
PCm_1204_000492_B1	KM	김인순	金仁順	金	扶寧	扶寧 金	1204		4
PCm_1204_000492_C1	KM	김춘	金春	金	扶寧	扶寧 金	1204		4
PCm_1204_000492_D1	KM	황용	黃湧	黃			1204		0
PCm_1204_000492_F1	KM	김극순	金克淳	金	羅州	羅州 金	1204		4
PCm_1205_000495_A1	KM	민공규	閔公珪	閔	驪興	驪興 閔	1205	PCm_1177_000403	4
PCm_1205_000495_B1	KM	민영모	閔令謨	閔	驪興	驪興 閔	1205	PCm_1138_000286	4
PCm_1205_000495_C1	KM	민의	閔懿	閔	驪興	驪興 閔	1205		4
PCm_1208_000503_A1	KM	김민성	金敏成	金	安東[舊]	安東[舊] 金	1208		7
PCm_1208_000503_B1	KM	김의화	金義和	金	安東[舊]	安東[舊] 金	1208		7
PCm_1208_000503_F1	KM	송기	宋耆	宋	金海	金海 宋	1208		4
PCm_1211_000505_A1	KM	강복민	姜福民	姜	晉州	晉州 姜	1211		4
PCm_1211_000505_B1	KM	강희경	姜希經	姜	晉州	晉州 姜	1211		4
PCm_1212_000515_A1	KM	최민	崔敏	崔	海州	海州 崔	1212		4
PCm_1212_000515_B1	KM	최윤인	崔允仁	崔	海州	海州 崔	1212	PCm_1140_000290	4
PCm_1212_000515_C1	KM	최약	崔瀹	崔	海州	海州 崔	1212		4
PCm_1212_000515_D1	KM	김정서	金廷瑞	金			1212		0
PCm_1212_000515_F1	KM	이순	李順	李			1212		0
PCm_1212_000515_F2	KM	박육장	朴育章	朴			1212		0
PCm_1212_000517_A1	KM	최신윤	崔臣胤	崔	東州	東州 崔	1212		4
PCm_1212_000517_B1	KM	최당	崔讜	崔	東州	東州 崔	1212		4
PCm_1212_000517_C1	KM	최유청	崔惟淸	崔	東州	東州 崔	1212	PCm_1112_000231	4
PCm_1212_000517_F1	KM	민휘	閔輝	閔	驪興	驪興 閔	1212		4
PCm_1215_000533_A1	KM	염극모	廉克髦	廉	坡州	坡州 廉	1215		4
PCm_1215_000533_B1	KM	염신약	廉信若	廉	坡州	坡州 廉	1215	PCm_9999_000304	4
PCm_1215_000533_C1	KM	염덕방	廉德方	廉	坡州	坡州 廉	1215		4
PCm_1215_000533_D1	KM	김황백	金黃伯	金			1215		0
PCm_1215_000533_F1	KM	심문준	沈文濬	沈			1215		0
PCm_1216_000535_A1	KM	유세겸	庾世謙	庾	茂松	茂松 庾	1216		4
PCm_1216_000535_B1	KM	유응규	庾應圭	庾	茂松	茂松 庾	1216		4
PCm_1216_000535_C1	KM	유필	庾弼	庾	茂松	茂松 庾	1216	PCm_9999_000329	4
PCm_1219_000537_A1	KM	허경	許京	許	陽川	陽川 許	1219	PCm_1176_000400	4
PCm_1219_000537_B1	KM	허이섭	許利渉	許	陽川	陽川 許	1219	PCm_1158_000352	4
PCm_1219_000537_C1	KM	허순	許純	許	陽川	陽川 許	1219	PCm_1114_000238	4
PCm_1219_000537_D1	KM	이유실	李惟實	李			1219		0
PCm_1219_000537_F1	KM	장극우	張克友	張			1219		0
PCm_1220_000540_F1	KM	최종준	崔宗峻	崔	東州	東州 崔	1220	PCm_1201_000471	4
PCm_1232_000554_A1	KM	김의	金宜	金	扶寧	扶寧 金	1232	PCm_1204_000492	4
PCm_1232_000554_B1	KM	김작신	金作辛	金	扶寧	扶寧 金	1232		4
PCm_1232_000554_C1	KM	김인순	金仁順	金	扶寧	扶寧 金	1232		4
PCm_1232_000554_D1	KM	김극순	金克淳	金	羅州	羅州 金	1232		4
PCm_1232_000554_F1	KM	최변	崔㺹	崔	慶州	慶州 崔	1232		4
PCm_1234_000556_A1	KM	김인경	金仁鏡	金	慶州	慶州 金	1234		4
PCm_1234_000556_B1	KM	김영고	金永固	金	慶州	慶州 金	1234		4
PCm_1234_000556_C1	KM	김수지	金壽之	金	慶州	慶州 金	1234		4
PCm_1234_000556_F1	KM	민광균	閔光鈞	閔			1234	PCm_9999_000487	0
PCm_1234_000556_F2	KM	권위	權韙	權			1234		0
PCm_1236_000559_F1	KM	이시	李蒔	李			1236		0
PCm_1238_000561_A1	KM	백경선	白景瑄	白	藍浦	藍浦 白	1238		4
PCm_1238_000561_B1	KM	백여주	白汝舟	白	藍浦	藍浦 白	1238		4
PCm_1238_000561_C1	KM	백광우	白光宇	白	藍浦	藍浦 白	1238		4
PCm_1238_000561_F1	KM	이세주	李世柱	李	星州	星州 李	1238		4
PCm_1241_000564_A1	KM	원진	元瑨	元	原州	原州 元	1241		4
PCm_1241_000564_B1	KM	원승윤	元承胤	元	原州	原州 元	1241		4
PCm_1241_000564_C1	KM	원례	元禮	元	原州	原州 元	1241		4
PCm_1241_000564_D1	KM	정희	鄭僖	鄭	昌寧	昌寧 鄭	1241		4
PCm_1241_000564_F1	KM	염수장	廉守藏	廉	坡州	坡州 廉	1241	PCm_1215_000533	4
PCm_1241_000565_A1	KM	이양준	李陽俊	李	德水	德水 李	1241		4
PCm_1241_000566_A1	KM	주경여	朱慶餘	朱	新安	新安 朱	1241	PCm_1219_000538	4
PCm_1244_000569_A1	KM	위소	魏紹	魏	長興	長興 魏	1244		4
PCm_1244_000569_D1	KM	송자옥	宋子沃	宋			1244		0
PCm_1244_000571_A1	KM	민인균	閔仁鈞	閔	驪興	驪興 閔	1244	PCm_1205_000495	4
PCm_1244_000571_B1	KM	민공규	閔公珪	閔	驪興	驪興 閔	1244	PCm_1177_000403	4
PCm_1244_000571_C1	KM	민영모	閔令謨	閔	驪興	驪興 閔	1244	PCm_1138_000286	4
PCm_1244_000571_F1	KM	최린	崔璘	崔	東州	東州 崔	1244	PCm_1212_000517	4
PCm_1248_000574_A1	KM	윤위	尹威	尹	南原	南原 尹	1248	PCm_1176_000401	4
PCm_1248_000574_B1	KM	윤덕첨	尹德瞻	尹	南原	南原 尹	1248		4
PCm_1248_000574_C1	KM	윤언인	尹彦仁	尹	南原	南原 尹	1248		4
PCm_1248_000574_D1	KM	유공권	柳公權	柳			1248	PCm_1160_000355	0
PCm_1248_000574_F1	KM	김혁여	金奕輿	金	珍島	珍島 金	1248		4
PCm_1254_000583_D1	KM	임인수	任絪壽	任			1254		0
PCm_1254_000583_F1	KM	민부	閔敷	閔			1254		0
PCm_1254_000584_A1	KM	권위	權韙	權	安東	安東 權	1254		4
PCm_1254_000584_B1	KM	권수평	權守平	權	安東	安東 權	1254		4
PCm_1254_000584_C1	KM	권중시	權仲時	權	安東	安東 權	1254		4
PCm_1254_000584_F1	KM	노연	盧演	盧			1254		0
PCm_1255_000585_A1	KM	곽부	郭垺	郭	淸州	淸州 郭	1255		4
PCm_1255_000585_B1	KM	곽기	郭琦	郭	淸州	淸州 郭	1255		4
PCm_1255_000585_C1	KM	곽약동	郭若東	郭	淸州	淸州 郭	1255		4
PCm_1255_000586_A1	KM	김경량	金鏡亮	金	光山	光山 金	1255		4
PCm_1255_000586_B1	KM	김광서	金光瑞	金	光山	光山 金	1255		4
PCm_1255_000586_C1	KM	김주영	金朱永	金	光山	光山 金	1255		4
PCm_1255_000586_F1	KM	고몽경	高夢卿	高	沃溝	沃溝 高	1255		4
PCm_1255_000587_F1	KM	안홍우	安弘祐	安			1255		0
PCm_1258_000589_A1	KM	허수	許遂	許	陽川	陽川 許	1258	PCm_1219_000537	4
PCm_1258_000589_B1	KM	허경	許京	許	陽川	陽川 許	1258	PCm_1176_000400	4
PCm_1258_000589_C1	KM	허이섭	許利渉	許	陽川	陽川 許	1258	PCm_1158_000352	4
