source	target	relationship
pm042629	pm042633	HAS_SON_MGB
pm042631	pm042634	HAS_SON_MGB
pm042632	pm042635	HAS_SON_MGB
pm042632w	pm042632	HAS_SIL_MGB
pm042633	pm042638	HAS_SON_MGB
pm042634	pm042624	HAS_SON_MGB
pm042634	pm042640	HAS_SON_MGB
pm042634	pm042641	HAS_SON_MGB
pm042634	pm042654	HAS_SON_MGB
pm042634	pm042684	HAS_SON_MGB
pm042635	pm042644	HAS_SON_MGB
pm042638	pm042645	HAS_SON_MGB
pm042644	pm042647	HAS_SON_MGB
pm042644	pm042648	HAS_SON_MGB
pm042645	pm042649	HAS_SON_MGB
pm042647w	pm042647	HAS_SIL_MGB
pm042648	pm042650	HAS_SON_MGB
pm042648	pm042651	HAS_SON_MGB
pm042648	pm042672	HAS_SON_MGB
pm042648w	pm042648	HAS_SIL_MGB
pm042649	pm042652	HAS_SON_MGB
pm042650	pm042653	HAS_SON_MGB
pm042650w	pm042650	HAS_SIL_MGB
pm042651w	pm042651	HAS_SIL_MGB
pm042654	pm042655	HAS_SON_MGB
pm042655	pm042657	HAS_SON_MGB
pm042655	pm042658	HAS_SON_MGB
pm042655	pm042687	HAS_SON_MGB
pm042655	pm042688	HAS_SON_MGB
pm042656	pm042659	HAS_SON_MGB
pm042656w	pm042656	HAS_SIL_MGB
pm042657	pm042660	HAS_SON_MGB
pm042658	pm042661	HAS_SIL_MGB
pm042658	pm042662	HAS_SON_MGB
pm042659	pm042663	HAS_SIL_MGB
pm042659	pm042664	HAS_SON_MGB
pm042659	pm042665	HAS_SON_MGB
pm042659w	pm042659	HAS_SIL_MGB
pm042660	pm042666	HAS_SON_MGB
pm042661	pm042668	HAS_SON_MGB
pm042663	pm042670	HAS_SON_MGB
pm042663	pm042671	HAS_SON_MGB
pm042663w	pm042663	HAS_SIL_MGB
pm042670	pm042673	HAS_SON_MGB
pm042670w	pm042670	HAS_SIL_MGB
pm042671	pm042677	HAS_SON_MGB
pm042671	pm042678	HAS_SON_MGB
pm042672	pm042679	HAS_SON_MGB
pm042672	pm042680	HAS_SON_MGB
pm042672w	pm042672	HAS_SIL_MGB
pm042673	pm042681	HAS_SON_MGB
pm042673w	pm042673	HAS_SIL_MGB
pm042677w	pm042677	HAS_SIL_MGB
pm042678w	pm042678	HAS_SIL_MGB
pm042681	pm042682	HAS_SON_MGB
pm042681	pm042683	HAS_SON_MGB
pm042681w	pm042681	HAS_SIL_MGB
pm042684	pm042685	HAS_SON_MGB
pm042684	pm042686	HAS_SON_MGB
pm042685	pm042689	HAS_SON_MGB
pm042686	pm042690	HAS_SON_MGB
pm042687	pm042692	HAS_SON_MGB
pm042688	pm042693	HAS_SON_MGB
pm042688	pm042694	HAS_SON_MGB
pm042689	pm042695	HAS_SIL_MGB
pm042689	pm042696	HAS_SON_MGB
pm042690	pm042697	HAS_SON_MGB
pm042692	pm042698	HAS_SON_MGB
pm042693	pm042700	HAS_SON_MGB
pm042697	pm042701	HAS_SON_MGB
pm042698	pm042702	HAS_SON_MGB
pm042700	pm042703	HAS_SON_MGB
pm042701	pm042704	HAS_SON_MGB
pm042703	pm042705	HAS_SON_MGB
pm042705	pm042706	HAS_SON_MGB
pm042706	pm042707	HAS_SON_MGB
pm042707	pm042708	HAS_SON_MGB
pm042707	pm042709	HAS_SON_MGB
pm042708	pm042710	HAS_SON_MGB
pm042709	pm042711	HAS_SON_MGB
pm042711w	pm042711	HAS_SIL_MGB
pm042713	pm042714	HAS_SON_MGB
pm042713	pm042715	HAS_SON_MGB
pm042714	pm042716	HAS_SON_MGB
pm042715	pm042717	HAS_SON_MGB
pm042715	pm042731	HAS_SON_MGB
pm042716	pm042718	HAS_SON_MGB
pm042716	pm042719	HAS_SON_MGB
pm042717	pm042720	HAS_SON_MGB
pm042718	pm042721	HAS_SON_MGB
pm042719	pm042725	HAS_SON_MGB
pm042719	pm042726	HAS_SON_MGB
pm042720	pm042727	HAS_SON_MGB
pm042720	pm042740	HAS_SON_MGB
pm042720	pm042741	HAS_SON_MGB
pm042725	pm042728	HAS_SON_MGB
pm042726	pm042729	HAS_SON_MGB
pm042727	pm042730	HAS_SON_MGB
pm042728	pm042733	HAS_SON_MGB
pm042728	pm042734	HAS_SON_MGB
pm042729	pm042735	HAS_SON_MGB
pm042730	pm042736	HAS_SON_MGB
pm042733	pm042737	HAS_SON_MGB
pm042735	pm042738	HAS_SON_MGB
pm042736	pm042739	HAS_SON_MGB
pm042737	pm042742	HAS_SON_MGB
pm042738	pm042743	HAS_SON_MGB
pm042739	pm042744	HAS_SON_MGB
pm042742	pm042745	HAS_SON_MGB
pm042743	pm042746	HAS_SON_MGB
pm042744	pm042747	HAS_SON_MGB
pm042745	pm042748	HAS_SON_MGB
pm042746	pm042749	HAS_SON_MGB
pm042747	pm042750	HAS_SON_MGB
pm042747	pm042762	HAS_SON_MGB
pm042748	pm042753	HAS_SON_MGB
pm042750	pm042754	HAS_SON_MGB
pm042750	pm042755	HAS_SON_MGB
pm042750	pm042763	HAS_SON_MGB
pm042750w	pm042750	HAS_SIL_MGB
pm042753	pm042756	HAS_SON_MGB
pm042754	pm042757	HAS_SON_MGB
pm042754w	pm042754	HAS_SIL_MGB
pm042755	pm042759	HAS_SON_MGB
pm042755w	pm042755	HAS_SIL_MGB
pm042759	pm042760	HAS_SON_MGB
pm042759w	pm042759	HAS_SIL_MGB
pm042762	pm042764	HAS_SON_MGB
pm042763w	pm042763	HAS_SIL_MGB
pm042764	pm042765	HAS_SIL_MGB
pm042764	pm042766	HAS_SON_MGB
pm042768	pm042770	HAS_SON_MGB
pm042769	pm042772	HAS_SON_MGB
pm042769w	pm042769	HAS_SIL_MGB
pm042770	pm042773	HAS_SON_MGB
pm042770	pm042774	HAS_SON_MGB
pm042770	pm042775	HAS_SON_MGB
pm042770w	pm042770	HAS_SIL_MGB
pm042772	pm042776	HAS_SON_MGB
pm042773	pm042777	HAS_SON_MGB
pm042773	pm042778	HAS_SON_MGB
pm042773w	pm042773	HAS_SIL_MGB
pm042775	pm042781	HAS_SON_MGB
pm042776	pm042782	HAS_SON_MGB
pm042776	pm042783	HAS_SON_MGB
pm042777	pm042769	HAS_SON_MGB
pm042777w	pm042777	HAS_SIL_MGB
pm042778	pm042789	HAS_SON_MGB
pm042778w	pm042778	HAS_SIL_MGB
pm042783	pm042787	HAS_SON_MGB
pm042789	pm042790	HAS_SON_MGB
pm042789w	pm042789	HAS_SIL_MGB
pm042790	pm042791	HAS_SON_MGB
pm042790w	pm042790	HAS_SIL_MGB
pm042791	pm042793	HAS_SON_MGB
pm042791w	pm042791	HAS_SIL_MGB
pm042793	pm042796	HAS_SON_MGB
pm042793w	pm042793	HAS_SIL_MGB
pm042796	pm042798	HAS_SON_MGB
pm042796	pm042799	HAS_SON_MGB
pm042798	pm042800	HAS_SON_MGB
pm042799	pm042801	HAS_SIL_MGB
pm042799	pm042802	HAS_SON_MGB
pm042804	pm042805	HAS_SON_MGB
pm042804	pm042806	HAS_SON_MGB
pm042804	pm042807	HAS_SON_MGB
pm042804	pm042808	HAS_SON_MGB
pm042805	pm042809	HAS_SON_MGB
pm042806	pm042810	HAS_SON_MGB
pm042806	pm042811	HAS_SON_MGB
pm042808	pm042812	HAS_SON_MGB
pm042809	pm042813	HAS_SON_MGB
pm042811	pm042814	HAS_SON_MGB
pm042812	pm042815	HAS_SON_MGB
pm042814	pm042816	HAS_SON_MGB
pm042815	pm042817	HAS_SON_MGB
pm042815	pm042818	HAS_SON_MGB
pm042816	pm042819	HAS_SON_MGB
pm042817	pm042820	HAS_SON_MGB
pm042818	pm042821	HAS_SON_MGB
pm042820	pm042822	HAS_SON_MGB
pm042821	pm042823	HAS_SON_MGB
pm042822	pm042824	HAS_SON_MGB
pm042824	pm042826	HAS_SON_MGB
pm042826	pm042828	HAS_SON_MGB
pm042830	pm042832	HAS_SON_MGB
pm042830	pm042833	HAS_SON_MGB
pm042830	pm042834	HAS_SON_MGB
pm042830w	pm042830	HAS_SIL_MGB
pm042831	pm042835	HAS_SON_MGB
pm042831	pm042836	HAS_SON_MGB
pm042831	pm042913	HAS_SON_MGB
pm042832	pm042837	HAS_SON_MGB
pm042832w	pm042832	HAS_SIL_MGB
pm042835	pm042838	HAS_SON_MGB
pm042836	pm042839	HAS_SON_MGB
pm042836	pm042840	HAS_SON_MGB
pm042836	pm042841	HAS_SON_MGB
pm042836w	pm042836	HAS_SIL_MGB
pm042837	pm042842	HAS_SON_MGB
pm042837w	pm042837	HAS_SIL_MGB
pm042838	pm042843	HAS_SON_MGB
pm042839	pm042844	HAS_SON_MGB
pm042840	pm042845	HAS_SON_MGB
pm042841	pm042846	HAS_SON_MGB
pm042842	pm042831	HAS_SON_MGB
pm042842w1	pm042842	HAS_SIL_MGB
pm042842w2	pm042842	HAS_SIL_MGB
pm042843	pm042848	HAS_SON_MGB
pm042844	pm042849	HAS_SON_MGB
pm042845	pm042850	HAS_SON_MGB
pm042845	pm042851	HAS_SON_MGB
pm042845	pm042852	HAS_SON_MGB
pm042846	pm042853	HAS_SON_MGB
pm042846	pm042876	HAS_SON_MGB
pm042846	pm042877	HAS_SON_MGB
pm042848	pm042854	HAS_SON_MGB
pm042848	pm042855	HAS_SON_MGB
pm042849	pm042856	HAS_SON_MGB
pm042853	pm042857	HAS_SON_MGB
pm042853	pm042878	HAS_SON_MGB
pm042854	pm042858	HAS_SON_MGB
pm042855	pm042859	HAS_SON_MGB
pm042856	pm042860	HAS_SON_MGB
pm042857	pm042861	HAS_SON_MGB
pm042857	pm042881	HAS_SON_MGB
pm042857	pm042882	HAS_SON_MGB
pm042857	pm042883	HAS_SON_MGB
pm042858	pm042862	HAS_SON_MGB
pm042859	pm042863	HAS_SON_MGB
pm042860	pm042864	HAS_SON_MGB
pm042861	pm042865	HAS_SON_MGB
pm042861	pm042888	HAS_SON_MGB
pm042862	pm042866	HAS_SON_MGB
pm042863	pm042867	HAS_SON_MGB
pm042863	pm042868	HAS_SON_MGB
pm042865	pm042869	HAS_SON_MGB
pm042866	pm042870	HAS_SON_MGB
pm042867	pm042871	HAS_SON_MGB
pm042868	pm042872	HAS_SON_MGB
pm042869	pm042873	HAS_SON_MGB
pm042869w	pm042869	HAS_SIL_MGB
pm042870	pm042875	HAS_SON_MGB
pm042873w	pm042873	HAS_SIL_MGB
pm042876	pm042879	HAS_SON_MGB
pm042877	pm042918	HAS_SIL_MGB
pm042877	pm042880	HAS_SON_MGB
pm042877	pm042919	HAS_SON_MGB
pm042878	pm042884	HAS_SON_MGB
pm042879	pm042885	HAS_SON_MGB
pm042879	pm042886	HAS_SON_MGB
pm042880	pm042887	HAS_SON_MGB
pm042881	pm042889	HAS_SON_MGB
pm042882	pm042890	HAS_SON_MGB
pm042882	pm042891	HAS_SON_MGB
pm042883	pm042892	HAS_SON_MGB
pm042885	pm042893	HAS_SON_MGB
pm042885	pm042894	HAS_SON_MGB
pm042886	pm042895	HAS_SIL_MGB
pm042886	pm042896	HAS_SON_MGB
pm042887	pm042897	HAS_SIL_MGB
pm042888	pm042898	HAS_SON_MGB
pm042888	pm042899	HAS_SON_MGB
pm042890	pm042900	HAS_SON_MGB
pm042895	pm042902	HAS_SIL_MGB
pm042895	pm042901	HAS_SON_MGB
pm042895	pm042903	HAS_SON_MGB
pm042897	pm042904	HAS_SON_MGB
pm042900	pm042910	HAS_SON_MGB
pm042901	pm042911	HAS_SON_MGB
pm042902	pm042912	HAS_SON_MGB
pm042903	pm042908	HAS_SIL_MGB
pm042903	pm042907	HAS_SON_MGB
pm042903	pm042909	HAS_SON_MGB
pm042913	pm042914	HAS_SON_MGB
pm042914	pm042916	HAS_SON_MGB
pm042916	pm042917	HAS_SON_MGB
pm042917	pm042921	HAS_SON_MGB
pm042918	pm042922	HAS_SON_MGB
pm042921	pm042923	HAS_SON_MGB
pm042921	pm042924	HAS_SON_MGB
pm042922	pm042925	HAS_SON_MGB
pm042923	pm042928	HAS_SON_MGB
pm042924	pm042929	HAS_SON_MGB
pm042925	pm042930	HAS_SON_MGB
pm042928	pm042931	HAS_SON_MGB
pm042929	pm042932	HAS_SON_MGB
pm042930	pm042933	HAS_SON_MGB
pm042932	pm042934	HAS_SON_MGB
pm042933w	pm042933	HAS_SIL_MGB
pm042936	pm042937	HAS_SON_MGB
pm042937	pm042938	HAS_SON_MGB
pm042938	pm042939	HAS_SON_MGB
pm042939	pm042940	HAS_SON_MGB
pm042940	pm042941	HAS_SON_MGB
pm042940	pm042942	HAS_SON_MGB
pm042941	pm042943	HAS_SON_MGB
pm042942	pm042944	HAS_SON_MGB
pm042943	pm042945	HAS_SON_MGB
pm042944	pm042946	HAS_SON_MGB
pm042945	pm042947	HAS_SON_MGB
pm042949	pm042950	HAS_SON_MGB
pm042949	pm042976	HAS_SON_MGB
pm042949	pm043000	HAS_SON_MGB
pm042949	pm043001	HAS_SON_MGB
pm042949w	pm042949	HAS_SIL_MGB
pm042950	pm042951	HAS_SON_MGB
pm042950	pm042977	HAS_SON_MGB
pm042951	pm042952	HAS_SON_MGB
pm042951	pm042953	HAS_SON_MGB
pm042952	pm042954	HAS_SON_MGB
pm042952	pm042955	HAS_SON_MGB
pm042953	pm042999	HAS_SON_MGB
pm042954	pm042957	HAS_SON_MGB
pm042955	pm042958	HAS_SON_MGB
pm042957	pm042959	HAS_SON_MGB
pm042958	pm042960	HAS_SON_MGB
pm042959	pm042961	HAS_SON_MGB
pm042960	pm042962	HAS_SON_MGB
pm042960w	pm042960	HAS_SIL_MGB
pm042961	pm042963	HAS_SON_MGB
pm042962	pm042964	HAS_SON_MGB
pm042962w	pm042962	HAS_SIL_MGB
pm042963	pm042965	HAS_SON_MGB
pm042964	pm042966	HAS_SON_MGB
pm042964w	pm042964	HAS_SIL_MGB
pm042965	pm042967	HAS_SON_MGB
pm042966	pm042968	HAS_SON_MGB
pm042967	pm042969	HAS_SON_MGB
pm042968	pm042970	HAS_SON_MGB
pm042969	pm042971	HAS_SON_MGB
pm042970	pm042972	HAS_SON_MGB
pm042971	pm042973	HAS_SON_MGB
pm042972	pm042974	HAS_SON_MGB
pm042974	pm042975	HAS_SON_MGB
pm042976	pm042978	HAS_SON_MGB
pm042976	pm042979	HAS_SON_MGB
pm042976	pm042980	HAS_SON_MGB
pm042976	pm042981	HAS_SON_MGB
pm042976w	pm042976	HAS_SIL_MGB
pm042977	pm042982	HAS_SON_MGB
pm042978	pm042983	HAS_SON_MGB
pm042979	pm042986	HAS_SON_MGB
pm042980	pm042987	HAS_SIL_MGB
pm042980	pm042988	HAS_SON_MGB
pm042980	pm042989	HAS_SON_MGB
pm042981	pm042990	HAS_SON_MGB
pm042981w	pm042981	HAS_SIL_MGB
pm042983	pm042991	HAS_SON_MGB
pm042990	pm042994	HAS_SON_MGB
pm042990w	pm042990	HAS_SIL_MGB
pm042991	pm042995	HAS_SON_MGB
pm042994	pm042996	HAS_SON_MGB
pm042994	pm043013	HAS_SON_MGB
pm042994w	pm042994	HAS_SIL_MGB
pm042996	pm043186	HAS_SON_MGB
pm042996	pm043418	HAS_SON_MGB
pm042996	pm043419	HAS_SON_MGB
pm042996w1	pm042996	HAS_SIL_MGB
pm042996w2	pm042996	HAS_SIL_MGB
pm042999	pm043002	HAS_SON_MGB
pm042999	pm043038	HAS_SON_MGB
pm042999	pm043095	HAS_SON_MGB
pm042999	pm043096	HAS_SON_MGB
pm042999	pm043147	HAS_SON_MGB
pm043000	pm043003	HAS_SON_MGB
pm043000	pm043004	HAS_SON_MGB
pm043002	pm043041	HAS_SIL_MGB
pm043002	pm043005	HAS_SON_MGB
pm043002	pm043039	HAS_SON_MGB
pm043002	pm043042	HAS_SON_MGB
pm043005	pm043006	HAS_SON_MGB
pm043006	pm043011	HAS_SON_MGB
pm043006	pm043012	HAS_SON_MGB
pm043011	pm043017	HAS_SON_MGB
pm043012	pm043018	HAS_SON_MGB
pm043013	pm043545	HAS_SON_MGB
pm043013	pm043625	HAS_SON_MGB
pm043013	pm043675	HAS_SON_MGB
pm043013	pm043025	HAS_SON_MGB
pm043017	pm043026	HAS_SON_MGB
pm043026	pm043029	HAS_SON_MGB
pm043028	pm043031	HAS_SON_MGB
pm043029	pm043032	HAS_SON_MGB
pm043029	pm043033	HAS_SON_MGB
pm043032	pm043034	HAS_SON_MGB
pm043033	pm043035	HAS_SON_MGB
pm043033	pm043036	HAS_SON_MGB
pm043034	pm043037	HAS_SON_MGB
pm043038	pm043043	HAS_SON_MGB
pm043038	pm043044	HAS_SON_MGB
pm043038w	pm043038	HAS_SIL_MGB
pm043039	pm043047	HAS_SON_MGB
pm043039w	pm043039	HAS_SIL_MGB
pm043041	pm043048	HAS_SON_MGB
pm043043	pm043049	HAS_SON_MGB
pm043043	pm043050	HAS_SON_MGB
pm043044	pm043051	HAS_SON_MGB
pm043047	pm043052	HAS_SON_MGB
pm043047w	pm043047	HAS_SIL_MGB
pm043048	pm043053	HAS_SON_MGB
pm043049	pm043054	HAS_SON_MGB
pm043050	pm043055	HAS_SON_MGB
pm043051	pm043056	HAS_SON_MGB
pm043052	pm043057	HAS_SON_MGB
pm043052w	pm043052	HAS_SIL_MGB
pm043053	pm043058	HAS_SON_MGB
pm043053w	pm043053	HAS_SIL_MGB
pm043054	pm043059	HAS_SON_MGB
pm043055	pm043060	HAS_SON_MGB
pm043056	pm043061	HAS_SON_MGB
pm043057	pm043062	HAS_SON_MGB
pm043057	pm043063	HAS_SON_MGB
pm043057	pm043064	HAS_SON_MGB
pm043057	pm043065	HAS_SON_MGB
pm043057w	pm043057	HAS_SIL_MGB
pm043058	pm043066	HAS_SON_MGB
pm043058w	pm043058	HAS_SIL_MGB
pm043059	pm043067	HAS_SON_MGB
pm043060	pm043068	HAS_SON_MGB
pm043061	pm043069	HAS_SON_MGB
pm043062	pm043070	HAS_SON_MGB
pm043062w	pm043062	HAS_SIL_MGB
pm043063	pm043071	HAS_SON_MGB
pm043064	pm043072	HAS_SON_MGB
pm043065	pm043073	HAS_SON_MGB
pm043066	pm043074	HAS_SON_MGB
pm043067	pm043075	HAS_SON_MGB
pm043068	pm043076	HAS_SON_MGB
pm043069	pm043077	HAS_SON_MGB
pm043070	pm043078	HAS_SON_MGB
pm043071	pm043079	HAS_SON_MGB
pm043074	pm043080	HAS_SON_MGB
pm043074w	pm043074	HAS_SIL_MGB
pm043076	pm043081	HAS_SON_MGB
pm043077	pm043082	HAS_SON_MGB
pm043078	pm043083	HAS_SON_MGB
pm043079	pm043084	HAS_SON_MGB
pm043080	pm043085	HAS_SON_MGB
pm043080w	pm043080	HAS_SIL_MGB
pm043081	pm043086	HAS_SON_MGB
pm043081w	pm043081	HAS_SIL_MGB
pm043083	pm043087	HAS_SON_MGB
pm043083	pm043088	HAS_SON_MGB
pm043083	pm043089	HAS_SON_MGB
pm043085	pm043090	HAS_SON_MGB
pm043085w	pm043085	HAS_SIL_MGB
pm043086w	pm043086	HAS_SIL_MGB
pm043087	pm043091	HAS_SON_MGB
pm043088	pm043092	HAS_SON_MGB
pm043089	pm043093	HAS_SON_MGB
pm043090	pm043094	HAS_SON_MGB
pm043090w	pm043090	HAS_SIL_MGB
pm043094w	pm043094	HAS_SIL_MGB
pm043095	pm043097	HAS_SON_MGB
pm043095w	pm043095	HAS_SIL_MGB
pm043096	pm043098	HAS_SON_MGB
pm043096	pm043099	HAS_SON_MGB
pm043097	pm043100	HAS_SON_MGB
pm043097w	pm043097	HAS_SIL_MGB
pm043098	pm043102	HAS_SON_MGB
pm043099	pm043103	HAS_SON_MGB
pm043100	pm043104	HAS_SON_MGB
pm043100	pm043105	HAS_SON_MGB
pm043100	pm043106	HAS_SON_MGB
pm043100	pm043107	HAS_SON_MGB
pm043102	pm043108	HAS_SON_MGB
pm043103	pm043109	HAS_SON_MGB
pm043104	pm043110	HAS_SON_MGB
pm043105	pm043111	HAS_SON_MGB
pm043106	pm043112	HAS_SIL_MGB
pm043107	pm043113	HAS_SON_MGB
pm043107	pm043114	HAS_SON_MGB
pm043108	pm043116	HAS_SIL_MGB
pm043108	pm043115	HAS_SON_MGB
pm043108	pm043117	HAS_SON_MGB
pm043108	pm043118	HAS_SON_MGB
pm043109	pm043119	HAS_SON_MGB
pm043111	pm043121	HAS_SON_MGB
pm043113	pm043120	HAS_SON_MGB
pm043114	pm043122	HAS_SON_MGB
pm043115	pm043123	HAS_SON_MGB
pm043116	pm043124	HAS_SON_MGB
pm043118	pm043125	HAS_SON_MGB
pm043119	pm043126	HAS_SON_MGB
pm043119	pm043154	HAS_SON_MGB
pm043119w	pm043119	HAS_SIL_MGB
pm043120	pm043127	HAS_SON_MGB
pm043121	pm043128	HAS_SON_MGB
pm043121	pm043129	HAS_SON_MGB
pm043123	pm043130	HAS_SON_MGB
pm043124	pm043131	HAS_SON_MGB
pm043124w	pm043124	HAS_SIL_MGB
pm043126	pm043132	HAS_SON_MGB
pm043126	pm043133	HAS_SON_MGB
pm043126w	pm043126	HAS_SIL_MGB
pm043127	pm043134	HAS_SON_MGB
pm043128	pm043135	HAS_SON_MGB
pm043130	pm043136	HAS_SON_MGB
pm043130w	pm043130	HAS_SIL_MGB
pm043131	pm043137	HAS_SON_MGB
pm043131w	pm043131	HAS_SIL_MGB
pm043132	pm043138	HAS_SON_MGB
pm043133	pm043139	HAS_SON_MGB
pm043135	pm043140	HAS_SON_MGB
pm043136	pm043141	HAS_SON_MGB
pm043136w	pm043136	HAS_SIL_MGB
pm043137	pm043142	HAS_SON_MGB
pm043137w	pm043137	HAS_SIL_MGB
pm043138	pm043143	HAS_SON_MGB
pm043140	pm043144	HAS_SON_MGB
pm043141	pm043145	HAS_SON_MGB
pm043141w	pm043141	HAS_SIL_MGB
pm043142	pm043146	HAS_SON_MGB
pm043142w	pm043142	HAS_SIL_MGB
pm043145w	pm043145	HAS_SIL_MGB
pm043146w	pm043146	HAS_SIL_MGB
pm043147	pm043148	HAS_SON_MGB
pm043148	pm043149	HAS_SIL_MGB
pm043148	pm043150	HAS_SON_MGB
pm043148	pm043189	HAS_SON_MGB
pm043149	pm043151	HAS_SON_MGB
pm043149	pm043192	HAS_SON_MGB
pm043149	pm043193	HAS_SON_MGB
pm043151	pm043153	HAS_SIL_MGB
pm043151	pm043152	HAS_SON_MGB
pm043152	pm043155	HAS_SON_MGB
pm043152	pm043156	HAS_SON_MGB
pm043152	pm043157	HAS_SON_MGB
pm043152	pm043158	HAS_SON_MGB
pm043152	pm043159	HAS_SON_MGB
pm043153	pm043160	HAS_SON_MGB
pm043153	pm043161	HAS_SON_MGB
pm043153	pm043162	HAS_SON_MGB
pm043155	pm043163	HAS_SON_MGB
pm043156	pm043164	HAS_SON_MGB
pm043157	pm043165	HAS_SON_MGB
pm043158	pm043166	HAS_SON_MGB
pm043159	pm043167	HAS_SON_MGB
pm043159	pm043168	HAS_SON_MGB
pm043160	pm043169	HAS_SON_MGB
pm043162	pm043170	HAS_SON_MGB
pm043162	pm043213	HAS_SON_MGB
pm043163	pm043171	HAS_SON_MGB
pm043164	pm043172	HAS_SON_MGB
pm043165	pm043173	HAS_SON_MGB
pm043166	pm043174	HAS_SON_MGB
pm043167	pm043175	HAS_SON_MGB
pm043168	pm043176	HAS_SON_MGB
pm043169	pm043177	HAS_SON_MGB
pm043170	pm043178	HAS_SON_MGB
pm043170w	pm043170	HAS_SIL_MGB
pm043175	pm043179	HAS_SON_MGB
pm043176	pm043180	HAS_SON_MGB
pm043177	pm043181	HAS_SON_MGB
pm043177w	pm043177	HAS_SIL_MGB
pm043178	pm043182	HAS_SON_MGB
pm043179w	pm043179	HAS_SIL_MGB
pm043181	pm043183	HAS_SON_MGB
pm043181w	pm043181	HAS_SIL_MGB
pm043182	pm043184	HAS_SON_MGB
pm043182w	pm043182	HAS_SIL_MGB
pm043183w	pm043183	HAS_SIL_MGB
pm043184	pm043185	HAS_SON_MGB
pm043184w	pm043184	HAS_SIL_MGB
pm043186	pm043316	HAS_SIL_MGB
pm043186	pm043187	HAS_SON_MGB
pm043186	pm043291	HAS_SON_MGB
pm043186	pm043317	HAS_SON_MGB
pm043186	pm043401	HAS_SON_MGB
pm043186w	pm043186	HAS_SIL_MGB
pm043187	pm043188	HAS_SON_MGB
pm043187	pm043250	HAS_SON_MGB
pm043187	pm043269	HAS_SON_MGB
pm043187w	pm043187	HAS_SIL_MGB
pm043188	pm043190	HAS_SON_MGB
pm043188	pm043191	HAS_SON_MGB
pm043188	pm043232	HAS_SON_MGB
pm043188w	pm043188	HAS_SIL_MGB
pm043189	pm043194	HAS_SON_MGB
pm043189w	pm043189	HAS_SIL_MGB
pm043190	pm043195	HAS_SIL_MGB
pm043190w	pm043190	HAS_SIL_MGB
pm043191	pm043196	HAS_SON_MGB
pm043191	pm043197	HAS_SON_MGB
pm043191	pm043236	HAS_SON_MGB
pm043191w	pm043191	HAS_SIL_MGB
pm043192	pm043198	HAS_SON_MGB
pm043193	pm043199	HAS_SON_MGB
pm043194	pm043200	HAS_SIL_MGB
pm043194	pm043201	HAS_SON_MGB
pm043195w	pm043195	HAS_SIL_MGB
pm043196	pm043202	HAS_SON_MGB
pm043196	pm043203	HAS_SON_MGB
pm043197	pm043205	HAS_SON_MGB
pm043197w	pm043197	HAS_SIL_MGB
pm043198	pm043206	HAS_SON_MGB
pm043199	pm043207	HAS_SON_MGB
pm043200	pm043208	HAS_SON_MGB
pm043202	pm043210	HAS_SIL_MGB
pm043202w	pm043202	HAS_SIL_MGB
pm043203	pm043211	HAS_SON_MGB
pm043205	pm043212	HAS_SON_MGB
pm043205w	pm043205	HAS_SIL_MGB
pm043206	pm043214	HAS_SON_MGB
pm043207	pm043215	HAS_SON_MGB
pm043208	pm043216	HAS_SON_MGB
pm043208w	pm043208	HAS_SIL_MGB
pm043210w	pm043210	HAS_SIL_MGB
pm043211	pm043217	HAS_SON_MGB
pm043211	pm043218	HAS_SON_MGB
pm043212w	pm043212	HAS_SIL_MGB
pm043213	pm043219	HAS_SON_MGB
pm043214	pm043220	HAS_SON_MGB
pm043215	pm043221	HAS_SON_MGB
pm043216	pm043222	HAS_SON_MGB
pm043216w	pm043216	HAS_SIL_MGB
pm043217	pm043223	HAS_SON_MGB
pm043218	pm043224	HAS_SON_MGB
pm043219	pm043225	HAS_SON_MGB
pm043220	pm043226	HAS_SON_MGB
pm043221	pm043227	HAS_SON_MGB
pm043221	pm043228	HAS_SON_MGB
pm043222	pm043229	HAS_SON_MGB
pm043222w	pm043222	HAS_SIL_MGB
pm043227	pm043230	HAS_SON_MGB
pm043229	pm043231	HAS_SON_MGB
pm043229w	pm043229	HAS_SIL_MGB
pm043231w	pm043231	HAS_SIL_MGB
pm043232	pm043237	HAS_SON_MGB
pm043232	pm043238	HAS_SON_MGB
pm043232w	pm043232	HAS_SIL_MGB
pm043236	pm043242	HAS_SON_MGB
pm043236	pm043243	HAS_SON_MGB
pm043236w	pm043236	HAS_SIL_MGB
pm043237	pm043244	HAS_SON_MGB
pm043237w	pm043237	HAS_SIL_MGB
pm043238	pm043245	HAS_SIL_MGB
pm043238	pm043246	HAS_SON_MGB
pm043238	pm043247	HAS_SON_MGB
pm043238	pm043248	HAS_SON_MGB
pm043238	pm043249	HAS_SON_MGB
pm043238w	pm043238	HAS_SIL_MGB
pm043242w	pm043242	HAS_SIL_MGB
pm043243w	pm043243	HAS_SIL_MGB
pm043244w	pm043244	HAS_SIL_MGB
pm043245w	pm043245	HAS_SIL_MGB
pm043247w	pm043247	HAS_SIL_MGB
pm043248w	pm043248	HAS_SIL_MGB
pm043249w	pm043249	HAS_SIL_MGB
pm043250	pm043251	HAS_SON_MGB
pm043250	pm043252	HAS_SON_MGB
pm043250	pm043272	HAS_SON_MGB
pm043250	pm043273	HAS_SON_MGB
