source	target	relationship
pm019633	pm019649	HAS_SON_MGB
pm019633	pm019650	HAS_SON_MGB
pm019633	pm019672	HAS_SON_MGB
pm019633	pm019673	HAS_SON_MGB
pm019633	pm019674	HAS_SON_MGB
pm019636	pm019638	HAS_SON_MGB
pm019637	pm019639	HAS_SON_MGB
pm019638	pm019640	HAS_SON_MGB
pm019639	pm019641	HAS_SON_MGB
pm019640	pm019642	HAS_SON_MGB
pm019641	pm019643	HAS_SON_MGB
pm019643	pm019644	HAS_SON_MGB
pm019644	pm019645	HAS_SON_MGB
pm019645	pm019646	HAS_SON_MGB
pm019646	pm019647	HAS_SON_MGB
pm019647	pm019648	HAS_SON_MGB
pm019649	pm019651	HAS_SON_MGB
pm019649	pm019652	HAS_SON_MGB
pm019650	pm019655	HAS_SON_MGB
pm019650	pm019656	HAS_SON_MGB
pm019655	pm019657	HAS_SON_MGB
pm019655	pm019658	HAS_SON_MGB
pm019655	pm019659	HAS_SON_MGB
pm019656	pm019661	HAS_SON_MGB
pm019657	pm019663	HAS_SON_MGB
pm019658	pm019664	HAS_SON_MGB
pm019663	pm019667	HAS_SON_MGB
pm019664	pm019668	HAS_SON_MGB
pm019667	pm019669	HAS_SON_MGB
pm019672	pm019723	HAS_SON_MGB
pm019672	pm019737	HAS_SON_MGB
pm019674	pm019680	HAS_SON_MGB
pm019674	pm019691	HAS_SON_MGB
pm019680	pm019682	HAS_SON_MGB
pm019680	pm019692	HAS_SON_MGB
pm019680	pm019693	HAS_SON_MGB
pm019682	pm019683	HAS_SON_MGB
pm019682	pm019684	HAS_SON_MGB
pm019682	pm019696	HAS_SON_MGB
pm019683	pm019789	HAS_SIL_MGB
pm019683	pm019686	HAS_SON_MGB
pm019684	pm019854	HAS_SON_MGB
pm019684	pm019855	HAS_SON_MGB
pm019684	pm019856	HAS_SON_MGB
pm019684w	pm019684	HAS_SIL_MGB
pm019691	pm019695	HAS_SON_MGB
pm019691	pm019714	HAS_SON_MGB
pm019692	pm019698	HAS_SON_MGB
pm019692	pm019699	HAS_SON_MGB
pm019692	pm019700	HAS_SON_MGB
pm019693	pm019702	HAS_SON_MGB
pm019695	pm019703	HAS_SON_MGB
pm019696	pm019901	HAS_SON_MGB
pm019703	pm019708	HAS_SON_MGB
pm019703	pm019720	HAS_SON_MGB
pm019703	pm019944	HAS_SON_MGB
pm019709	pm019710	HAS_SON_MGB
pm019723	pm019724	HAS_SON_MGB
pm019723w	pm019723	HAS_SIL_MGB
pm019724	pm019725	HAS_SON_MGB
pm019724	pm019726	HAS_SON_MGB
pm019725	pm019727	HAS_SON_MGB
pm019725	pm019728	HAS_SON_MGB
pm019726	pm019729	HAS_SON_MGB
pm019727	pm019730	HAS_SON_MGB
pm019729	pm019731	HAS_SON_MGB
pm019729	pm019732	HAS_SON_MGB
pm019730	pm019733	HAS_SON_MGB
pm019732	pm019734	HAS_SON_MGB
pm019732	pm019752	HAS_SON_MGB
pm019734	pm019735	HAS_SON_MGB
pm019737	pm019738	HAS_SON_MGB
pm019738	pm019739	HAS_SON_MGB
pm019738	pm019740	HAS_SON_MGB
pm019739	pm019741	HAS_SON_MGB
pm019740	pm019742	HAS_SON_MGB
pm019740	pm019743	HAS_SON_MGB
pm019740	pm019744	HAS_SON_MGB
pm019740	pm019785	HAS_SON_MGB
pm019741	pm019745	HAS_SON_MGB
pm019742	pm019746	HAS_SON_MGB
pm019742	pm019747	HAS_SON_MGB
pm019744	pm019750	HAS_SON_MGB
pm019744	pm019751	HAS_SON_MGB
pm019745	pm019753	HAS_SON_MGB
pm019746	pm019754	HAS_SON_MGB
pm019750	pm019756	HAS_SIL_MGB
pm019750	pm019757	HAS_SON_MGB
pm019751	pm019758	HAS_SON_MGB
pm019752	pm019759	HAS_SON_MGB
pm019753	pm019760	HAS_SON_MGB
pm019754	pm019761	HAS_SON_MGB
pm019756	pm019762	HAS_SON_MGB
pm019758	pm019763	HAS_SON_MGB
pm019758	pm019764	HAS_SON_MGB
pm019759	pm019765	HAS_SON_MGB
pm019760	pm019766	HAS_SON_MGB
pm019761	pm019767	HAS_SON_MGB
pm019761w	pm019761	HAS_SIL_MGB
pm019762	pm019768	HAS_SON_MGB
pm019763	pm019769	HAS_SON_MGB
pm019764	pm019770	HAS_SON_MGB
pm019767	pm019771	HAS_SON_MGB
pm019768	pm019772	HAS_SON_MGB
pm019768	pm019773	HAS_SON_MGB
pm019770	pm019774	HAS_SON_MGB
pm019771	pm019775	HAS_SON_MGB
pm019771w	pm019771	HAS_SIL_MGB
pm019774	pm019776	HAS_SON_MGB
pm019775	pm019777	HAS_SON_MGB
pm019775w	pm019775	HAS_SIL_MGB
pm019777	pm019778	HAS_SON_MGB
pm019778	pm019779	HAS_SON_MGB
pm019778w	pm019778	HAS_SIL_MGB
pm019779	pm019780	HAS_SON_MGB
pm019779w	pm019779	HAS_SIL_MGB
pm019780	pm019781	HAS_SON_MGB
pm019780w	pm019780	HAS_SIL_MGB
pm019781	pm019782	HAS_SON_MGB
pm019781w	pm019781	HAS_SIL_MGB
pm019782	pm019783	HAS_SON_MGB
pm019782w	pm019782	HAS_SIL_MGB
pm019783w	pm019783	HAS_SIL_MGB
pm019789	pm019791	HAS_SON_MGB
pm019790	pm019792	HAS_SON_MGB
pm019790	pm019793	HAS_SON_MGB
pm019791	pm019794	HAS_SON_MGB
pm019791w	pm019791	HAS_SIL_MGB
pm019793	pm019796	HAS_SON_MGB
pm019794	pm019790	HAS_SON_MGB
pm019794w	pm019794	HAS_SIL_MGB
pm019796	pm019800	HAS_SON_MGB
pm019796	pm019811	HAS_SON_MGB
pm019796	pm019812	HAS_SON_MGB
pm019796w	pm019796	HAS_SIL_MGB
pm019800	pm019803	HAS_SON_MGB
pm019800w	pm019800	HAS_SIL_MGB
pm019803	pm019806	HAS_SON_MGB
pm019803w	pm019803	HAS_SIL_MGB
pm019806	pm019807	HAS_SON_MGB
pm019806	pm019808	HAS_SON_MGB
pm019806w	pm019806	HAS_SIL_MGB
pm019807	pm019809	HAS_SON_MGB
pm019807w	pm019807	HAS_SIL_MGB
pm019808	pm019810	HAS_SON_MGB
pm019808w	pm019808	HAS_SIL_MGB
pm019810w	pm019810	HAS_SIL_MGB
pm019811	pm019817	HAS_SON_MGB
pm019811w	pm019811	HAS_SIL_MGB
pm019812	pm019821	HAS_SON_MGB
pm019812	pm019823	HAS_SON_MGB
pm019812	pm019846	HAS_SON_MGB
pm019812w	pm019812	HAS_SIL_MGB
pm019817w	pm019817	HAS_SIL_MGB
pm019821	pm019824	HAS_SON_MGB
pm019821	pm019825	HAS_SON_MGB
pm019821w	pm019821	HAS_SIL_MGB
pm019823	pm019827	HAS_SIL_MGB
pm019823	pm019828	HAS_SON_MGB
pm019823w	pm019823	HAS_SIL_MGB
pm019824	pm019831	HAS_SON_MGB
pm019824w	pm019824	HAS_SIL_MGB
pm019825	pm019832	HAS_SON_MGB
pm019825	pm019833	HAS_SON_MGB
pm019825w	pm019825	HAS_SIL_MGB
pm019827	pm019834	HAS_SON_MGB
pm019830	pm019837	HAS_SON_MGB
pm019831w	pm019831	HAS_SIL_MGB
pm019837	pm019838	HAS_SON_MGB
pm019838	pm019839	HAS_SON_MGB
pm019839	pm019840	HAS_SON_MGB
pm019840	pm019841	HAS_SON_MGB
pm019841	pm019842	HAS_SON_MGB
pm019842	pm019843	HAS_SON_MGB
pm019843	pm019844	HAS_SON_MGB
pm019844	pm019845	HAS_SON_MGB
pm019846	pm019849	HAS_SON_MGB
pm019849	pm019850	HAS_SON_MGB
pm019854	pm019857	HAS_SON_MGB
pm019854	pm019858	HAS_SON_MGB
pm019854w	pm019854	HAS_SIL_MGB
pm019856	pm019859	HAS_SON_MGB
pm019857	pm019860	HAS_SON_MGB
pm019858	pm019861	HAS_SON_MGB
pm019859	pm019862	HAS_SON_MGB
pm019859	pm019863	HAS_SON_MGB
pm019860	pm019864	HAS_SON_MGB
pm019861	pm019865	HAS_SON_MGB
pm019863	pm019867	HAS_SON_MGB
pm019864	pm019868	HAS_SON_MGB
pm019865	pm019869	HAS_SON_MGB
pm019865w	pm019865	HAS_SIL_MGB
pm019867	pm019870	HAS_SON_MGB
pm019868	pm019871	HAS_SON_MGB
pm019869	pm019872	HAS_SON_MGB
pm019870	pm019873	HAS_SON_MGB
pm019870	pm019878	HAS_SON_MGB
pm019870	pm019879	HAS_SON_MGB
pm019870	pm019915	HAS_SON_MGB
pm019871	pm019874	HAS_SON_MGB
pm019872	pm019875	HAS_SON_MGB
pm019873	pm019876	HAS_SON_MGB
pm019875	pm019877	HAS_SON_MGB
pm019878	pm019880	HAS_SON_MGB
pm019879	pm019881	HAS_SON_MGB
pm019879	pm019882	HAS_SON_MGB
pm019879	pm019883	HAS_SON_MGB
pm019880	pm019884	HAS_SON_MGB
pm019881	pm019885	HAS_SON_MGB
pm019881	pm019886	HAS_SON_MGB
pm019881w	pm019881	HAS_SIL_MGB
pm019882	pm019890	HAS_SON_MGB
pm019882w	pm019882	HAS_SIL_MGB
pm019883	pm019891	HAS_SON_MGB
pm019884	pm019892	HAS_SON_MGB
pm019885	pm019893	HAS_SON_MGB
pm019885	pm019894	HAS_SON_MGB
pm019885w	pm019885	HAS_SIL_MGB
pm019886	pm019895	HAS_SON_MGB
pm019886w	pm019886	HAS_SIL_MGB
pm019890w	pm019890	HAS_SIL_MGB
pm019892	pm019896	HAS_SON_MGB
pm019893	pm019897	HAS_SON_MGB
pm019893	pm019898	HAS_SON_MGB
pm019895	pm019899	HAS_SON_MGB
pm019899	pm019900	HAS_SON_MGB
pm019899w	pm019899	HAS_SIL_MGB
pm019900w	pm019900	HAS_SIL_MGB
pm019901	pm019902	HAS_SON_MGB
pm019901	pm019903	HAS_SON_MGB
pm019901	pm019928	HAS_SON_MGB
pm019902	pm019904	HAS_SON_MGB
pm019902	pm019905	HAS_SON_MGB
pm019903	pm019906	HAS_SON_MGB
pm019904	pm019907	HAS_SON_MGB
pm019905	pm019908	HAS_SON_MGB
pm019906	pm019910	HAS_SON_MGB
pm019906	pm019911	HAS_SON_MGB
pm019907	pm019913	HAS_SON_MGB
pm019915	pm019916	HAS_SON_MGB
pm019915	pm019917	HAS_SON_MGB
pm019915w	pm019915	HAS_SIL_MGB
pm019916	pm019920	HAS_SON_MGB
pm019917	pm019921	HAS_SON_MGB
pm019920	pm019922	HAS_SON_MGB
pm019921	pm019923	HAS_SON_MGB
pm019921	pm019924	HAS_SON_MGB
pm019923	pm019925	HAS_SIL_MGB
pm019923	pm019926	HAS_SON_MGB
pm019924	pm019927	HAS_SON_MGB
pm019928	pm019929	HAS_SON_MGB
pm019928	pm019930	HAS_SON_MGB
pm019928	pm019931	HAS_SON_MGB
pm019929	pm019932	HAS_SON_MGB
pm019930	pm019933	HAS_SON_MGB
pm019931	pm019934	HAS_SON_MGB
pm019932	pm019935	HAS_SON_MGB
pm019933	pm019936	HAS_SON_MGB
pm019934	pm019937	HAS_SON_MGB
pm019936	pm019939	HAS_SON_MGB
pm019937	pm019940	HAS_SON_MGB
pm019939	pm019941	HAS_SON_MGB
pm019944	pm019946	HAS_SON_MGB
pm019945	pm019947	HAS_SON_MGB
pm019946	pm019948	HAS_SON_MGB
pm019947	pm019949	HAS_SON_MGB
pm019948	pm019945	HAS_SON_MGB
pm019949	pm019951	HAS_SON_MGB
pm019951	pm019952	HAS_SON_MGB
pm019951	pm019963	HAS_SON_MGB
pm019951	pm019964	HAS_SON_MGB
pm019951w	pm019951	HAS_SIL_MGB
pm019952	pm019953	HAS_SON_MGB
pm019953	pm019954	HAS_SON_MGB
pm019953	pm019955	HAS_SON_MGB
pm019954	pm019956	HAS_SON_MGB
pm019955	pm019957	HAS_SON_MGB
pm019955	pm019958	HAS_SON_MGB
pm019959	pm019960	HAS_SON_MGB
pm019960	pm019961	HAS_SON_MGB
pm019961	pm019962	HAS_SON_MGB
pm019963	pm019965	HAS_SON_MGB
pm019964	pm019966	HAS_SON_MGB
pm019965	pm019968	HAS_SON_MGB
pm019965	pm019969	HAS_SON_MGB
pm019966	pm019970	HAS_SON_MGB
pm019966	pm019971	HAS_SON_MGB
pm019970	pm019972	HAS_SON_MGB
pm019971	pm019973	HAS_SON_MGB
pm019971	pm019974	HAS_SON_MGB
pm019971	pm019975	HAS_SON_MGB
pm019972	pm019976	HAS_SON_MGB
pm019973	pm019977	HAS_SON_MGB
pm019975	pm019978	HAS_SON_MGB
pm019978	pm019981	HAS_SON_MGB
pm019978w	pm019978	HAS_SIL_MGB
pm019981	pm019983	HAS_SON_MGB
pm019986	pm019987	HAS_SON_MGB
pm019987	pm019988	HAS_SON_MGB
pm019988	pm019989	HAS_SON_MGB
pm019989	pm019990	HAS_SON_MGB
pm019990	pm019991	HAS_SON_MGB
pm019991	pm019992	HAS_SON_MGB
pm019991w	pm019991	HAS_SIL_MGB
pm019992	pm019993	HAS_SON_MGB
pm019993	pm019996	HAS_SON_MGB
pm019993	pm020162	HAS_SON_MGB
pm019993w	pm019993	HAS_SIL_MGB
pm019996	pm019997	HAS_SON_MGB
pm019996	pm019998	HAS_SON_MGB
pm019996	pm020054	HAS_SON_MGB
pm019996w	pm019996	HAS_SIL_MGB
pm019997	pm019999	HAS_SON_MGB
pm019998	pm020000	HAS_SON_MGB
pm019999	pm020001	HAS_SON_MGB
pm020000	pm020002	HAS_SON_MGB
pm020000	pm020034	HAS_SON_MGB
pm020000w	pm020000	HAS_SIL_MGB
pm020001	pm020003	HAS_SON_MGB
pm020002	pm020004	HAS_SON_MGB
pm020002	pm020005	HAS_SON_MGB
pm020002w	pm020002	HAS_SIL_MGB
pm020003	pm020006	HAS_SON_MGB
pm020004	pm020008	HAS_SON_MGB
pm020004w	pm020004	HAS_SIL_MGB
pm020005	pm020009	HAS_SON_MGB
pm020005	pm020037	HAS_SON_MGB
pm020005w	pm020005	HAS_SIL_MGB
pm020006	pm020010	HAS_SON_MGB
pm020006	pm020012	HAS_SON_MGB
pm020008	pm020013	HAS_SIL_MGB
pm020008	pm020014	HAS_SON_MGB
pm020008	pm020015	HAS_SON_MGB
pm020008	pm020016	HAS_SON_MGB
pm020008w	pm020008	HAS_SIL_MGB
pm020009	pm020019	HAS_SON_MGB
pm020009w	pm020009	HAS_SIL_MGB
pm020010	pm020020	HAS_SON_MGB
pm020010	pm020021	HAS_SON_MGB
pm020010	pm020022	HAS_SON_MGB
pm020010w	pm020010	HAS_SIL_MGB
pm020013	pm020023	HAS_SON_MGB
pm020013w	pm020013	HAS_SIL_MGB
pm020016	pm020025	HAS_SON_MGB
pm020016w	pm020016	HAS_SIL_MGB
pm020019	pm020026	HAS_SON_MGB
pm020023	pm020027	HAS_SON_MGB
pm020023w	pm020023	HAS_SIL_MGB
pm020025	pm020032	HAS_SON_MGB
pm020034	pm020035	HAS_SON_MGB
pm020034	pm020036	HAS_SON_MGB
pm020034	pm020057	HAS_SON_MGB
pm020035	pm020040	HAS_SON_MGB
pm020035	pm020041	HAS_SON_MGB
pm020035w	pm020035	HAS_SIL_MGB
pm020036	pm020042	HAS_SON_MGB
pm020036	pm020043	HAS_SON_MGB
pm020037	pm020045	HAS_SON_MGB
pm020037w	pm020037	HAS_SIL_MGB
pm020040	pm020046	HAS_SON_MGB
pm020040w	pm020040	HAS_SIL_MGB
pm020043	pm020051	HAS_SON_MGB
pm020046	pm020052	HAS_SON_MGB
pm020046w	pm020046	HAS_SIL_MGB
pm020051w	pm020051	HAS_SIL_MGB
pm020052	pm020053	HAS_SON_MGB
pm020054	pm020055	HAS_SON_MGB
pm020054	pm020114	HAS_SON_MGB
pm020055	pm020056	HAS_SON_MGB
pm020055	pm020096	HAS_SON_MGB
pm020055w1	pm020055	HAS_SIL_MGB
pm020055w2	pm020055	HAS_SIL_MGB
pm020056	pm020058	HAS_SON_MGB
pm020056	pm020059	HAS_SON_MGB
pm020056	pm020060	HAS_SON_MGB
pm020056	pm020076	HAS_SON_MGB
pm020056w	pm020056	HAS_SIL_MGB
pm020057	pm020061	HAS_SON_MGB
pm020058	pm020064	HAS_SON_MGB
pm020058w	pm020058	HAS_SIL_MGB
pm020059w	pm020059	HAS_SIL_MGB
pm020060	pm020068	HAS_SON_MGB
pm020060w	pm020060	HAS_SIL_MGB
pm020061	pm020070	HAS_SON_MGB
pm020061w	pm020061	HAS_SIL_MGB
pm020064	pm020071	HAS_SON_MGB
pm020064	pm020072	HAS_SON_MGB
pm020068	pm020073	HAS_SON_MGB
pm020068	pm020083	HAS_SON_MGB
pm020068	pm020084	HAS_SON_MGB
pm020068w	pm020068	HAS_SIL_MGB
pm020071w	pm020071	HAS_SIL_MGB
pm020072w	pm020072	HAS_SIL_MGB
pm020073	pm020075	HAS_SON_MGB
pm020073	pm020090	HAS_SON_MGB
pm020073w	pm020073	HAS_SIL_MGB
pm020075w	pm020075	HAS_SIL_MGB
pm020076	pm020081	HAS_SIL_MGB
pm020076	pm020082	HAS_SON_MGB
pm020076w	pm020076	HAS_SIL_MGB
pm020081	pm020085	HAS_SON_MGB
pm020081	pm020086	HAS_SON_MGB
pm020081w	pm020081	HAS_SIL_MGB
pm020082	pm020087	HAS_SON_MGB
pm020082	pm020088	HAS_SON_MGB
pm020082	pm020089	HAS_SON_MGB
pm020083	pm020091	HAS_SON_MGB
pm020083w	pm020083	HAS_SIL_MGB
pm020085	pm020092	HAS_SIL_MGB
pm020085	pm020093	HAS_SON_MGB
pm020085w	pm020085	HAS_SIL_MGB
pm020086	pm020094	HAS_SON_MGB
pm020086w	pm020086	HAS_SIL_MGB
pm020087w	pm020087	HAS_SIL_MGB
pm020088w	pm020088	HAS_SIL_MGB
pm020089w	pm020089	HAS_SIL_MGB
pm020090w	pm020090	HAS_SIL_MGB
pm020096	pm020097	HAS_SON_MGB
pm020096	pm020116	HAS_SON_MGB
pm020096w	pm020096	HAS_SIL_MGB
pm020097	pm020098	HAS_SON_MGB
pm020097	pm020099	HAS_SON_MGB
pm020097	pm020100	HAS_SON_MGB
pm020097w	pm020097	HAS_SIL_MGB
pm020098	pm020104	HAS_SIL_MGB
pm020098	pm020103	HAS_SON_MGB
pm020098w	pm020098	HAS_SIL_MGB
pm020099	pm020105	HAS_SON_MGB
pm020100	pm020107	HAS_SON_MGB
pm020100w	pm020100	HAS_SIL_MGB
pm020103	pm020111	HAS_SON_MGB
pm020103w	pm020103	HAS_SIL_MGB
pm020104	pm020112	HAS_SON_MGB
pm020104	pm020113	HAS_SON_MGB
pm020104w	pm020104	HAS_SIL_MGB
pm020111w	pm020111	HAS_SIL_MGB
pm020112w	pm020112	HAS_SIL_MGB
pm020114	pm020115	HAS_SON_MGB
pm020114	pm020134	HAS_SON_MGB
pm020114	pm020167	HAS_SON_MGB
pm020114w	pm020114	HAS_SIL_MGB
pm020115	pm020117	HAS_SON_MGB
pm020115w	pm020115	HAS_SIL_MGB
pm020116	pm020118	HAS_SON_MGB
pm020116	pm020119	HAS_SON_MGB
pm020116	pm020120	HAS_SON_MGB
pm020117	pm020121	HAS_SON_MGB
pm020118	pm020125	HAS_SIL_MGB
pm020118	pm020124	HAS_SON_MGB
pm020118	pm020126	HAS_SON_MGB
pm020118	pm020127	HAS_SON_MGB
pm020119	pm020129	HAS_SON_MGB
pm020119w	pm020119	HAS_SIL_MGB
pm020120	pm020130	HAS_SON_MGB
pm020120w	pm020120	HAS_SIL_MGB
pm020121	pm020131	HAS_SON_MGB
pm020127w	pm020127	HAS_SIL_MGB
pm020129w	pm020129	HAS_SIL_MGB
pm020130	pm020132	HAS_SON_MGB
pm020130w	pm020130	HAS_SIL_MGB
pm020132w	pm020132	HAS_SIL_MGB
pm020134	pm020135	HAS_SON_MGB
pm020134	pm020136	HAS_SON_MGB
pm020134w	pm020134	HAS_SIL_MGB
pm020135	pm020137	HAS_SON_MGB
pm020135w	pm020135	HAS_SIL_MGB
pm020136	pm020140	HAS_SON_MGB
pm020137	pm020141	HAS_SON_MGB
pm020137	pm020142	HAS_SON_MGB
pm020137w	pm020137	HAS_SIL_MGB
pm020140	pm020144	HAS_SON_MGB
pm020140	pm020145	HAS_SON_MGB
pm020140w	pm020140	HAS_SIL_MGB
pm020141	pm020146	HAS_SON_MGB
pm020141w	pm020141	HAS_SIL_MGB
pm020142	pm020147	HAS_SON_MGB
pm020142	pm020148	HAS_SON_MGB
pm020142w	pm020142	HAS_SIL_MGB
pm020144	pm020152	HAS_SON_MGB
pm020144w	pm020144	HAS_SIL_MGB
pm020145	pm020154	HAS_SON_MGB
pm020145	pm020192	HAS_SON_MGB
pm020145w	pm020145	HAS_SIL_MGB
pm020146	pm020155	HAS_SON_MGB
pm020146w	pm020146	HAS_SIL_MGB
pm020147	pm020156	HAS_SON_MGB
pm020147w	pm020147	HAS_SIL_MGB
pm020148	pm020157	HAS_SON_MGB
pm020148	pm020158	HAS_SON_MGB
pm020148w	pm020148	HAS_SIL_MGB
pm020152w	pm020152	HAS_SIL_MGB
pm020155w	pm020155	HAS_SIL_MGB
pm020156w	pm020156	HAS_SIL_MGB
pm020158w	pm020158	HAS_SIL_MGB
pm020162	pm020163	HAS_SON_MGB
pm020162	pm020164	HAS_SON_MGB
pm020163	pm020165	HAS_SON_MGB
pm020164	pm020166	HAS_SON_MGB
pm020165	pm020171	HAS_SON_MGB
pm020165	pm020172	HAS_SON_MGB
pm020165	pm020173	HAS_SON_MGB
pm020165	pm020174	HAS_SON_MGB
pm020165w	pm020165	HAS_SIL_MGB
pm020166	pm020175	HAS_SON_MGB
pm020167	pm020176	HAS_SON_MGB
pm020167	pm020177	HAS_SON_MGB
pm020167	pm020178	HAS_SON_MGB
pm020167w	pm020167	HAS_SIL_MGB
pm020171	pm020180	HAS_SON_MGB
pm020171	pm020181	HAS_SON_MGB
pm020175	pm020182	HAS_SON_MGB
pm020175	pm020208	HAS_SON_MGB
pm020176	pm020183	HAS_SON_MGB
pm020177	pm020184	HAS_SON_MGB
pm020180	pm020185	HAS_SON_MGB
pm020181	pm020188	HAS_SON_MGB
pm020182	pm020189	HAS_SON_MGB
pm020185	pm020190	HAS_SON_MGB
pm020185w	pm020185	HAS_SIL_MGB
pm020189	pm020191	HAS_SON_MGB
pm020191w	pm020191	HAS_SIL_MGB
pm020196	pm020198	HAS_SON_MGB
pm020198	pm020202	HAS_SON_MGB
pm020198	pm020203	HAS_SON_MGB
pm020202	pm020206	HAS_SON_MGB
pm020203	pm020207	HAS_SON_MGB
pm020203	pm020231	HAS_SON_MGB
pm020206	pm020212	HAS_SON_MGB
pm020206	pm020213	HAS_SON_MGB
pm020207	pm020214	HAS_SON_MGB
pm020208	pm020215	HAS_SON_MGB
pm020212	pm020216	HAS_SON_MGB
pm020212	pm020217	HAS_SON_MGB
pm020215	pm020218	HAS_SON_MGB
pm020216	pm020219	HAS_SON_MGB
pm020217	pm020220	HAS_SON_MGB
pm020218	pm020222	HAS_SON_MGB
pm020219	pm020223	HAS_SON_MGB
pm020220	pm020224	HAS_SON_MGB
pm020222	pm020225	HAS_SON_MGB
pm020222w	pm020222	HAS_SIL_MGB
pm020224	pm020226	HAS_SON_MGB
pm020225w	pm020225	HAS_SIL_MGB
pm020226	pm020227	HAS_SON_MGB
pm020227	pm020228	HAS_SON_MGB
pm020231	pm020232	HAS_SON_MGB
pm020236	pm020237	HAS_SON_MGB
pm020240	pm020241	HAS_SON_MGB
pm020240	pm020242	HAS_SON_MGB
pm020241	pm020243	HAS_SON_MGB
pm020241	pm020244	HAS_SON_MGB
pm020242	pm020245	HAS_SON_MGB
pm020242	pm020246	HAS_SON_MGB
pm020244	pm020247	HAS_SON_MGB
pm020245	pm020248	HAS_SON_MGB
pm020246	pm020249	HAS_SON_MGB
pm020247	pm020250	HAS_SON_MGB
pm020247	pm020251	HAS_SON_MGB
pm020247	pm020252	HAS_SON_MGB
pm020248	pm020253	HAS_SON_MGB
pm020249	pm020254	HAS_SON_MGB
pm020249	pm020255	HAS_SON_MGB
pm020249w	pm020249	HAS_SIL_MGB
pm020251	pm020257	HAS_SIL_MGB
pm020251	pm020258	HAS_SON_MGB
pm020252	pm020260	HAS_SON_MGB
pm020260	pm020261	HAS_SON_MGB
pm020260	pm020262	HAS_SON_MGB
pm020260	pm020322	HAS_SON_MGB
pm020260w	pm020260	HAS_SIL_MGB
pm020261	pm020263	HAS_SON_MGB
pm020262	pm020264	HAS_SIL_MGB
pm020262	pm020265	HAS_SON_MGB
pm020262	pm020266	HAS_SON_MGB
pm020262	pm020290	HAS_SON_MGB
pm020262	pm020291	HAS_SON_MGB
pm020262w	pm020262	HAS_SIL_MGB
pm020263w	pm020263	HAS_SIL_MGB
pm020264	pm020268	HAS_SON_MGB
pm020264w	pm020264	HAS_SIL_MGB
pm020265	pm020267	HAS_SON_MGB
pm020267	pm020270	HAS_SON_MGB
pm020267w	pm020267	HAS_SIL_MGB
pm020268	pm020273	HAS_SON_MGB
pm020268	pm020274	HAS_SON_MGB
pm020268w	pm020268	HAS_SIL_MGB
pm020270	pm020279	HAS_SON_MGB
pm020270w	pm020270	HAS_SIL_MGB
pm020273	pm020283	HAS_SON_MGB
pm020273w	pm020273	HAS_SIL_MGB
pm020274w	pm020274	HAS_SIL_MGB
pm020279	pm020286	HAS_SON_MGB
pm020283w	pm020283	HAS_SIL_MGB
pm020286	pm020289	HAS_SON_MGB
pm020286w	pm020286	HAS_SIL_MGB
pm020290	pm020293	HAS_SIL_MGB
pm020290	pm020294	HAS_SON_MGB
pm020290	pm020295	HAS_SON_MGB
pm020290w	pm020290	HAS_SIL_MGB
pm020291w	pm020291	HAS_SIL_MGB
pm020293	pm020298	HAS_SON_MGB
pm020293w	pm020293	HAS_SIL_MGB
pm020298	pm020299	HAS_SON_MGB
pm020298w1	pm020298	HAS_SIL_MGB
pm020298w2	pm020298	HAS_SIL_MGB
pm020299	pm020302	HAS_SIL_MGB
pm020299	pm020301	HAS_SON_MGB
pm020299	pm020303	HAS_SON_MGB
pm020299	pm020304	HAS_SON_MGB
pm020299	pm020305	HAS_SON_MGB
pm020299w	pm020299	HAS_SIL_MGB
pm020301	pm020310	HAS_SIL_MGB
pm020301w	pm020301	HAS_SIL_MGB
pm020302	pm020311	HAS_SON_MGB
pm020302w	pm020302	HAS_SIL_MGB
pm020304	pm020314	HAS_SIL_MGB
pm020304	pm020315	HAS_SON_MGB
pm020305	pm020316	HAS_SON_MGB
pm020305	pm020317	HAS_SON_MGB
pm020305w	pm020305	HAS_SIL_MGB
pm020310w	pm020310	HAS_SIL_MGB
pm020314	pm020318	HAS_SON_MGB
pm020316	pm020319	HAS_SON_MGB
pm020316w	pm020316	HAS_SIL_MGB
pm020317	pm020320	HAS_SON_MGB
pm020321	pm020323	HAS_SON_MGB
pm020322	pm020324	HAS_SON_MGB
pm020323	pm020325	HAS_SON_MGB
pm020324	pm020326	HAS_SON_MGB
pm020325	pm020332	HAS_SON_MGB
pm020326	pm020333	HAS_SON_MGB
pm020332	pm020334	HAS_SON_MGB
pm020333	pm020335	HAS_SON_MGB
pm020334	pm020336	HAS_SON_MGB
pm020336	pm020339	HAS_SON_MGB
pm020339	pm020340	HAS_SON_MGB
pm020340	pm020342	HAS_SON_MGB
pm020340w	pm020340	HAS_SIL_MGB
pm020342w	pm020342	HAS_SIL_MGB
pm020344	pm020345	HAS_SON_MGB
pm020345	pm020346	HAS_SON_MGB
pm020346	pm020348	HAS_SON_MGB
pm020348	pm020349	HAS_SON_MGB
pm020348	pm020370	HAS_SON_MGB
pm020349	pm020350	HAS_SON_MGB
pm020350	pm020351	HAS_SON_MGB
pm020350	pm020352	HAS_SON_MGB
pm020350w	pm020350	HAS_SIL_MGB
pm020351	pm020353	HAS_SON_MGB
pm020351	pm020354	HAS_SON_MGB
pm020352	pm020357	HAS_SON_MGB
