source	target	relationship
pm065593	pm065612	HAS_SON_MGB
pm065593	pm065613	HAS_SON_MGB
pm065613	pm065615	HAS_SON_MGB
pm079424	pm079438	HAS_SON_MGB
pm086220	pm086221	HAS_SON_MGB
pm086221	pm086222	HAS_SON_MGB
pm064789	pm064792	HAS_SON_MGB
pm064792	pm064796	HAS_SON_MGB
pm064791	pm064795	HAS_SON_MGB
pm064795	pm064798	HAS_SON_MGB
pm064798	pm064799	HAS_SON_MGB
pm018299	pm018307	HAS_SON_MGB
pm075385	pm075388	HAS_SON_MGB
pm075388	pm075395	HAS_SON_MGB
pm075395	pm075401	HAS_SON_MGB
pm018514	pm018522	HAS_SON_MGB
pm018522	pm018531	HAS_SON_MGB
pm043954	pm043958	HAS_SON_MGB
pm043958	pm043961	HAS_SON_MGB
pm043956	pm043959	HAS_SIL_MGB
pm044138	pm044140	HAS_SON_MGB
pm044140	pm044142	HAS_SON_MGB
pm044488	pm044497	HAS_SON_MGB
pm044490	pm044501	HAS_SON_MGB
pm044501w	pm044501	HAS_SIL_MGB
pm050493	pm050496	HAS_SON_MGB
pm050496	pm050502	HAS_SON_MGB
pm050502	pm050509	HAS_SON_MGB
pm051583	pm051589	HAS_SON_MGB
pm053907	pm053916	HAS_SON_MGB
pm053916	pm053918	HAS_SON_MGB
pm057586	pm057589	HAS_SON_MGB
pm057618	pm057621	HAS_SON_MGB
pm057621	pm057624	HAS_SON_MGB
pm058441	pm058516	HAS_SON_MGB
pm058516	pm058519	HAS_SON_MGB
pm058519	pm058522	HAS_SIL_MGB
pm058519	pm058523	HAS_SON_MGB
pm058519	pm058524	HAS_SON_MGB
pm058516	pm058520	HAS_SON_MGB
pm058520	pm058525	HAS_SON_MGB
pm058520	pm058526	HAS_SON_MGB
pm058520	pm058572	HAS_SON_MGB
pm058516w	pm058516	HAS_SIL_MGB
pm058516	pm058519	HAS_SON_MGB
pm058519	pm058522	HAS_SIL_MGB
pm058519	pm058523	HAS_SON_MGB
pm058519	pm058524	HAS_SON_MGB
pm058516	pm058520	HAS_SON_MGB
pm058520	pm058525	HAS_SON_MGB
pm058520	pm058526	HAS_SON_MGB
pm058520	pm058572	HAS_SON_MGB
pm061586	pm061590	HAS_SON_MGB
pm061590	pm061591	HAS_SON_MGB
pm063388	pm063396	HAS_SON_MGB
pm063396	pm063401	HAS_SON_MGB
pm063401	pm063405	HAS_SON_MGB
pm063396	pm063402	HAS_SON_MGB
pm063402	pm063406	HAS_SON_MGB
pm063402	pm063407	HAS_SON_MGB
pm068639	pm068643	HAS_SIL_MGB
pm071801	pm071806	HAS_SON_MGB
pm072853	pm072859	HAS_SON_MGB
pm071813	pm071815	HAS_SON_MGB
pm071815	pm071817	HAS_SON_MGB
pm071815	pm071818	HAS_SON_MGB
pm071815w	pm071815	HAS_SIL_MGB
pm071815	pm071817	HAS_SON_MGB
pm071815	pm071818	HAS_SON_MGB
pm082364	pm082373	HAS_SON_MGB
pm082373	pm082379	HAS_SON_MGB
pm082379	pm082385	HAS_SON_MGB
pm085646	pm085647	HAS_SON_MGB
pm085647	pm085649	HAS_SON_MGB
pm085649	pm085651	HAS_SON_MGB
pm086947	pm086948	HAS_SON_MGB
pm086948	pm086949	HAS_SON_MGB
pm015249	pm015253	HAS_SON_MGB
pm015253	pm015262	HAS_SON_MGB
pm015262	pm015270	HAS_SON_MGB
pm015253	pm015263	HAS_SON_MGB
pm015263	pm015271	HAS_SON_MGB
pm015263	pm015272	HAS_SON_MGB
pm015253	pm015264	HAS_SON_MGB
pm015264	pm015273	HAS_SIL_MGB
pm015253	pm015284	HAS_SON_MGB
pm015284	pm015286	HAS_SON_MGB
pm024052	pm024053	HAS_SON_MGB
pm024053	pm024054	HAS_SON_MGB
pm024054	pm024055	HAS_SON_MGB
pm024054	pm024078	HAS_SON_MGB
pm024053w	pm024053	HAS_SIL_MGB
pm024053	pm024054	HAS_SON_MGB
pm024054	pm024055	HAS_SON_MGB
pm024054	pm024078	HAS_SON_MGB
pm022652	pm022658	HAS_SON_MGB
pm022658	pm022663	HAS_SON_MGB
pm022658	pm022686	HAS_SON_MGB
pm022762	pm022767	HAS_SON_MGB
pm022767	pm022771	HAS_SON_MGB
pm022771	pm022779	HAS_SON_MGB
pm025732	pm025737	HAS_SON_MGB
pm032565	pm032566	HAS_SON_MGB
pm032566	pm033015	HAS_SON_MGB
pm033015	pm033016	HAS_SON_MGB
pm032566	pm032572	HAS_SON_MGB
pm032572	pm032578	HAS_SON_MGB
pm036607	pm036619	HAS_SIL_MGB
pm043949	pm043956	HAS_SON_MGB
pm043956	pm043959	HAS_SIL_MGB
pm048395	pm048446	HAS_SON_MGB
pm048446	pm048449	HAS_SON_MGB
pm048446	pm048450	HAS_SON_MGB
pm048450	pm048457	HAS_SON_MGB
pm048446	pm048451	HAS_SON_MGB
pm048451	pm048458	HAS_SON_MGB
pm048451	pm048459	HAS_SON_MGB
pm048397	pm048447	HAS_SON_MGB
pm048447	pm048454	HAS_SON_MGB
pm048454	pm048461	HAS_SON_MGB
pm074915	pm074928	HAS_SON_MGB
pm083538	pm083542	HAS_SON_MGB
pm083542	pm083545	HAS_SON_MGB
pm083545	pm083551	HAS_SON_MGB
pm083553	pm083559	HAS_SON_MGB
pm084850	pm084854	HAS_SON_MGB
pm084918	pm084921	HAS_SON_MGB
pm087529	pm087533	HAS_SON_MGB
pm087533	pm087538	HAS_SON_MGB
pm023747	pm023749	HAS_SON_MGB
pm023749	pm023752	HAS_SON_MGB
pm023752	pm023756	HAS_SON_MGB
pm023752	pm023757	HAS_SON_MGB
pm023749	pm023753	HAS_SON_MGB
pm023753	pm023758	HAS_SON_MGB
pm033679	pm033680	HAS_SON_MGB
pm033680w	pm033680	HAS_SIL_MGB
pm048126	pm048130	HAS_SON_MGB
pm048130	pm048134	HAS_SON_MGB
pm048134	pm048141	HAS_SON_MGB
pm048134	pm048142	HAS_SON_MGB
pm048134	pm048143	HAS_SON_MGB
pm048130	pm048135	HAS_SON_MGB
pm048135	pm048144	HAS_SON_MGB
pm048135	pm048145	HAS_SON_MGB
pm048130	pm048136	HAS_SON_MGB
pm048136	pm048146	HAS_SON_MGB
pm048136	pm048147	HAS_SON_MGB
pm048136	pm048148	HAS_SON_MGB
pm048130w	pm048130	HAS_SIL_MGB
pm048130	pm048134	HAS_SON_MGB
pm048134	pm048141	HAS_SON_MGB
pm048134	pm048142	HAS_SON_MGB
pm048134	pm048143	HAS_SON_MGB
pm048130	pm048135	HAS_SON_MGB
pm048135	pm048144	HAS_SON_MGB
pm048135	pm048145	HAS_SON_MGB
pm048130	pm048136	HAS_SON_MGB
pm048136	pm048146	HAS_SON_MGB
pm048136	pm048147	HAS_SON_MGB
pm048136	pm048148	HAS_SON_MGB
pm066048	pm066060	HAS_SON_MGB
pm066050	pm066062	HAS_SON_MGB
pm080800	pm080802	HAS_SON_MGB
pm080802	pm080803	HAS_SON_MGB
pm080802w	pm080802	HAS_SIL_MGB
pm080802	pm080803	HAS_SON_MGB
pm067834	pm067835	HAS_SON_MGB
pm067835	pm067836	HAS_SON_MGB
pm067835	pm067837	HAS_SON_MGB
pm067835	pm067838	HAS_SON_MGB
pm052415	pm052418	HAS_SON_MGB
pm052418	pm052421	HAS_SON_MGB
pm008209	pm008217	HAS_SON_MGB
pm008217	pm008222	HAS_SON_MGB
pm010418	pm010421	HAS_SON_MGB
pm010421	pm010423	HAS_SON_MGB
pm010423	pm010424	HAS_SON_MGB
pm010423	pm010425	HAS_SON_MGB
pm010421w	pm010421	HAS_SIL_MGB
pm010421	pm010423	HAS_SON_MGB
pm010423	pm010424	HAS_SON_MGB
pm010423	pm010425	HAS_SON_MGB
pm010424	pm010428	HAS_SON_MGB
pm010428	pm010431	HAS_SON_MGB
pm010431	pm010436	HAS_SON_MGB
pm010428	pm010432	HAS_SON_MGB
pm010432	pm010437	HAS_SON_MGB
pm010432	pm010438	HAS_SON_MGB
pm010428w	pm010428	HAS_SIL_MGB
pm010428	pm010431	HAS_SON_MGB
pm010431	pm010436	HAS_SON_MGB
pm010428	pm010432	HAS_SON_MGB
pm010432	pm010437	HAS_SON_MGB
pm010432	pm010438	HAS_SON_MGB
pm010692	pm010695	HAS_SON_MGB
pm010695	pm010699	HAS_SON_MGB
pm010695	pm010700	HAS_SON_MGB
pm010700	pm010705	HAS_SON_MGB
pm010695	pm010701	HAS_SON_MGB
pm010695	pm010702	HAS_SON_MGB
pm010695	pm010703	HAS_SON_MGB
pm010695w	pm010695	HAS_SIL_MGB
pm010695	pm010699	HAS_SON_MGB
pm010695	pm010700	HAS_SON_MGB
pm010700	pm010705	HAS_SON_MGB
pm010695	pm010701	HAS_SON_MGB
pm010695	pm010702	HAS_SON_MGB
pm010695	pm010703	HAS_SON_MGB
pm026097	pm026099	HAS_SON_MGB
pm026099	pm026102	HAS_SON_MGB
pm026102	pm026105	HAS_SON_MGB
pm026102	pm026106	HAS_SON_MGB
pm026099	pm026103	HAS_SON_MGB
pm026099	pm026104	HAS_SON_MGB
pm026104	pm026107	HAS_SON_MGB
pm026104	pm026108	HAS_SON_MGB
pm026099w	pm026099	HAS_SIL_MGB
pm026099	pm026102	HAS_SON_MGB
pm026102	pm026105	HAS_SON_MGB
pm026102	pm026106	HAS_SON_MGB
pm026099	pm026103	HAS_SON_MGB
pm026099	pm026104	HAS_SON_MGB
pm026104	pm026107	HAS_SON_MGB
pm026104	pm026108	HAS_SON_MGB
pm075484	pm075485	HAS_SON_MGB
pm075485	pm075486	HAS_SIL_MGB
pm075486	pm075487	HAS_SON_MGB
pm075486	pm075488	HAS_SON_MGB
pm075485	pm075492	HAS_SON_MGB
pm075485	pm075493	HAS_SON_MGB
pm075485	pm075494	HAS_SON_MGB
pm075494	pm075496	HAS_SON_MGB
pm075485	pm075495	HAS_SON_MGB
pm075495	pm075497	HAS_SON_MGB
pm075495	pm075498	HAS_SON_MGB
pm034881	pm034882	HAS_SON_MGB
pm034882	pm034883	HAS_SON_MGB
pm034883	pm034884	HAS_SON_MGB
pm034883	pm034885	HAS_SON_MGB
pm038814	pm038843	HAS_SON_MGB
pm038843w	pm038843	HAS_SIL_MGB
pm060091	pm060095	HAS_SON_MGB
pm060095	pm060099	HAS_SON_MGB
pm060329	pm060344	HAS_SON_MGB
pm062829	pm062834	HAS_SON_MGB
pm076654	pm076656	HAS_SON_MGB
pm076656	pm076657	HAS_SON_MGB
pm076656	pm076658	HAS_SON_MGB
pm079432	pm079437	HAS_SON_MGB
pm079437	pm079447	HAS_SON_MGB
pm079447	pm079451	HAS_SON_MGB
pm079437w	pm079437	HAS_SIL_MGB
pm079437	pm079447	HAS_SON_MGB
pm079447	pm079451	HAS_SON_MGB
pm085680	pm085681	HAS_SON_MGB
pm085681	pm085682	HAS_SON_MGB
pm085682	pm085683	HAS_SON_MGB
pm085682	pm085703	HAS_SON_MGB
pm024056	pm024057	HAS_SON_MGB
pm024057	pm024059	HAS_SON_MGB
pm024059	pm024062	HAS_SON_MGB
pm024057w	pm024057	HAS_SIL_MGB
pm024057	pm024059	HAS_SON_MGB
pm024059	pm024062	HAS_SON_MGB
pm027084	pm027086	HAS_SON_MGB
pm035538	pm035563	HAS_SON_MGB
pm035563	pm035571	HAS_SON_MGB
pm035563w	pm035563	HAS_SIL_MGB
pm035563	pm035571	HAS_SON_MGB
pm041341	pm041346	HAS_SON_MGB
pm041346	pm041355	HAS_SON_MGB
pm041355	pm041363	HAS_SON_MGB
pm003766	pm003770	HAS_SON_MGB
pm003770w	pm003770	HAS_SIL_MGB
pm053346	pm053349	HAS_SON_MGB
pm053349	pm053357	HAS_SON_MGB
pm053349	pm053358	HAS_SON_MGB
pm053349	pm053373	HAS_SON_MGB
pm053349	pm053374	HAS_SON_MGB
pm053349w	pm053349	HAS_SIL_MGB
pm053349	pm053357	HAS_SON_MGB
pm053349	pm053358	HAS_SON_MGB
pm053349	pm053373	HAS_SON_MGB
pm053349	pm053374	HAS_SON_MGB
pm004474	pm004506	HAS_SON_MGB
pm061210	pm061216	HAS_SON_MGB
pm061216	pm061221	HAS_SON_MGB
pm062010	pm062013	HAS_SON_MGB
pm062013w	pm062013	HAS_SIL_MGB
pm028622	pm028629	HAS_SON_MGB
pm028629	pm028636	HAS_SON_MGB
pm028636	pm028643	HAS_SON_MGB
pm028629w	pm028629	HAS_SIL_MGB
pm028629	pm028636	HAS_SON_MGB
pm028636	pm028643	HAS_SON_MGB
pm075060	pm075065	HAS_SON_MGB
pm075065	pm075071	HAS_SON_MGB
pm075071	pm075075	HAS_SON_MGB
pm075065	pm075071	HAS_SON_MGB
pm075071	pm075075	HAS_SON_MGB
pm075075	pm075077	HAS_SON_MGB
pm076059	pm076062	HAS_SON_MGB
pm076062	pm076067	HAS_SON_MGB
pm076067	pm076073	HAS_SON_MGB
pm076067	pm076074	HAS_SON_MGB
pm076067	pm076104	HAS_SON_MGB
pm076067	pm076105	HAS_SON_MGB
pm076067	pm076106	HAS_SON_MGB
pm076062w	pm076062	HAS_SIL_MGB
pm076062	pm076067	HAS_SON_MGB
pm076067	pm076073	HAS_SON_MGB
pm076067	pm076074	HAS_SON_MGB
pm076067	pm076104	HAS_SON_MGB
pm076067	pm076105	HAS_SON_MGB
pm076067	pm076106	HAS_SON_MGB
pm076137w	pm076137	HAS_SIL_MGB
pm076137	pm076139	HAS_SON_MGB
pm076139	pm076141	HAS_SON_MGB
pm076139	pm076142	HAS_SON_MGB
pm076139	pm076158	HAS_SON_MGB
pm076156	pm076137	HAS_SON_MGB
pm076137	pm076139	HAS_SON_MGB
pm076139	pm076141	HAS_SON_MGB
pm076139	pm076142	HAS_SON_MGB
pm076139	pm076158	HAS_SON_MGB
pm085170	pm085171	HAS_SON_MGB
pm085171	pm085172	HAS_SON_MGB
pm087780	pm087781	HAS_SON_MGB
pm087781	pm087782	HAS_SON_MGB
pm087782	pm087783	HAS_SON_MGB
pm026085	pm026088	HAS_SON_MGB
pm026088	pm026090	HAS_SON_MGB
pm026090	pm026091	HAS_SON_MGB
pm028623	pm028630	HAS_SON_MGB
pm028630	pm028637	HAS_SON_MGB
pm028637	pm028644	HAS_SON_MGB
pm028630w	pm028630	HAS_SIL_MGB
pm028630	pm028637	HAS_SON_MGB
pm028637	pm028644	HAS_SON_MGB
pm032676	pm032685	HAS_SON_MGB
pm032685	pm032686	HAS_SON_MGB
pm036644	pm036655	HAS_SON_MGB
pm037403	pm037411	HAS_SON_MGB
pm037411	pm037419	HAS_SON_MGB
pm037419	pm037429	HAS_SON_MGB
pm037477	pm037481	HAS_SON_MGB
pm037481	pm037482	HAS_SON_MGB
pm037482	pm037483	HAS_SON_MGB
pm034603	pm034606	HAS_SON_MGB
pm018197	pm018203	HAS_SON_MGB
pm020120	pm020130	HAS_SON_MGB
pm020130	pm020132	HAS_SON_MGB
pm020130w	pm020130	HAS_SIL_MGB
pm020130	pm020132	HAS_SON_MGB
pm033433	pm033442	HAS_SON_MGB
pm033442	pm033449	HAS_SIL_MGB
pm043824	pm043829	HAS_SON_MGB
pm043829	pm043832	HAS_SON_MGB
pm063698	pm063701	HAS_SON_MGB
pm063701	pm063704	HAS_SON_MGB
pm077390	pm077506	HAS_SON_MGB
pm065001	pm065036	HAS_SON_MGB
pm065036	pm065019	HAS_SON_MGB
pm065019	pm065026	HAS_SON_MGB
pm065019	pm065085	HAS_SON_MGB
pm065036w	pm065036	HAS_SIL_MGB
pm065036	pm065019	HAS_SON_MGB
pm065019	pm065026	HAS_SON_MGB
pm065019	pm065085	HAS_SON_MGB
pm065696	pm065702	HAS_SON_MGB
pm065702	pm065710	HAS_SON_MGB
pm065710	pm065685	HAS_SON_MGB
pm065874	pm065875	HAS_SON_MGB
pm065875	pm065876	HAS_SON_MGB
pm065876	pm065877	HAS_SON_MGB
pm074849w	pm074849	HAS_SIL_MGB
pm074849	pm074850	HAS_SON_MGB
pm074850	pm074852	HAS_SON_MGB
pm074858	pm074849	HAS_SON_MGB
pm074849	pm074850	HAS_SON_MGB
pm074850	pm074852	HAS_SON_MGB
pm082084	pm082091	HAS_SON_MGB
pm082091	pm082092	HAS_SON_MGB
pm082092	pm082093	HAS_SON_MGB
pm082603	pm082605	HAS_SON_MGB
pm082605	pm082609	HAS_SON_MGB
pm082609	pm082613	HAS_SON_MGB
pm017155	pm017162	HAS_SON_MGB
pm015086	pm015098	HAS_SON_MGB
pm015098	pm015105	HAS_SON_MGB
pm015105	pm015113	HAS_SIL_MGB
pm015098	pm015106	HAS_SON_MGB
pm015106	pm015114	HAS_SON_MGB
pm015106	pm015115	HAS_SON_MGB
pm015098	pm015107	HAS_SON_MGB
pm015107	pm015112	HAS_SON_MGB
pm017548	pm017554	HAS_SON_MGB
pm025347	pm025354	HAS_SON_MGB
pm025354	pm025360	HAS_SON_MGB
pm025360	pm025365	HAS_SON_MGB
pm027748	pm027752	HAS_SON_MGB
pm027752	pm027758	HAS_SON_MGB
pm027752w	pm027752	HAS_SIL_MGB
pm027752	pm027758	HAS_SON_MGB
pm034591	pm034599	HAS_SIL_MGB
pm078847	pm078852	HAS_SON_MGB
pm078852	pm078860	HAS_SON_MGB
pm078860	pm078866	HAS_SON_MGB
pm078852w	pm078852	HAS_SIL_MGB
pm078852	pm078860	HAS_SON_MGB
pm078860	pm078866	HAS_SON_MGB
pm058941	pm058946	HAS_SON_MGB
pm058946	pm058955	HAS_SON_MGB
pm078667	pm078675	HAS_SON_MGB
pm038736	pm038743	HAS_SON_MGB
pm038743	pm038747	HAS_SON_MGB
pm038747	pm038749	HAS_SON_MGB
pm038747	pm038765	HAS_SON_MGB
pm038743w	pm038743	HAS_SIL_MGB
pm038743	pm038747	HAS_SON_MGB
pm038747	pm038749	HAS_SON_MGB
pm038747	pm038765	HAS_SON_MGB
pm050206	pm050207	HAS_SIL_MGB
pm050207	pm050210	HAS_SON_MGB
pm050210	pm050214	HAS_SON_MGB
pm050182	pm050209	HAS_SON_MGB
pm050209	pm050213	HAS_SON_MGB
pm050213	pm050215	HAS_SON_MGB
pm050213	pm050216	HAS_SON_MGB
pm017088	pm017163	HAS_SON_MGB
pm017163	pm017169	HAS_SON_MGB
pm017169	pm017172	HAS_SON_MGB
pm017169	pm017192	HAS_SON_MGB
pm017169	pm017193	HAS_SON_MGB
pm017163	pm017191	HAS_SON_MGB
pm017191	pm017194	HAS_SON_MGB
pm017163w	pm017163	HAS_SIL_MGB
pm017163	pm017169	HAS_SON_MGB
pm017169	pm017172	HAS_SON_MGB
pm017169	pm017192	HAS_SON_MGB
pm017169	pm017193	HAS_SON_MGB
pm017163	pm017191	HAS_SON_MGB
pm017191	pm017194	HAS_SON_MGB
pm018930	pm018939	HAS_SON_MGB
pm018939	pm018949	HAS_SON_MGB
pm021314	pm021371	HAS_SON_MGB
pm021371	pm021376	HAS_SON_MGB
pm021376	pm021382	HAS_SON_MGB
pm025661	pm025665	HAS_SON_MGB
pm025665	pm025668	HAS_SON_MGB
pm025668	pm025673	HAS_SON_MGB
pm025668	pm025674	HAS_SON_MGB
pm025665	pm025669	HAS_SON_MGB
pm025665w	pm025665	HAS_SIL_MGB
pm025665	pm025668	HAS_SON_MGB
pm025668	pm025673	HAS_SON_MGB
pm025668	pm025674	HAS_SON_MGB
pm025665	pm025669	HAS_SON_MGB
pm025686	pm025689	HAS_SON_MGB
pm025689	pm025690	HAS_SON_MGB
pm025690	pm025692	HAS_SON_MGB
pm025690	pm025693	HAS_SON_MGB
pm025689w1	pm025689	HAS_SIL_MGB
pm025689	pm025690	HAS_SON_MGB
pm025690	pm025692	HAS_SON_MGB
pm025690	pm025693	HAS_SON_MGB
pm025689w2	pm025689	HAS_SIL_MGB
pm025689	pm025690	HAS_SON_MGB
pm025690	pm025692	HAS_SON_MGB
pm025690	pm025693	HAS_SON_MGB
pm026637	pm026642	HAS_SON_MGB
pm026642w	pm026642	HAS_SIL_MGB
pm054722	pm054725	HAS_SON_MGB
pm054725	pm054730	HAS_SON_MGB
pm054730	pm054735	HAS_SON_MGB
pm054730	pm054736	HAS_SON_MGB
pm054730	pm054737	HAS_SON_MGB
pm054725	pm054731	HAS_SON_MGB
pm054731	pm054738	HAS_SON_MGB
pm054731	pm054739	HAS_SON_MGB
pm054725	pm054812	HAS_SON_MGB
pm054812	pm054818	HAS_SON_MGB
pm054725w	pm054725	HAS_SIL_MGB
pm054725	pm054730	HAS_SON_MGB
pm054730	pm054735	HAS_SON_MGB
pm054730	pm054736	HAS_SON_MGB
pm054730	pm054737	HAS_SON_MGB
pm054725	pm054731	HAS_SON_MGB
pm054731	pm054738	HAS_SON_MGB
pm054731	pm054739	HAS_SON_MGB
pm054725	pm054812	HAS_SON_MGB
pm054812	pm054818	HAS_SON_MGB
pm060109	pm060111	HAS_SON_MGB
pm062781	pm062789	HAS_SON_MGB
pm062789	pm062797	HAS_SON_MGB
pm062789	pm062798	HAS_SON_MGB
pm062798	pm062800	HAS_SON_MGB
pm062789w	pm062789	HAS_SIL_MGB
pm062789	pm062797	HAS_SON_MGB
pm062789	pm062798	HAS_SON_MGB
pm062798	pm062800	HAS_SON_MGB
pm063475	pm063480	HAS_SIL_MGB
pm063480	pm063487	HAS_SON_MGB
pm063487	pm063489	HAS_SON_MGB
pm063480w	pm063480	HAS_SIL_MGB
pm063480	pm063487	HAS_SON_MGB
pm063487	pm063489	HAS_SON_MGB
pm077849	pm077854	HAS_SON_MGB
pm077854	pm077859	HAS_SON_MGB
pm077859	pm077865	HAS_SON_MGB
pm066189	pm066196	HAS_SON_MGB
pm066196	pm066198	HAS_SON_MGB
pm066198	pm066200	HAS_SIL_MGB
pm066196	pm066199	HAS_SON_MGB
pm066196w	pm066196	HAS_SIL_MGB
pm066196	pm066198	HAS_SON_MGB
pm066198	pm066200	HAS_SIL_MGB
pm066196	pm066199	HAS_SON_MGB
pm066474	pm066490	HAS_SON_MGB
pm066490	pm066497	HAS_SON_MGB
pm066497	pm066505	HAS_SON_MGB
pm070008	pm070200	HAS_SON_MGB
pm070200	pm070201	HAS_SON_MGB
pm070200	pm070202	HAS_SON_MGB
pm070200	pm070203	HAS_SON_MGB
pm070200	pm070205	HAS_SON_MGB
pm070200	pm070206	HAS_SON_MGB
pm070200	pm070207	HAS_SON_MGB
pm070207	pm070208	HAS_SON_MGB
pm070207	pm070280	HAS_SON_MGB
pm070200	pm070307	HAS_SON_MGB
pm070307	pm070308	HAS_SON_MGB
pm070307	pm070357	HAS_SON_MGB
pm069930	pm069933	HAS_SON_MGB
pm069933	pm069938	HAS_SON_MGB
pm069938	pm069943	HAS_SIL_MGB
pm069938	pm069944	HAS_SON_MGB
pm069933w	pm069933	HAS_SIL_MGB
pm069933	pm069938	HAS_SON_MGB
pm069938	pm069943	HAS_SIL_MGB
pm069938	pm069944	HAS_SON_MGB
pm070908	pm070973	HAS_SON_MGB
pm070973	pm070978	HAS_SON_MGB
pm070978	pm070984	HAS_SON_MGB
pm070973	pm070979	HAS_SON_MGB
pm070979	pm070985	HAS_SON_MGB
pm070979	pm070986	HAS_SON_MGB
pm070974	pm070980	HAS_SON_MGB
pm070980	pm070987	HAS_SON_MGB
pm070987	pm070998	HAS_SON_MGB
pm070980w	pm070980	HAS_SIL_MGB
pm070980	pm070987	HAS_SON_MGB
pm070987	pm070998	HAS_SON_MGB
pm072796	pm072803	HAS_SON_MGB
pm072803	pm072810	HAS_SON_MGB
pm072810	pm072814	HAS_SON_MGB
pm072810	pm072815	HAS_SON_MGB
pm075915	pm075917	HAS_SON_MGB
pm075917	pm075919	HAS_SON_MGB
pm075917	pm075920	HAS_SON_MGB
pm082368	pm082375	HAS_SIL_MGB
pm082375	pm082381	HAS_SON_MGB
pm082381	pm082387	HAS_SON_MGB
pm082375	pm082383	HAS_SON_MGB
pm082383	pm082388	HAS_SON_MGB
pm082383	pm082389	HAS_SON_MGB
pm084725	pm084727	HAS_SON_MGB
pm084727	pm084729	HAS_SON_MGB
pm084729	pm084731	HAS_SON_MGB
pm014336	pm014370	HAS_SON_MGB
pm014370	pm014371	HAS_SON_MGB
pm014371	pm014378	HAS_SON_MGB
pm014370	pm014455	HAS_SON_MGB
pm014455	pm014459	HAS_SON_MGB
pm014370	pm014456	HAS_SON_MGB
pm014456	pm014460	HAS_SIL_MGB
pm014370	pm014457	HAS_SON_MGB
pm014457	pm014461	HAS_SON_MGB
pm035386	pm035392	HAS_SON_MGB
pm054358	pm054365	HAS_SON_MGB
pm058432	pm058440	HAS_SON_MGB
pm059305	pm059309	HAS_SON_MGB
pm059309	pm059313	HAS_SON_MGB
pm059313	pm059316	HAS_SON_MGB
pm065590	pm065594	HAS_SIL_MGB
pm086012	pm086016	HAS_SON_MGB
pm086016	pm086019	HAS_SON_MGB
pm086019	pm086024	HAS_SON_MGB
pm086019	pm086025	HAS_SON_MGB
pm086019	pm086026	HAS_SON_MGB
pm075422	pm075434	HAS_SON_MGB
pm028683	pm028689	HAS_SON_MGB
pm063843	pm063846	HAS_SON_MGB
pm063846	pm063850	HAS_SON_MGB
pm063850	pm063855	HAS_SON_MGB
pm052029	pm052036	HAS_SON_MGB
pm052036	pm052045	HAS_SON_MGB
pm052825	pm052831	HAS_SON_MGB
pm065049	pm065065	HAS_SON_MGB
pm065065	pm065077	HAS_SON_MGB
pm065065w	pm065065	HAS_SIL_MGB
pm065065	pm065077	HAS_SON_MGB
pm067474	pm067522	HAS_SON_MGB
pm067522	pm067529	HAS_SON_MGB
pm067529	pm067536	HAS_SON_MGB
pm067537	pm067545	HAS_SON_MGB
pm067545	pm067553	HAS_SON_MGB
pm068206	pm068207	HAS_SON_MGB
pm068207w	pm068207	HAS_SIL_MGB
pm068179	pm068224	HAS_SON_MGB
pm079542	pm079574	HAS_SON_MGB
pm083542	pm083545	HAS_SON_MGB
pm083545	pm083551	HAS_SON_MGB
pm083551	pm083554	HAS_SON_MGB
pm083551	pm083555	HAS_SON_MGB
pm071739	pm071742	HAS_SON_MGB
pm046049	pm046054	HAS_SON_MGB
pm046054	pm046058	HAS_SON_MGB
pm046058	pm046064	HAS_SON_MGB
pm003766	pm003772	HAS_SON_MGB
pm025142	pm025148	HAS_SON_MGB
pm026211	pm026212	HAS_SON_MGB
pm026212	pm026213	HAS_SON_MGB
pm026213	pm026214	HAS_SON_MGB
pm028010	pm028015	HAS_SON_MGB
pm028015	pm028019	HAS_SON_MGB
pm033092	pm033099	HAS_SON_MGB
pm033099	pm033105	HAS_SON_MGB
pm033105	pm033110	HAS_SON_MGB
pm054866	pm054868	HAS_SON_MGB
pm054868	pm054872	HAS_SON_MGB
pm054872	pm054876	HAS_SON_MGB
pm055146	pm055151	HAS_SON_MGB
pm055151	pm055154	HAS_SON_MGB
pm010450	pm010460	HAS_SON_MGB
pm010460	pm010466	HAS_SON_MGB
pm010460w	pm010460	HAS_SIL_MGB
pm010460	pm010466	HAS_SON_MGB
pm017771	pm017775	HAS_SON_MGB
pm017775	pm018887	HAS_SON_MGB
pm018887	pm018888	HAS_SON_MGB
pm017775	pm019096	HAS_SON_MGB
pm019096	pm019098	HAS_SON_MGB
pm017775	pm019139	HAS_SON_MGB
pm019139	pm019140	HAS_SON_MGB
pm019139	pm019141	HAS_SON_MGB
pm019203	pm019225	HAS_SON_MGB
pm019225	pm019226	HAS_SIL_MGB
pm019226	pm019229	HAS_SON_MGB
pm019226	pm019260	HAS_SON_MGB
pm019225	pm019227	HAS_SON_MGB
pm019227	pm019228	HAS_SON_MGB
pm020447	pm020460	HAS_SON_MGB
pm020460	pm020463	HAS_SON_MGB
pm020463	pm020468	HAS_SON_MGB
pm022674	pm022681	HAS_SON_MGB
pm022681w	pm022681	HAS_SIL_MGB
pm027007	pm027010	HAS_SON_MGB
pm027010	pm027016	HAS_SON_MGB
pm027016	pm027019	HAS_SON_MGB
