source	target	relationship
pm033876	pm033878	HAS_SON_MGB
pm036709	pm036720	HAS_SON_MGB
pm036700	pm036709	HAS_SON_MGB
pm036673	pm036700	HAS_SON_MGB
pm036361	pm036370	HAS_SON_MGB
pm036348	pm036361	HAS_SON_MGB
pm036300	pm036348	HAS_SIL_MGB
pm044064	pm044071	HAS_SON_MGB
pm044060	pm044064	HAS_SIL_MGB
pm044041	pm044060	HAS_SON_MGB
pm044060w	pm044060	HAS_SIL_MGB
pm044064w	pm044064	HAS_SIL_MGB
pm047569	pm047575	HAS_SON_MGB
pm047564	pm047569	HAS_SON_MGB
pm047562	pm047564	HAS_SON_MGB
pm048523	pm048530	HAS_SON_MGB
pm048519	pm048523	HAS_SON_MGB
pm048516	pm048519	HAS_SON_MGB
pm048519w	pm048519	HAS_SIL_MGB
pm048523	pm048531	HAS_SON_MGB
pm048519	pm048523	HAS_SON_MGB
pm048516	pm048519	HAS_SON_MGB
pm048519w	pm048519	HAS_SIL_MGB
pm059030	pm059036	HAS_SON_MGB
pm059021	pm059030	HAS_SON_MGB
pm058975	pm059021	HAS_SON_MGB
pm052896	pm052901	HAS_SON_MGB
pm052889	pm052896	HAS_SIL_MGB
pm052884	pm052889	HAS_SON_MGB
pm052889w	pm052889	HAS_SIL_MGB
pm060018	pm060022	HAS_SON_MGB
pm059979	pm060018	HAS_SON_MGB
pm059978	pm059979	HAS_SON_MGB
pm017146	pm017155	HAS_SON_MGB
pm017137	pm017146	HAS_SON_MGB
pm017095	pm017137	HAS_SON_MGB
pm017137w	pm017137	HAS_SIL_MGB
pm017146	pm017156	HAS_SON_MGB
pm017137	pm017146	HAS_SON_MGB
pm017095	pm017137	HAS_SON_MGB
pm017137w	pm017137	HAS_SIL_MGB
pm017146	pm017157	HAS_SON_MGB
pm017137	pm017146	HAS_SON_MGB
pm017095	pm017137	HAS_SON_MGB
pm017137w	pm017137	HAS_SIL_MGB
pm062038	pm062043	HAS_SON_MGB
pm062031	pm062038	HAS_SON_MGB
pm062026	pm062031	HAS_SON_MGB
pm062038w	pm062038	HAS_SIL_MGB
pm062038	pm062044	HAS_SON_MGB
pm062031	pm062038	HAS_SON_MGB
pm062026	pm062031	HAS_SON_MGB
pm062038w	pm062038	HAS_SIL_MGB
pm006476w	pm006476	HAS_SIL_MGB
pm080124w	pm080124	HAS_SIL_MGB
pm083208	pm083217	HAS_SON_MGB
pm083178	pm083208	HAS_SON_MGB
pm083170	pm083178	HAS_SON_MGB
pm083178w	pm083178	HAS_SIL_MGB
pm083208w	pm083208	HAS_SIL_MGB
pm056615	pm056625	HAS_SON_MGB
pm056609	pm056615	HAS_SIL_MGB
pm056578	pm056609	HAS_SON_MGB
pm087658	pm087663	HAS_SON_MGB
pm087656	pm087658	HAS_SON_MGB
pm087654	pm087656	HAS_SON_MGB
pm061170w2	pm061170	HAS_SIL_MGB
pm028607	pm028608	HAS_SON_MGB
pm028602	pm028607	HAS_SON_MGB
pm028598	pm028602	HAS_SON_MGB
pm028602w	pm028602	HAS_SIL_MGB
pm028607w	pm028607	HAS_SIL_MGB
pm033943	pm033947	HAS_SON_MGB
pm033939	pm033943	HAS_SON_MGB
pm033935	pm033939	HAS_SON_MGB
pm033939w	pm033939	HAS_SIL_MGB
pm033943w	pm033943	HAS_SIL_MGB
pm048670w2	pm048670	HAS_SIL_MGB
pm061626	pm061628	HAS_SON_MGB
pm061626w	pm061626	HAS_SIL_MGB
pm061629	pm061626	HAS_SON_MGB
pm061627	pm061629	HAS_SON_MGB
pm033313	pm033324	HAS_SON_MGB
pm033285	pm033313	HAS_SON_MGB
pm033280	pm033285	HAS_SON_MGB
pm033285w	pm033285	HAS_SIL_MGB
pm033313w	pm033313	HAS_SIL_MGB
pm043495	pm043499	HAS_SON_MGB
pm043493	pm043495	HAS_SON_MGB
pm043489	pm043493	HAS_SON_MGB
pm043493w	pm043493	HAS_SIL_MGB
pm043495w	pm043495	HAS_SIL_MGB
pm069893	pm069894	HAS_SON_MGB
pm069892	pm069893	HAS_SON_MGB
pm001943w	pm001943	HAS_SIL_MGB
pm083245	pm083252	HAS_SON_MGB
pm083235	pm083245	HAS_SON_MGB
pm083225	pm083235	HAS_SON_MGB
pm083235w	pm083235	HAS_SIL_MGB
pm083245	pm083253	HAS_SON_MGB
pm083235	pm083245	HAS_SON_MGB
pm083225	pm083235	HAS_SON_MGB
pm083235w	pm083235	HAS_SIL_MGB
pm067788w	pm067788	HAS_SIL_MGB
pm069953	pm069956	HAS_SON_MGB
pm069950	pm069953	HAS_SON_MGB
pm069943	pm069950	HAS_SON_MGB
pm069950w	pm069950	HAS_SIL_MGB
pm069953w	pm069953	HAS_SIL_MGB
pm064296w	pm064296	HAS_SIL_MGB
pm083420w	pm083420	HAS_SIL_MGB
pm027936	pm027944	HAS_SON_MGB
pm027931	pm027936	HAS_SON_MGB
pm027927	pm027931	HAS_SON_MGB
pm041899	pm041909	HAS_SON_MGB
pm041891	pm041899	HAS_SON_MGB
pm041868	pm041891	HAS_SON_MGB
pm041891w	pm041891	HAS_SIL_MGB
pm041899w1	pm041899	HAS_SIL_MGB
pm041899w2	pm041899	HAS_SIL_MGB
pm044488	pm044494	HAS_SON_MGB
pm044486	pm044488	HAS_SON_MGB
pm044465	pm044486	HAS_SON_MGB
pm044488	pm044495	HAS_SON_MGB
pm044486	pm044488	HAS_SON_MGB
pm044465	pm044486	HAS_SON_MGB
pm044488	pm044496	HAS_SON_MGB
pm044486	pm044488	HAS_SON_MGB
pm044465	pm044486	HAS_SON_MGB
pm044488	pm044497	HAS_SON_MGB
pm044486	pm044488	HAS_SON_MGB
pm044465	pm044486	HAS_SON_MGB
pm060019	pm060023	HAS_SON_MGB
pm059979	pm060019	HAS_SON_MGB
pm059978	pm059979	HAS_SON_MGB
pm060019w	pm060019	HAS_SIL_MGB
pm065018	pm065020	HAS_SON_MGB
pm065002	pm065018	HAS_SON_MGB
pm064998	pm065002	HAS_SON_MGB
pm065002w	pm065002	HAS_SIL_MGB
pm065018	pm065021	HAS_SON_MGB
pm065002	pm065018	HAS_SON_MGB
pm064998	pm065002	HAS_SON_MGB
pm065002w	pm065002	HAS_SIL_MGB
pm065018	pm065022	HAS_SON_MGB
pm065002	pm065018	HAS_SON_MGB
pm064998	pm065002	HAS_SON_MGB
pm065002w	pm065002	HAS_SIL_MGB
pm007156	pm007157	HAS_SON_MGB
pm007129	pm007156	HAS_SON_MGB
pm007095	pm007129	HAS_SON_MGB
pm007156	pm007158	HAS_SON_MGB
pm007129	pm007156	HAS_SON_MGB
pm007095	pm007129	HAS_SON_MGB
pm007156	pm007159	HAS_SON_MGB
pm007129	pm007156	HAS_SON_MGB
pm007095	pm007129	HAS_SON_MGB
pm007156	pm007160	HAS_SON_MGB
pm007129	pm007156	HAS_SON_MGB
pm007095	pm007129	HAS_SON_MGB
pm034128w	pm034128	HAS_SIL_MGB
pm055077w	pm055077	HAS_SIL_MGB
pm018031	pm018032	HAS_SON_MGB
pm018027	pm018031	HAS_SON_MGB
pm018024	pm018027	HAS_SON_MGB
pm018031	pm018033	HAS_SON_MGB
pm018027	pm018031	HAS_SON_MGB
pm018024	pm018027	HAS_SON_MGB
pm071631	pm071636	HAS_SON_MGB
pm071624	pm071631	HAS_SON_MGB
pm071618	pm071624	HAS_SON_MGB
pm048661w	pm048661	HAS_SIL_MGB
pm018753w	pm018753	HAS_SIL_MGB
pm017578	pm017586	HAS_SON_MGB
pm017551	pm017578	HAS_SON_MGB
pm017547	pm017551	HAS_SON_MGB
pm017551w	pm017551	HAS_SIL_MGB
pm026091	pm026092	HAS_SON_MGB
pm026090	pm026091	HAS_SON_MGB
pm026088	pm026090	HAS_SON_MGB
pm026091	pm026093	HAS_SON_MGB
pm026090	pm026091	HAS_SON_MGB
pm026088	pm026090	HAS_SON_MGB
pm067881w	pm067881	HAS_SIL_MGB
pm044031w	pm044031	HAS_SIL_MGB
pm049053	pm049058	HAS_SIL_MGB
pm049049	pm049053	HAS_SON_MGB
pm049046	pm049049	HAS_SON_MGB
pm049053	pm049059	HAS_SON_MGB
pm049049	pm049053	HAS_SON_MGB
pm049046	pm049049	HAS_SON_MGB
pm049053	pm049060	HAS_SON_MGB
pm049049	pm049053	HAS_SON_MGB
pm049046	pm049049	HAS_SON_MGB
pm049053	pm049061	HAS_SON_MGB
pm049049	pm049053	HAS_SON_MGB
pm049046	pm049049	HAS_SON_MGB
pm060641w	pm060641	HAS_SIL_MGB
pm021221	pm021222	HAS_SON_MGB
pm021220	pm021221	HAS_SON_MGB
pm021199	pm021220	HAS_SON_MGB
pm061580	pm061585	HAS_SON_MGB
pm061574	pm061580	HAS_SON_MGB
pm061568	pm061574	HAS_SON_MGB
pm061580w	pm061580	HAS_SIL_MGB
pm033434	pm033444	HAS_SON_MGB
pm033429	pm033434	HAS_SON_MGB
pm033422	pm033429	HAS_SON_MGB
pm033429w	pm033429	HAS_SIL_MGB
pm033434w	pm033434	HAS_SIL_MGB
pm033434	pm033445	HAS_SON_MGB
pm033429	pm033434	HAS_SON_MGB
pm033422	pm033429	HAS_SON_MGB
pm033429w	pm033429	HAS_SIL_MGB
pm033434w	pm033434	HAS_SIL_MGB
pm050398	pm050406	HAS_SON_MGB
pm050386	pm050398	HAS_SON_MGB
pm050362	pm050386	HAS_SON_MGB
pm050386w	pm050386	HAS_SIL_MGB
pm050398w	pm050398	HAS_SIL_MGB
pm050398	pm050421	HAS_SON_MGB
pm050386	pm050398	HAS_SON_MGB
pm050362	pm050386	HAS_SON_MGB
pm050386w	pm050386	HAS_SIL_MGB
pm050398w	pm050398	HAS_SIL_MGB
pm050398	pm050422	HAS_SON_MGB
pm050386	pm050398	HAS_SON_MGB
pm050362	pm050386	HAS_SON_MGB
pm050386w	pm050386	HAS_SIL_MGB
pm050398w	pm050398	HAS_SIL_MGB
pm067908	pm067912	HAS_SON_MGB
pm067905	pm067908	HAS_SON_MGB
pm067917	pm067905	HAS_SON_MGB
pm067908w	pm067908	HAS_SIL_MGB
pm068668	pm068675	HAS_SON_MGB
pm068658	pm068668	HAS_SON_MGB
pm068649	pm068658	HAS_SON_MGB
pm068668	pm068676	HAS_SON_MGB
pm068658	pm068668	HAS_SON_MGB
pm068649	pm068658	HAS_SON_MGB
pm058486	pm058487	HAS_SON_MGB
pm058414	pm058486	HAS_SON_MGB
pm058413	pm058414	HAS_SON_MGB
pm058486	pm058488	HAS_SON_MGB
pm058414	pm058486	HAS_SON_MGB
pm058413	pm058414	HAS_SON_MGB
pm062781	pm062789	HAS_SON_MGB
pm062778	pm062781	HAS_SON_MGB
pm062776	pm062778	HAS_SIL_MGB
pm062778w	pm062778	HAS_SIL_MGB
pm064935	pm064983	HAS_SON_MGB
pm064929	pm064935	HAS_SON_MGB
pm064928	pm064929	HAS_SON_MGB
pm064929w	pm064929	HAS_SIL_MGB
pm065995	pm065998	HAS_SON_MGB
pm065992	pm065995	HAS_SON_MGB
pm065987	pm065992	HAS_SON_MGB
pm065992w1	pm065992	HAS_SIL_MGB
pm065992w2	pm065992	HAS_SIL_MGB
pm065995w	pm065995	HAS_SIL_MGB
pm081545	pm081549	HAS_SON_MGB
pm081539	pm081545	HAS_SON_MGB
pm081536	pm081539	HAS_SON_MGB
pm081545	pm081550	HAS_SON_MGB
pm081539	pm081545	HAS_SON_MGB
pm081536	pm081539	HAS_SON_MGB
pm029077w	pm029077	HAS_SIL_MGB
pm067884w	pm067884	HAS_SIL_MGB
pm079863w	pm079863	HAS_SIL_MGB
pm017905	pm017912	HAS_SON_MGB
pm017896	pm017905	HAS_SON_MGB
pm017891	pm017896	HAS_SON_MGB
pm017896w	pm017896	HAS_SIL_MGB
pm017905w	pm017905	HAS_SIL_MGB
pm017905	pm017919	HAS_SON_MGB
pm017896	pm017905	HAS_SON_MGB
pm017891	pm017896	HAS_SON_MGB
pm017896w	pm017896	HAS_SIL_MGB
pm017905w	pm017905	HAS_SIL_MGB
pm043843	pm043850	HAS_SON_MGB
pm043840	pm043843	HAS_SON_MGB
pm043803	pm043840	HAS_SON_MGB
pm043843w	pm043843	HAS_SIL_MGB
pm015263	pm015271	HAS_SON_MGB
pm015253	pm015263	HAS_SON_MGB
pm015249	pm015253	HAS_SON_MGB
pm015263	pm015272	HAS_SON_MGB
pm015253	pm015263	HAS_SON_MGB
pm015249	pm015253	HAS_SON_MGB
pm017196	pm017206	HAS_SON_MGB
pm017192	pm017196	HAS_SON_MGB
pm017169	pm017192	HAS_SON_MGB
pm025121	pm025126	HAS_SON_MGB
pm025118	pm025121	HAS_SON_MGB
pm025115	pm025118	HAS_SON_MGB
pm032372	pm032379	HAS_SON_MGB
pm032366	pm032372	HAS_SON_MGB
pm032361	pm032366	HAS_SON_MGB
pm032366w	pm032366	HAS_SIL_MGB
pm032372w	pm032372	HAS_SIL_MGB
pm061827	pm061836	HAS_SON_MGB
pm061821	pm061827	HAS_SON_MGB
pm061819	pm061821	HAS_SON_MGB
pm055858w	pm055858	HAS_SIL_MGB
pm032649	pm032655	HAS_SON_MGB
pm032638	pm032649	HAS_SON_MGB
pm032633	pm032638	HAS_SIL_MGB
pm034222	pm034224	HAS_SON_MGB
pm034220	pm034222	HAS_SON_MGB
pm034218	pm034220	HAS_SON_MGB
pm034873	pm034874	HAS_SON_MGB
pm034871	pm034873	HAS_SON_MGB
pm036597	pm036603	HAS_SON_MGB
pm036593	pm036597	HAS_SON_MGB
pm036566	pm036593	HAS_SON_MGB
pm036597	pm036635	HAS_SON_MGB
pm036593	pm036597	HAS_SON_MGB
pm036566	pm036593	HAS_SON_MGB
pm036597	pm036636	HAS_SON_MGB
pm036593	pm036597	HAS_SON_MGB
pm036566	pm036593	HAS_SON_MGB
pm036597	pm036637	HAS_SON_MGB
pm036593	pm036597	HAS_SON_MGB
pm036566	pm036593	HAS_SON_MGB
pm036597	pm036638	HAS_SON_MGB
pm036593	pm036597	HAS_SON_MGB
pm036566	pm036593	HAS_SON_MGB
pm036597	pm036639	HAS_SON_MGB
pm036593	pm036597	HAS_SON_MGB
pm036566	pm036593	HAS_SON_MGB
pm038394	pm038399	HAS_SON_MGB
pm038390	pm038394	HAS_SON_MGB
pm038389	pm038390	HAS_SON_MGB
pm038390w	pm038390	HAS_SIL_MGB
pm052899	pm052902	HAS_SON_MGB
pm052897	pm052899	HAS_SON_MGB
pm052889	pm052897	HAS_SON_MGB
pm052899w	pm052899	HAS_SIL_MGB
pm054573	pm054575	HAS_SON_MGB
pm054570	pm054573	HAS_SON_MGB
pm054566	pm054570	HAS_SON_MGB
pm054919	pm054910	HAS_SON_MGB
pm054915	pm054919	HAS_SON_MGB
pm054898	pm054915	HAS_SON_MGB
pm055999	pm056003	HAS_SON_MGB
pm055992	pm055999	HAS_SON_MGB
pm055985	pm055992	HAS_SON_MGB
pm055992w	pm055992	HAS_SIL_MGB
pm055999w	pm055999	HAS_SIL_MGB
pm073089	pm073096	HAS_SON_MGB
pm073083	pm073089	HAS_SON_MGB
pm073078	pm073083	HAS_SON_MGB
pm015683w	pm015683	HAS_SIL_MGB
pm076831	pm076834	HAS_SON_MGB
pm076825	pm076831	HAS_SON_MGB
pm076818	pm076825	HAS_SON_MGB
pm076825w	pm076825	HAS_SIL_MGB
pm076831w	pm076831	HAS_SIL_MGB
pm076831	pm076866	HAS_SON_MGB
pm076825	pm076831	HAS_SON_MGB
pm076818	pm076825	HAS_SON_MGB
pm076825w	pm076825	HAS_SIL_MGB
pm076831w	pm076831	HAS_SIL_MGB
pm000516w	pm000516	HAS_SIL_MGB
pm077000	pm077008	HAS_SON_MGB
pm076991	pm077000	HAS_SON_MGB
pm076981	pm076991	HAS_SON_MGB
pm079279	pm079284	HAS_SON_MGB
pm079276	pm079279	HAS_SON_MGB
pm079274	pm079276	HAS_SON_MGB
pm079276w	pm079276	HAS_SIL_MGB
pm079279w	pm079279	HAS_SIL_MGB
pm079279	pm079285	HAS_SON_MGB
pm079276	pm079279	HAS_SON_MGB
pm079274	pm079276	HAS_SON_MGB
pm079276w	pm079276	HAS_SIL_MGB
pm079279w	pm079279	HAS_SIL_MGB
pm079279	pm079286	HAS_SON_MGB
pm079276	pm079279	HAS_SON_MGB
pm079274	pm079276	HAS_SON_MGB
pm079276w	pm079276	HAS_SIL_MGB
pm079279w	pm079279	HAS_SIL_MGB
pm080385	pm080389	HAS_SON_MGB
pm080380	pm080385	HAS_SON_MGB
pm080375	pm080380	HAS_SON_MGB
pm084707	pm084708	HAS_SON_MGB
pm084705	pm084707	HAS_SON_MGB
pm084703	pm084705	HAS_SON_MGB
pm087704	pm087708	HAS_SON_MGB
pm087699	pm087704	HAS_SON_MGB
pm087696	pm087699	HAS_SON_MGB
pm087704	pm087709	HAS_SON_MGB
pm087699	pm087704	HAS_SON_MGB
pm087696	pm087699	HAS_SON_MGB
pm087793	pm087795	HAS_SON_MGB
pm087792	pm087793	HAS_SON_MGB
pm037455	pm037460	HAS_SON_MGB
pm037450	pm037455	HAS_SON_MGB
pm037448	pm037450	HAS_SON_MGB
pm037455w	pm037455	HAS_SIL_MGB
pm080262w	pm080262	HAS_SIL_MGB
pm087112	pm087113	HAS_SON_MGB
pm087112	pm087114	HAS_SON_MGB
pm060388	pm060393	HAS_SON_MGB
pm060386	pm060388	HAS_SON_MGB
pm060385	pm060386	HAS_SON_MGB
pm005761	pm005766	HAS_SON_MGB
pm005716	pm005761	HAS_SON_MGB
pm005715	pm005716	HAS_SON_MGB
pm038390	pm038392	HAS_SIL_MGB
pm038389	pm038390	HAS_SON_MGB
pm038388	pm038389	HAS_SON_MGB
pm038389w	pm038389	HAS_SIL_MGB
pm038390w	pm038390	HAS_SIL_MGB
pm038390	pm038393	HAS_SON_MGB
pm038389	pm038390	HAS_SON_MGB
pm038388	pm038389	HAS_SON_MGB
pm038389w	pm038389	HAS_SIL_MGB
pm038390w	pm038390	HAS_SIL_MGB
pm038390	pm038394	HAS_SON_MGB
pm038389	pm038390	HAS_SON_MGB
pm038388	pm038389	HAS_SON_MGB
pm038389w	pm038389	HAS_SIL_MGB
pm038390w	pm038390	HAS_SIL_MGB
pm064311w	pm064311	HAS_SIL_MGB
pm065035	pm065041	HAS_SON_MGB
pm065030	pm065035	HAS_SON_MGB
pm065026	pm065030	HAS_SON_MGB
pm065030w	pm065030	HAS_SIL_MGB
pm065035w	pm065035	HAS_SIL_MGB
pm065039	pm065044	HAS_SON_MGB
pm065032	pm065039	HAS_SON_MGB
pm065028	pm065032	HAS_SON_MGB
pm065039	pm065045	HAS_SON_MGB
pm065032	pm065039	HAS_SON_MGB
pm065028	pm065032	HAS_SON_MGB
pm065039	pm065046	HAS_SON_MGB
pm065032	pm065039	HAS_SON_MGB
pm065028	pm065032	HAS_SON_MGB
pm065996	pm066016	HAS_SIL_MGB
pm065992	pm065996	HAS_SON_MGB
pm065987	pm065992	HAS_SON_MGB
pm065992w1	pm065992	HAS_SIL_MGB
pm065992w2	pm065992	HAS_SIL_MGB
pm065996w1	pm065996	HAS_SIL_MGB
pm065996w2	pm065996	HAS_SIL_MGB
pm065996	pm066003	HAS_SON_MGB
pm065992	pm065996	HAS_SON_MGB
pm065987	pm065992	HAS_SON_MGB
pm065992w1	pm065992	HAS_SIL_MGB
pm065992w2	pm065992	HAS_SIL_MGB
pm065996w1	pm065996	HAS_SIL_MGB
pm065996w2	pm065996	HAS_SIL_MGB
pm065996	pm066017	HAS_SON_MGB
pm065992	pm065996	HAS_SON_MGB
pm065987	pm065992	HAS_SON_MGB
pm065992w1	pm065992	HAS_SIL_MGB
pm065992w2	pm065992	HAS_SIL_MGB
pm065996w1	pm065996	HAS_SIL_MGB
pm065996w2	pm065996	HAS_SIL_MGB
pm065996	pm066018	HAS_SON_MGB
pm065992	pm065996	HAS_SON_MGB
pm065987	pm065992	HAS_SON_MGB
pm065992w1	pm065992	HAS_SIL_MGB
pm065992w2	pm065992	HAS_SIL_MGB
pm065996w1	pm065996	HAS_SIL_MGB
pm065996w2	pm065996	HAS_SIL_MGB
pm066129	pm066137	HAS_SIL_MGB
pm066121	pm066129	HAS_SON_MGB
pm066099	pm066121	HAS_SON_MGB
pm066121w	pm066121	HAS_SIL_MGB
pm000129w	pm000129	HAS_SIL_MGB
pm011878w	pm011878	HAS_SIL_MGB
pm022652	pm022658	HAS_SON_MGB
pm022646	pm022652	HAS_SON_MGB
pm022641	pm022646	HAS_SON_MGB
pm040947	pm040951	HAS_SON_MGB
pm040943	pm040947	HAS_SON_MGB
pm040938	pm040943	HAS_SON_MGB
pm062058	pm062060	HAS_SON_MGB
pm062014	pm062058	HAS_SON_MGB
pm061981	pm062014	HAS_SON_MGB
pm062058	pm062061	HAS_SON_MGB
pm062014	pm062058	HAS_SON_MGB
pm061981	pm062014	HAS_SON_MGB
pm062780	pm062786	HAS_SON_MGB
pm062777	pm062780	HAS_SON_MGB
pm062773	pm062777	HAS_SON_MGB
pm062777w	pm062777	HAS_SIL_MGB
pm062780w	pm062780	HAS_SIL_MGB
pm062780	pm062787	HAS_SON_MGB
pm062777	pm062780	HAS_SON_MGB
pm062773	pm062777	HAS_SON_MGB
pm062777w	pm062777	HAS_SIL_MGB
pm062780w	pm062780	HAS_SIL_MGB
pm063928	pm063929	HAS_SON_MGB
pm063889	pm063928	HAS_SON_MGB
pm063888	pm063889	HAS_SON_MGB
pm063889w	pm063889	HAS_SIL_MGB
pm063928w	pm063928	HAS_SIL_MGB
pm063928	pm063990	HAS_SON_MGB
pm063889	pm063928	HAS_SON_MGB
pm063888	pm063889	HAS_SON_MGB
pm063889w	pm063889	HAS_SIL_MGB
pm063928w	pm063928	HAS_SIL_MGB
pm065104	pm065113	HAS_SON_MGB
pm065097	pm065104	HAS_SON_MGB
pm065091	pm065097	HAS_SON_MGB
pm065097w	pm065097	HAS_SIL_MGB
pm054843	pm054850	HAS_SON_MGB
pm054835	pm054843	HAS_SON_MGB
pm054827	pm054835	HAS_SON_MGB
pm086744	pm086746	HAS_SON_MGB
pm086767	pm086744	HAS_SON_MGB
pm086761	pm086767	HAS_SON_MGB
pm086744	pm086785	HAS_SON_MGB
pm086767	pm086744	HAS_SON_MGB
pm086761	pm086767	HAS_SON_MGB
pm065637	pm065638	HAS_SON_MGB
pm065636	pm065637	HAS_SON_MGB
pm065635	pm065636	HAS_SON_MGB
pm069895	pm069896	HAS_SON_MGB
pm069894	pm069895	HAS_SON_MGB
pm069893	pm069894	HAS_SON_MGB
pm069956	pm069960	HAS_SON_MGB
pm069953	pm069956	HAS_SON_MGB
pm069950	pm069953	HAS_SON_MGB
pm069953w	pm069953	HAS_SIL_MGB
pm069956w	pm069956	HAS_SIL_MGB
pm071348	pm071354	HAS_SON_MGB
pm071340	pm071348	HAS_SON_MGB
pm071335	pm071340	HAS_SON_MGB
pm083238	pm083247	HAS_SON_MGB
pm083229	pm083238	HAS_SIL_MGB
pm083223	pm083229	HAS_SIL_MGB
pm083229w	pm083229	HAS_SIL_MGB
pm083238w	pm083238	HAS_SIL_MGB
pm083787	pm083793	HAS_SIL_MGB
pm083781	pm083787	HAS_SON_MGB
pm083779	pm083781	HAS_SON_MGB
pm083781w	pm083781	HAS_SIL_MGB
pm083787w	pm083787	HAS_SIL_MGB
pm016610	pm016611	HAS_SON_MGB
pm016608	pm016610	HAS_SON_MGB
pm016607	pm016608	HAS_SON_MGB
pm016610	pm016612	HAS_SON_MGB
pm016608	pm016610	HAS_SON_MGB
pm016607	pm016608	HAS_SON_MGB
pm016610	pm016613	HAS_SON_MGB
pm016608	pm016610	HAS_SON_MGB
pm016607	pm016608	HAS_SON_MGB
pm016610	pm016643	HAS_SON_MGB
pm016608	pm016610	HAS_SON_MGB
pm016607	pm016608	HAS_SON_MGB
pm028004	pm028009	HAS_SON_MGB
pm028000	pm028004	HAS_SON_MGB
pm027997	pm028000	HAS_SON_MGB
pm032371	pm032377	HAS_SIL_MGB
pm032366	pm032371	HAS_SON_MGB
pm032361	pm032366	HAS_SON_MGB
pm032366w	pm032366	HAS_SIL_MGB
pm032371w	pm032371	HAS_SIL_MGB
pm032371	pm032378	HAS_SON_MGB
pm032366	pm032371	HAS_SON_MGB
pm032361	pm032366	HAS_SON_MGB
pm032366w	pm032366	HAS_SIL_MGB
pm032371w	pm032371	HAS_SIL_MGB
pm033608	pm033618	HAS_SON_MGB
pm033600	pm033608	HAS_SON_MGB
pm033576	pm033600	HAS_SON_MGB
pm058940	pm058941	HAS_SIL_MGB
pm058939	pm058940	HAS_SON_MGB
pm058808	pm058939	HAS_SON_MGB
pm058939w	pm058939	HAS_SIL_MGB
pm058940	pm058942	HAS_SON_MGB
pm058939	pm058940	HAS_SON_MGB
pm058808	pm058939	HAS_SON_MGB
pm058939w	pm058939	HAS_SIL_MGB
pm062808	pm062810	HAS_SON_MGB
pm062807	pm062808	HAS_SON_MGB
pm062803	pm062807	HAS_SON_MGB
pm062807w	pm062807	HAS_SIL_MGB
pm062808w	pm062808	HAS_SIL_MGB
pm079927	pm079931	HAS_SON_MGB
pm079922	pm079927	HAS_SON_MGB
pm079919	pm079922	HAS_SON_MGB
pm079922w	pm079922	HAS_SIL_MGB
pm079927w	pm079927	HAS_SIL_MGB
pm079927	pm079932	HAS_SON_MGB
pm079922	pm079927	HAS_SON_MGB
pm079919	pm079922	HAS_SON_MGB
pm079922w	pm079922	HAS_SIL_MGB
pm079927w	pm079927	HAS_SIL_MGB
pm027707	pm027709	HAS_SON_MGB
pm027705	pm027707	HAS_SON_MGB
pm046046	pm046051	HAS_SON_MGB
pm031014w	pm031014	HAS_SIL_MGB
pm031018w3	pm031018	HAS_SIL_MGB
pm036517w	pm036517	HAS_SIL_MGB
pm078812	pm078820	HAS_SON_MGB
pm078769	pm078812	HAS_SON_MGB
pm078767	pm078769	HAS_SON_MGB
pm078769w	pm078769	HAS_SIL_MGB
pm078812w	pm078812	HAS_SIL_MGB
pm078812	pm078821	HAS_SON_MGB
pm078769	pm078812	HAS_SON_MGB
pm078767	pm078769	HAS_SON_MGB
pm078769w	pm078769	HAS_SIL_MGB
pm078812w	pm078812	HAS_SIL_MGB
pm078812	pm078822	HAS_SON_MGB
pm078769	pm078812	HAS_SON_MGB
pm078767	pm078769	HAS_SON_MGB
pm078769w	pm078769	HAS_SIL_MGB
pm078812w	pm078812	HAS_SIL_MGB
pm074349w	pm074349	HAS_SIL_MGB
pm074400w	pm074400	HAS_SIL_MGB
pm080244w	pm080244	HAS_SIL_MGB
pm033537	pm033543	HAS_SON_MGB
pm033533	pm033537	HAS_SON_MGB
pm033506	pm033533	HAS_SON_MGB
pm033883	pm033889	HAS_SON_MGB
pm033881	pm033883	HAS_SON_MGB
pm033878	pm033881	HAS_SON_MGB
pm034074	pm034078	HAS_SON_MGB
pm034067	pm034074	HAS_SON_MGB
pm034060	pm034067	HAS_SON_MGB
pm034067w	pm034067	HAS_SIL_MGB
pm034074w	pm034074	HAS_SIL_MGB
pm037174	pm037184	HAS_SON_MGB
pm037142	pm037174	HAS_SON_MGB
pm037138	pm037142	HAS_SON_MGB
pm037142w	pm037142	HAS_SIL_MGB
pm031623w	pm031623	HAS_SIL_MGB
pm079441	pm079450	HAS_SON_MGB
pm079433	pm079441	HAS_SON_MGB
pm079418	pm079433	HAS_SON_MGB
pm079433w	pm079433	HAS_SIL_MGB
pm079441w1	pm079441	HAS_SIL_MGB
pm079441w2	pm079441	HAS_SIL_MGB
pm081383	pm081385	HAS_SON_MGB
pm081382	pm081383	HAS_SON_MGB
pm081346	pm081382	HAS_SON_MGB
pm081383	pm081386	HAS_SON_MGB
pm081382	pm081383	HAS_SON_MGB
pm081346	pm081382	HAS_SON_MGB
pm081991	pm082000	HAS_SON_MGB
pm081986	pm081991	HAS_SON_MGB
pm081977	pm081986	HAS_SON_MGB
